Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Chase Mobley","CLE",0,0,0,6.09115,1,1,0,0,,2.11179,11,3,2,1,0,2,0,0,1,6.29688,7.96237,0.79083,1.46623,0.129188,0.163357,-0.034169360995292664,0.268705,2.0823,0.287864,0.724345,,,6.73041,-0.0318867,-0.0684114,999,,,,,,,3.827270269393922,1.8123318727636901,6.558966398239136,3.1058752111063357,,,,,,,,,,,,,,,,,,,"Chase Mobley","sa3067542",813949
"Abraham Parra","SDP",0,0,0,6.00469,1,1,0,0,,3.94114,18,4,3,3,1,2,0,0,2,4.58363,4.65211,0.98528,1.58034,0.111267,0.112929,-0.0016623437404632568,0.276208,1.62318,0.280297,0.649411,,,6.11524,-0.031988,-0.0569238,999,,,,,,,4.464458465576174,1.1327826533881438,4.705715179443359,1.1939975627863217,,,,,,,,,,,,,,,,,,,"Abraham Parra","sa3022369",811600
"Justin Loer","COL",0,0,0,6.78885,1,0,0,0,,1.86579,9,2,2,1,0,1,0,0,1,4.47827,5.49396,0.815126,1.52148,0.107235,0.131557,-0.024321377277374268,0.299901,1.80135,0.309244,0.624712,,,6.34507,-0.0320089,-0.0737432,999,,,,,,,7.6068557739257825,4.077013162790888,8.328956604003906,4.4640343810953045,,,,,,,,,,,,,,,,,,,"Justin Loer","sa3025306",820830
"Dillon Stiltner","NYM",0,0,0,5.68526,1,1,0,0,,3.48528,19,5,2,2,1,2,0,0,2,5.51558,4.78357,1.15303,1.76444,0.113432,0.0983776,0.01505444198846817,0.276744,1.86231,0.283695,0.738337,,,6.23992,-0.0320623,0.0123832,999,,,,,,,-1.508927726745604,-0.43294303779284093,2.4264001846313477,0.6961851440698674,,,,,,,,,,,,,,,,,,,"Dillon Stiltner","sa3069316",833490
"Davidxon Lara","LAD",0,0,0,5.94022,1,0,0,0,,1.88885,9,2,1,1,0,1,0,0,1,4.82954,4.31208,1.12,1.70997,0.111661,0.0996971,0.011963695287704468,0.279475,1.67273,0.283164,0.67663,,,6.13645,-0.0322019,-0.00153773,999,,,,,,,7.7774853944778455,4.117578398033881,8.444246888160706,4.470577160973207,,,,,,,,,,,,,,,,,,,"Davidxon Lara","sa3022127",808154
"Marco Corcho","LAD",0,0,0,6.56807,1,0,0,0,,1.21615,6,1,1,1,0,1,0,0,1,4.52367,7.02645,0.643805,1.64344,0.0966149,0.150068,-0.05345361679792404,0.280865,2.00324,0.283551,0.690181,,,7.05285,-0.0322669,-0.0357388,999,,,,,,,5.399496221542359,4.4398343035879,5.080740690231323,4.177731750996639,,,,,,,,,,,,,,,,,,,"Marco Corcho","sa3021484",806866
"Harlin Naut","BAL",0,0,0,6.75481,1,1,0,0,,3.00348,13,3,2,2,1,1,0,0,1,2.61248,4.00682,0.652009,1.62892,0.0671012,0.102915,-0.035813383758068085,0.299462,1.59217,0.287594,0.576961,,,6.39499,-0.0322715,-0.0174466,999,,,,,,,1.1257411003112816,0.37481243503672473,1.017392635345459,0.3387381085551723,,,,,,,,,,,,,,,,,,,"Harlin Naut","sa3025102",825247
"Trevor Martin","TBR",2,4,0,4.48239,36,0,0,3,,36,151,33,19,18,5,14,,2,30,7.48054,3.4483,2.16934,1.32124,0.195469,0.0901051,0.10536368936300278,0.244209,1.31629,0.276578,0.695303,,,4.67462,-0.0324884,-0.0364608,999,,,,,,,143.10000000000002,3.9750000000000005,139,3.861111111111111,,,,,,,,,,,,,,,,,,,"Trevor Martin","31878",694680
"Josbel Garcia","TOR",0,0,0,6.24726,1,0,0,0,,1.9493,9,2,1,1,0,1,0,0,1,3.62662,4.39584,0.825012,1.48161,0.0909897,0.110289,-0.019299179315567017,0.28761,1.60644,0.287193,0.616504,,,6.09335,-0.032612,-0.000154188,999,,,,,,,8.224802732467655,4.219367248833684,8.746488332748413,4.48699471755382,,,,,,,,,,,,,,,,,,,"Josbel Garcia","sa3019250",703863
"Roberto Medina","TBR",0,0,0,6.11904,1,0,0,0,,1.89722,8,2,1,1,0,1,0,0,1,4.85602,5.14676,0.94351,1.55663,0.122645,0.129988,-0.007342979311943054,0.269326,1.58778,0.275516,0.628095,,,6.18635,-0.0326362,-0.00139198,999,,,,,,,7.839406061172485,4.132055487241289,8.486085176467896,4.472912175361499,,,,,,,,,,,,,,,,,,,"Roberto Medina","sa3021498",807947
"Jose Lopez","NYM",0,0,0,5.582,1,1,0,0,,2.21297,14,3,1,1,1,2,0,0,2,7.73548,6.28254,1.23127,2.13982,0.13586,0.110342,0.02551831305027008,0.265157,2.17039,0.277094,0.81249,,,6.82799,-0.0327809,0.0358638,999,,,,,,,-5.724046564102173,-2.5865941021487626,-3.935166597366333,-1.7782312910511962,,,,,,,,,,,,,,,,,,,"Jose Lopez","sa3025068",828372
"Jholbran Herder","LAD",0,0,0,6.77448,1,1,0,0,,2.43133,11,3,2,2,0,1,0,0,1,2.94074,5.07619,0.579321,1.7444,0.0694625,0.119903,-0.05044090747833252,0.291013,1.75201,0.279128,0.628014,,,6.86649,-0.0329192,-0.0450701,999,,,,,,,9.191809988021852,3.7805753816123002,11.156628370285034,4.588701747910489,,,,,,,,,,,,,,,,,,,"Jholbran Herder","sa3019272",800408
"Bernard Jose","SDP",0,0,0,5.89119,1,0,0,0,,1.63724,8,2,1,1,0,1,0,0,1,5.89317,5.87732,1.0027,1.56354,0.136093,0.135727,0.0003661215305328369,0.265055,1.73892,0.279092,0.684615,,,6.22767,-0.0330137,-0.0173851,999,,,,,,,5.915564036369324,3.6131354460861838,7.186191916465759,4.389215394530029,,,,,,,,,,,,,,,,,,,"Bernard Jose","sa3021812",811594
"Jhon Cabral","MIA",0,0,0,6.4817,1,0,0,0,,1.21081,6,1,1,1,0,1,0,0,1,5.2884,7.88399,0.670778,1.48233,0.109833,0.16374,-0.053906798362731934,0.280358,2.10974,0.293025,0.704113,,,6.94913,-0.0330157,-0.0342372,999,,,,,,,5.359983897209169,4.426780370855606,5.054043173789978,4.174105658571001,,,,,,,,,,,,,,,,,,,"Jhon Cabral","sa3019299",805093
"Jeison Payano","BOS",0,0,0,6.78763,1,0,0,0,,1.47736,7,2,1,1,0,1,0,0,1,4.62711,5.64907,0.819093,1.68519,0.112319,0.137126,-0.024807140231132507,0.286594,1.74279,0.290909,0.620715,,,6.60031,-0.0331206,-0.0201027,999,,,,,,,4.732446432113648,3.2033181058880627,6.3867881298065186,4.323115823530332,,,,,,,,,,,,,,,,,,,"Jeison Payano","sa3024609",823876
"Sam Highfill","PHI",0,0,0,6.52877,1,1,0,0,,4.13123,18,5,3,3,1,2,0,0,2,3.9616,3.82202,1.03652,1.82776,0.102083,0.0984867,0.0035966411232948303,0.286998,1.52601,0.281216,0.590882,,,6.31842,-0.033138,-0.0316196,999,,,,,,,3.2711046218872077,0.7917991352080574,5.65615177154541,1.369120403960471,,,,,,,,,,,,,,,,,,,"Sam Highfill","sa3025519",687122
"Tristan Smith","CIN",0,0,0,5.79504,1,0,0,0,,1.79755,10,2,1,1,0,1,0,0,2,7.60417,7.29679,1.04213,1.65296,0.155554,0.149266,0.006287962198257446,0.259572,1.99154,0.283242,0.74277,,,6.48083,-0.0332175,-0.00036401,999,,,,,,,9.101834440231325,5.063480165863536,9.987725973129272,5.556314246222968,,,,,,,,,,,,,,,,,,,"Tristan Smith","sa3042648",702280
"Joey Wimpelberg","DET",0,0,0,5.75,1,0,0,0,,1.44312,9,2,1,1,0,1,0,0,1,6.5144,6.14098,1.06081,1.87372,0.117906,0.111147,0.00675877183675766,0.277349,2.17533,0.28865,0.784306,,,6.66156,-0.0332333,-0.0255978,999,,,,,,,4.47908272743225,3.1037508584754927,6.215596437454224,4.307056590076693,,,,,,,,,,,,,,,,,,,"Joey Wimpelberg","sa3069403",824716
"Bryan Rivera","MIL",0,0,0,6.19201,1,1,0,0,,3.13561,14,3,2,2,1,2,0,0,2,5.21892,5.62589,0.927661,1.64596,0.125611,0.135406,-0.009795114398002625,0.268424,1.68064,0.27532,0.652249,,,6.40512,-0.0332646,-0.00378688,999,,,,,,,1.103532409667971,0.3519352005275062,0.6780624389648438,0.2162456112177639,,,,,,,,,,,,,,,,,,,"Bryan Rivera","sa3019382",800469
"Dioris De La Rosa","LAA",0,0,0,6.4565,1,1,0,0,,2.35412,12,3,2,2,0,2,0,0,1,5.24615,6.22078,0.843326,1.82414,0.115656,0.137143,-0.021486796438694,0.275448,1.87124,0.279366,0.68517,,,6.87184,-0.0333116,-0.0503879,999,,,,,,,5.620496940612793,2.38751382938859,7.77060604095459,3.3008521455554543,,,,,,,,,,,,,,,,,,,"Dioris De La Rosa","sa3024240",820981
"Keegan Zinn","CLE",0,0,0,6.42235,1,1,0,0,,2.27657,11,2,2,2,0,2,0,0,1,5.78746,6.68677,0.865509,1.71716,0.132151,0.152686,-0.02053484320640564,0.267791,1.8297,0.277872,0.672155,,,6.75313,-0.0333397,-0.0590956,999,,,,,,,7.646630954742434,3.3588359130740595,7.382858753204346,3.242972136119156,,,,,,,,,,,,,,,,,,,"Keegan Zinn","sa3023088",815111
"Hayden Frank","CHC",0,0,0,6.16318,1,1,0,0,,4.06484,18,4,3,3,1,2,0,0,2,4.00624,4.38855,0.912885,1.52577,0.10045,0.110036,-0.009585760533809662,0.283342,1.59008,0.284755,0.622539,,,6.07035,-0.0333587,-0.0445449,999,,,,,,,5.379850101470952,1.3235069528800023,5.324223041534424,1.3098220361619441,,,,,,,,,,,,,,,,,,,"Hayden Frank","sa3031647",810070
"Trenton Denholm","CLE",1,2,1,5.20958,14,1,0,1,,18,83,21,12,11,3,6,,1,11,5.49525,2.95717,1.85828,1.52969,0.134031,0.072126,0.06190454959869385,0.273552,1.47155,0.286371,0.680391,,,5.25535,-0.0334837,-0.0490839,999,,,,,,,46.70000000000001,2.594444444444445,56,3.111111111111111,,,,,,,,,,,,,,,,,,,"Trenton Denholm","sa3018139",671143
"Aaron Holiday","STL",0,0,0,6.20497,1,0,0,0,,1.4005,7,2,1,1,0,1,0,0,1,6.06823,6.62784,0.915567,1.61305,0.133237,0.145525,-0.012287095189094543,0.272659,1.89733,0.288368,0.695035,,,6.52492,-0.0335135,-0.027963,999,,,,,,,4.163725137710572,2.973020377291167,6.002516984939575,4.285971028595349,,,,,,,,,,,,,,,,,,,"Aaron Holiday","sa3017937",701569
"Yoelvin Chirino","BOS",0,0,0,6.93064,1,1,0,0,,2.54394,12,3,2,2,0,2,0,0,1,5.2999,6.90337,0.767727,1.55566,0.129144,0.168216,-0.03907199203968048,0.279763,1.81045,0.293325,0.618038,,,6.69514,-0.0336927,-0.0341272,999,,,,,,,7.025190019607543,2.7615342044860594,8.719722986221313,3.4276387133851047,,,,,,,,,,,,,,,,,,,"Yoelvin Chirino","sa3022303",811236
"JP Wheat","CHC",0,0,0,6.385,1,1,0,0,,3.14658,14,3,2,2,0,2,0,0,2,4.66439,6.70577,0.695579,1.18408,0.120706,0.173534,-0.05282723158597946,0.271778,1.69312,0.287648,0.608546,,,6.22496,-0.0337899,-0.0051657,999,,,,,,,13.484700679779053,4.285508600805079,13.732905864715576,4.364389510368383,,,,,,,,,,,,,,,,,,,"JP Wheat","sa3024884",702516
"Ryan Forcucci","HOU",0,0,0,5.6301,1,0,0,0,,1.49945,9,2,1,1,0,1,0,0,1,6.80213,7.16508,0.949345,1.60065,0.126575,0.133329,-0.006753787398338318,0.268849,2.167,0.286412,0.773587,,,6.55161,-0.0338664,-0.0235362,999,,,,,,,4.895943880081178,3.2651557275482235,6.4972593784332275,4.33308963347552,,,,,,,,,,,,,,,,,,,"Ryan Forcucci","sa3031539",801573
"Shane Van Dam","KCR",0,0,0,6.66419,1,1,0,0,,3.52793,16,4,3,3,1,2,0,0,1,3.17277,3.95067,0.803097,1.70217,0.0770705,0.0959666,-0.01889612525701523,0.302929,1.67572,0.295856,0.614464,,,6.36314,-0.0339343,-0.06779,999,,,,,,,-0.5932825565338131,-0.16816709829021378,0.6396739482879639,0.18131682880398367,,,,,,,,,,,,,,,,,,,"Shane Van Dam","sa3044327",822461
"Alex Barr","ATH",0,0,0,6.13608,1,1,0,0,,2.85385,15,4,2,2,1,2,0,0,2,6.35898,6.04321,1.05225,1.82083,0.131668,0.12513,0.006538167595863342,0.277711,1.9567,0.291179,0.724273,,,6.56676,-0.0339381,-0.0210934,999,,,,,,,-3.581512594223023,-1.2549759217130485,-0.7307517528533936,-0.2560582520524585,,,,,,,,,,,,,,,,,,,"Alex Barr","sa3069297",828781
"Adam Frazier","LAA",0,0,0,7.09841,1,0,0,0,,1.04872,7,2,1,1,0,1,0,0,1,5.80013,4.60407,1.25978,2.80618,0.0993606,0.0788712,0.020489402115345,0.320066,2.40114,0.318907,0.78371,,,7.64663,-0.0340206,-0.0445758,999,,,,,,,1.5605615377426139,1.4880566725915634,4.243622660636902,4.0464607536438,,,,,,,,,,,,,,,,,,,"Adam Frazier","15223",624428
"Andy Basora","KCR",0,0,0,6.47049,1,0,0,0,,1.87486,9,2,1,1,0,1,0,0,1,3.34499,4.03289,0.829427,1.54512,0.0817009,0.0985028,-0.01680191606283188,0.301803,1.66992,0.299608,0.618843,,,6.12571,-0.0340571,-0.000473547,999,,,,,,,7.67400052547455,4.093095123085941,8.374324679374695,4.466628245659023,,,,,,,,,,,,,,,,,,,"Andy Basora","sa3019168",800576
"Victor Cabreja","PIT",0,1,0,6.82337,1,1,0,0,,3.65408,15,4,3,3,1,2,0,0,1,1.93102,3.75303,0.514522,1.51555,0.051584,0.100256,-0.04867211729288101,0.304153,1.54056,0.288473,0.546053,,,6.29114,-0.0340673,-0.0580264,999,,,,,,,0.34017548561096156,0.09309475801518595,1.2703888416290283,0.3476633290733394,,,,,,,,,,,,,,,,,,,"Victor Cabreja","sa3018342",800573
"Eliseo Mota","DET",0,0,0,6.11302,1,0,0,0,,1.98483,9,2,1,1,0,1,0,0,1,4.25567,4.92946,0.863313,1.4271,0.10522,0.12188,-0.01665934920310974,0.280959,1.64087,0.286738,0.633606,,,6.0602,-0.0341753,0.00260837,999,,,,,,,8.487763333320618,4.2763113240041974,8.924164414405823,4.496179245807128,,,,,,,,,,,,,,,,,,,"Eliseo Mota","sa3019718",803252
"Jayden Voelker","TBR",0,0,0,6.52743,1,1,0,0,,3.60635,16,4,3,3,1,2,0,0,1,3.68096,4.29861,0.856313,1.80253,0.0932529,0.108901,-0.015647657215595245,0.282009,1.56506,0.273244,0.601641,,,6.51028,-0.034184,-0.0688033,999,,,,,,,-0.013015699386597746,-0.0036091067606544617,1.0317461490631104,0.2860915799651266,,,,,,,,,,,,,,,,,,,"Jayden Voelker","sa3067208",827603
"Fabian Gallardo","LAA",0,0,0,5.63453,1,0,0,0,,1.50177,10,2,1,1,0,1,0,0,1,7.63645,6.85672,1.11372,1.8855,0.133484,0.119854,0.013629533350467682,0.271258,2.25831,0.288638,0.801278,,,6.6811,-0.0342446,-0.021691,999,,,,,,,4.913097262382508,3.27153797750854,6.508849501609802,4.334119028630409,,,,,,,,,,,,,,,,,,,"Fabian Gallardo","sa3024091",821142
"Ayendy Pena","CIN",0,0,0,7.07489,1,0,0,0,,1.13988,6,1,1,1,0,1,0,0,1,4.65664,6.87288,0.677539,2.10384,0.0980076,0.144652,-0.04664476960897446,0.283789,2.02553,0.278218,0.687136,,,7.63735,-0.0342703,-0.034626,999,,,,,,,4.835122156143189,4.241776620792808,4.699406862258911,4.122715727998002,,,,,,,,,,,,,,,,,,,"Ayendy Pena","sa3024095",822597
"Edward Cedano","ATL",0,0,0,6.5966,1,0,0,0,,1.25494,6,2,1,1,0,1,0,0,1,4.28763,6.30105,0.680463,1.6123,0.0952772,0.140018,-0.04474090784788132,0.286658,1.91424,0.289109,0.669513,,,6.8055,-0.0342912,-0.0328172,999,,,,,,,3.0865288972854623,2.4595103393894413,5.2746816873550415,4.2031468289337806,,,,,,,,,,,,,,,,,,,"Edward Cedano","sa3021792",808523
"Geison Urbaez","TOR",0,0,0,6.18751,1,0,0,0,,1.95136,9,2,1,1,0,1,0,0,1,4.4214,5.36653,0.823883,1.42557,0.108229,0.131364,-0.023135438561439514,0.279314,1.68155,0.286441,0.637521,,,6.17279,-0.034297,-0.0000452932,999,,,,,,,8.240034794807436,4.222722337449061,8.75678026676178,4.4875358608788805,,,,,,,,,,,,,,,,,,,"Geison Urbaez","sa3015135",696064
"Lluveres Severino","TOR",0,0,0,6.61601,1,0,0,0,,1.5513,7,2,1,1,0,1,0,0,1,3.05405,5.24698,0.582058,1.53952,0.071701,0.123185,-0.051484301686286926,0.293902,1.78539,0.288023,0.635541,,,6.6049,-0.0343522,-0.0209052,999,,,,,,,5.27960889339447,3.4033481605457827,6.756492495536804,4.3553787355719,,,,,,,,,,,,,,,,,,,"Lluveres Severino","sa3020601",806684
"Wilber Dotel","PIT",2,3,1,5.05733,23,1,0,0,,27,118,27,17,15,4,12,,1,20,6.539,4.00231,1.63381,1.29551,0.167262,0.102375,0.06488636136054993,0.261391,1.45063,0.289463,0.669986,,,5.03973,-0.0343721,-0.0620613,999,,,,,,,81.40000000000002,3.0148148148148155,84,3.111111111111111,,,,,,,,,,,,,,,,,,,"Wilber Dotel","28901",696062
"Enderson Mercado","MIL",0,0,0,6.03342,1,1,0,0,,3.76663,18,4,3,3,1,2,0,0,2,5.37498,5.35068,1.00454,1.64934,0.127246,0.126671,0.0005750805139541626,0.269111,1.68181,0.277325,0.666278,,,6.28249,-0.0346006,-0.0585372,999,,,,,,,3.1730826854705807,0.8424189077845399,3.8331639766693115,1.017663304322595,,,,,,,,,,,,,,,,,,,"Enderson Mercado","sa3024254",821253
"Carlos Estévez","KCR",1,1,0,5.19198,21,0,0,0,,21,87,21,13,12,3,8,,1,16,6.90216,3.32704,2.07456,1.42776,0.182177,0.0878146,0.09436240047216415,0.267673,1.38491,0.29875,0.649137,,,4.9142,-0.0346356,-0.0718844,120.08999633789062,,,,,,,68.9,3.2809523809523813,71,3.380952380952381,,,,,,,,,,,,,,,,,,,"Carlos Estevez","14542",608032
"Frank Mozzicato","KCR",0,0,0,6.52417,1,1,0,0,,4.07414,18,4,3,3,1,3,0,0,2,5.47863,5.78941,0.94632,1.52683,0.137462,0.145259,-0.007797554135322571,0.279006,1.68316,0.295124,0.61661,,,6.22695,-0.0346404,-0.0372329,999,,,,,,,2.4486012458801287,0.6010112731843253,2.3706765174865723,0.5818845818526299,,,,,,,,,,,,,,,,,,,"Frank Mozzicato","sa3018242",700924
"Tejahari Wilson","BOS",0,0,0,6.56901,1,0,0,0,,1.60052,8,2,1,1,0,1,0,0,1,5.42345,5.76134,0.941352,1.74007,0.126922,0.134829,-0.007907465100288391,0.281307,1.77864,0.290708,0.650839,,,6.54553,-0.0347076,-0.0137365,999,,,,,,,5.643826937675477,3.5262520770161965,7.002585768699646,4.375201947905838,,,,,,,,,,,,,,,,,,,"Tejahari Wilson","sa3024250",821124
"Grayson Hitt","ARI",0,0,0,5.6759,1,0,0,0,,1.95094,10,2,1,1,0,1,0,0,1,6.20257,6.64969,0.93276,1.13006,0.139699,0.14977,-0.010070443153381348,0.272314,1.86326,0.301371,0.69598,,,5.80177,-0.0348363,0.00409618,999,,,,,,,8.236942863464357,4.222041866210557,8.754691123962402,4.487426107453316,,,,,,,,,,,,,,,,,,,"Grayson Hitt","sa3025020",694491
"Weston Wilson","BAL",0,0,0,8.11095,1,0,0,0,,1.27203,6,2,1,1,0,0,0,0,0,2.66148,2.52449,1.05426,2.40419,0.0663977,0.0629802,0.0034175217151641846,0.341184,1.68857,0.320114,0.535716,,,6.99673,-0.0349106,-0.035947,999,,,,,,,4.2130440235137945,3.3120556640469423,6.3601648807525635,5,,,,,,,,,,,,,,,,,,,"Weston Wilson","19358",642215
"Cole Hillier","SFG",0,0,0,5.9671,1,0,0,0,,1.87479,9,2,1,1,0,1,0,0,1,4.7436,5.19804,0.912574,1.33228,0.115589,0.126663,-0.011073693633079529,0.27964,1.67524,0.292179,0.647881,,,5.90893,-0.0349192,-0.0034563,999,,,,,,,7.673443007469177,4.0929622318483485,8.373947978019714,4.466606811588443,,,,,,,,,,,,,,,,,,,"Cole Hillier","sa3023232",815779
"German Fajardo","LAA",0,0,0,5.51019,1,0,0,0,,1.74312,8,2,1,1,0,1,0,0,1,6.90387,5.49917,1.25544,1.72694,0.159446,0.127004,0.032441869378089905,0.249098,1.64225,0.263873,0.708749,,,6.10889,-0.035001,-0.017373,999,,,,,,,6.699118542671203,3.843167814279271,7.715620636940002,4.426317389399882,,,,,,,,,,,,,,,,,,,"German Fajardo","sa3023035",690455
"Luis Victorino","TOR",0,0,0,6.87467,1,1,0,0,,2.40533,11,3,2,2,0,1,0,0,1,3.46106,5.53225,0.625615,1.73888,0.080554,0.12876,-0.04820563644170761,0.292706,1.81459,0.285865,0.634869,,,6.90167,-0.035047,-0.05068,999,,,,,,,8.999460983276368,3.741462246458809,11.026662826538086,4.584257073461228,,,,,,,,,,,,,,,,,,,"Luis Victorino","sa3019289",804613
"Leomar Rosario","HOU",0,0,0,5.84036,1,0,0,0,,1.95346,9,2,1,1,0,2,0,0,2,7.01826,7.05784,0.994393,1.35661,0.168988,0.169941,-0.0009528845548629761,0.251672,1.73204,0.281104,0.672756,,,6.08033,-0.0350658,0.0000955256,999,,,,,,,7.255625009536746,3.7142375397224394,7.767314195632935,3.976177094367344,,,,,,,,,,,,,,,,,,,"Leomar Rosario","sa3019127",703855
"Chandler Welch","MIL",0,0,0,6.05866,1,1,0,0,,3.7852,17,4,3,3,1,2,0,0,2,5.29847,5.07626,1.04377,1.73953,0.127523,0.122175,0.005348034203052521,0.266865,1.63031,0.271659,0.65826,,,6.33336,-0.0350995,-0.057498,999,,,,,,,3.3104738235473636,0.8745837877849945,3.9259958267211914,1.0371966322580937,,,,,,,,,,,,,,,,,,,"Chandler Welch","sa3025667",803068
"Connor Gehr","BAL",0,0,0,6.13639,1,1,0,0,,3.1,16,4,2,2,1,2,0,0,2,5.88748,5.40928,1.0884,1.85295,0.127383,0.117037,0.010346516966819763,0.277203,1.84065,0.286208,0.705967,,,6.49389,-0.0351663,-0.0117181,999,,,,,,,-1.7600007057189924,-0.5677421806010019,0.4999995231628418,0.16129017372408755,,,,,,,,,,,,,,,,,,,"Connor Gehr","sa3069409",836090
"Luis Cohen","BOS",0,0,0,6.92822,1,1,0,0,,3.89082,17,4,3,3,1,2,0,0,1,2.86486,3.94129,0.726883,1.65788,0.0748958,0.103037,-0.028141088783740997,0.304527,1.58369,0.294964,0.560342,,,6.35629,-0.0352491,-0.0446555,999,,,,,,,2.0920593738555926,0.5376912837498872,2.454094171524048,0.6307397686797032,,,,,,,,,,,,,,,,,,,"Luis Cohen","sa3019269",800324
"Paxton Schultz","WSN",2,2,0,4.60647,35,0,0,3,,35,153,35,20,18,5,13,,2,31,7.9795,3.37513,2.3642,1.38887,0.204189,0.086367,0.11782216280698776,0.250448,1.35643,0.287415,0.699239,,,4.63848,-0.0352692,-0.0954969,999,,,,,,,135.5,3.8714285714285714,139,3.9714285714285715,,,,,,,,,,,,,,,,,,,"Paxton Schultz","25501",687606
"Nate Savino","ARI",0,0,0,5.84082,1,0,0,0,,1.97293,9,2,1,1,0,1,0,0,1,5.3852,5.5897,0.963415,1.28922,0.126326,0.131123,-0.004797101020812988,0.278046,1.74874,0.297042,0.671695,,,5.84342,-0.0352962,0.00527768,999,,,,,,,8.399674606323241,4.257464208131804,8.864645004272461,4.4931393884083555,,,,,,,,,,,,,,,,,,,"Nate Savino","sa3023565",691014
"Edwardo Melendez","CHC",0,0,0,6.22832,1,1,0,0,,3.10359,14,3,2,2,1,2,0,0,2,5.63845,6.33928,0.889447,1.51558,0.13761,0.154714,-0.017104029655456543,0.264431,1.70583,0.278398,0.646212,,,6.36762,-0.0354054,-0.00775865,999,,,,,,,0.8665660858154292,0.27921409805337455,0.5179500579833984,0.16688739686880635,,,,,,,,,,,,,,,,,,,"Edwardo Melendez","sa3024281",823898
"Beck Way","KCR",1,0,0,5.35479,12,0,0,0,,12,55,13,8,7,2,6,,1,9,6.732,4.93481,1.36419,1.22665,0.161074,0.118073,0.043000735342502594,0.271943,1.64665,0.304969,0.684695,,,5.22593,-0.035476,-0.0585639,999,,,,,,,27.400000000000013,2.2833333333333345,31,2.5833333333333335,,,,,,,,,,,,,,,,,,,"Beck Way","sa3014462",694360
"Daury Vasquez","ARI",0,0,0,6.16132,1,1,0,0,,3.70561,17,4,3,3,1,2,0,0,2,5.01126,5.35076,0.936553,1.46882,0.121256,0.129471,-0.008214600384235382,0.27966,1.6963,0.291511,0.646251,,,6.10006,-0.0355248,-0.0574231,999,,,,,,,2.7214983940124515,0.7344269750076662,3.5280394554138184,0.9520811589115381,,,,,,,,,,,,,,,,,,,"Daury Vasquez","sa3021767",808035
"J.D. Hennen","BAL",0,0,0,5.92583,1,0,0,0,,1.19747,8,2,1,1,0,1,0,0,1,8.32387,6.52123,1.27643,2.50268,0.138185,0.10826,0.029925718903541565,0.272313,2.3282,0.282877,0.829884,,,7.31269,-0.0356453,-0.0396883,999,,,,,,,2.6612617492675783,2.2224077678562897,4.987339019775391,4.164904478686498,,,,,,,,,,,,,,,,,,,"J.D. Hennen","sa3076277",836169
"Deiry Gonzalez","PHI",0,0,0,5.43632,1,0,0,0,,1.63096,11,3,1,1,0,1,0,0,2,9.60288,6.51813,1.47326,2.24652,0.155767,0.10573,0.050037406384944916,0.266776,2.33686,0.28827,0.843877,,,6.66131,-0.0357356,-0.0122701,999,,,,,,,5.269110083580018,3.2306785130363354,9.154804110527039,5.613135512788774,,,,,,,,,,,,,,,,,,,"Deiry Gonzalez","sa3068468",829083
"Jose Romero","SEA",0,0,0,5.88865,1,1,0,0,,3.78997,17,4,3,2,1,2,0,0,2,3.6141,4.36069,0.828792,1.43888,0.0871307,0.10513,-0.017999112606048584,0.280209,1.62496,0.279481,0.649709,,,6.0268,-0.0357583,-0.078944,999,,,,,,,3.3457827091217087,0.8827991111636193,3.9498531818389893,1.0421856950386346,,,,,,,,,,,,,,,,,,,"Jose Romero","sa3021791",808487
"Luke Mensik","SFG",0,0,0,5.75865,1,1,0,0,,3.00427,17,4,2,2,1,2,0,0,2,6.55083,5.43289,1.20577,1.84453,0.129495,0.107396,0.022099114954471588,0.276071,1.97036,0.289157,0.755305,,,6.35457,-0.0357752,-0.0149114,999,,,,,,,-2.468422603607179,-0.8216388311545055,0.021336078643798828,0.007101924400098089,,,,,,,,,,,,,,,,,,,"Luke Mensik","sa3069311",834965
"Yilber Díaz","ARI",1,1,0,4.9479,15,0,0,0,,15,66,14,9,8,2,9,,1,14,8.48194,5.29519,1.60182,1.15497,0.212511,0.132668,0.07984232902526855,0.250794,1.53891,0.302355,0.690415,,,4.8524,-0.0357887,-0.0426836,999,,,,,,,48.00000000000001,3.2000000000000006,47,3.1333333333333333,,,,,,,,,,,,,,,,,,,"Yilber Diaz","29271",700270
"Lazaro Mena","CHC",0,0,0,6.13866,1,1,0,0,,3.00427,15,4,2,2,1,2,0,0,1,4.32899,5.13176,0.843569,1.63605,0.0966115,0.114527,-0.017915651202201843,0.282675,1.79935,0.284185,0.682511,,,6.42746,-0.0358189,-0.0137238,999,,,,,,,-4.468422603607179,-1.4873585745678257,-1.9786639213562012,-0.6586178190132221,,,,,,,,,,,,,,,,,,,"Lazaro Mena","sa3076311",836567
