Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Paul Skenes","PIT",10,6,16,2.86616,24,24,0,0,,141,566,116,49,45,13,35,,6,166,10.6073,2.24168,4.73184,0.828361,0.29271,0.0618597,0.2308507077395916,0.220243,1.07184,0.29643,0.767785,,,2.84676,3.97607,4.29023,9.649999618530273,,,,,,,790.9,5.609219858156028,745,5.283687943262412,,,,,,,,,,,,,,,,,,,"Paul Skenes","33677",694973
"Cristopher Sánchez","PHI",11,6,16,3.00348,24,24,0,0,,149,610,129,54,50,12,38,,6,153,9.2386,2.27539,4.06023,0.750885,0.250368,0.0616637,0.18870480358600616,0.228483,1.12215,0.291631,0.753626,,,3.05244,3.89648,4.297,24.75,,,,,,,793.6000000000003,5.326174496644297,763,5.120805369127517,,,,,,,,,,,,,,,,,,,"Cristopher Sanchez","20778",650911
"Garrett Crochet","BOS",8,5,12,3.05478,19,19,0,0,,118,478,98,44,40,12,31,,5,142,10.8259,2.36454,4.57843,0.928692,0.297697,0.0650217,0.2326756864786148,0.221876,1.09157,0.298679,0.761109,,,2.98576,3.17991,3.22446,12.239999771118164,,,,,,,646.8,5.48135593220339,610,5.169491525423729,,,,,,,,,,,,,,,,,,,"Garrett Crochet","27463",676979
"Chris Sale","ATL",10,5,14,2.96179,21,21,0,0,,126,517,101,45,42,14,36,,5,154,10.96,2.54374,4.30864,0.987667,0.29724,0.0689869,0.22825299948453903,0.212599,1.08434,0.283193,0.77888,,,3.10424,3.0643,3.61977,39.36000061035156,,,,,,,682.6,5.417460317460318,633,5.023809523809524,,,,,,,,,,,,,,,,,,,"Chris Sale","10603",519242
"Jesús Luzardo","PHI",10,6,15,3.29943,24,24,0,0,,137,570,114,55,50,16,43,,6,158,10.338,2.80249,3.68885,1.06573,0.277104,0.0751192,0.2019844874739647,0.219724,1.14395,0.283162,0.760135,,,3.44553,3.01009,3.33687,70.58999633789062,,,,,,,689.6000000000003,5.033576642335769,646,4.7153284671532845,,,,,,,,,,,,,,,,,,,"Jesus Luzardo","19959",666200
"Tarik Skubal","DET",7,3,11,2.69587,15,15,0,0,,97,382,77,32,29,9,20,,4,113,10.5076,1.86044,5.64793,0.875092,0.295573,0.0523329,0.24323992803692818,0.21387,0.99881,0.284909,0.778554,,,2.80323,2.80436,2.95854,7.019999980926514,,,,,,,560.9000000000001,5.7824742268041245,522,5.381443298969073,,,,,,,,,,,,,,,,,,,"Tarik Skubal","22267",669373
"Jacob deGrom","TEX",8,6,13,3.23299,21,21,0,0,,125,502,100,49,45,16,32,,5,143,10.3274,2.28074,4.52809,1.18058,0.285605,0.063074,0.2225305363535881,0.215747,1.05655,0.274952,0.760913,,,3.43095,2.7701,2.83982,50.0099983215332,,,,,,,643.2,5.1456,592,4.736,,,,,,,,,,,,,,,,,,,"Jacob deGrom","10954",594798
"Logan Webb","SFG",9,6,13,3.43684,21,21,0,0,,135,560,129,56,52,11,33,,6,125,8.29716,2.19054,3.78773,0.759464,0.222757,0.0588103,0.16394700482487679,0.248086,1.19922,0.306144,0.723473,,,3.24579,2.75136,2.71938,57.189998626708984,,,,,,,661.3000000000001,4.898518518518519,665,4.925925925925926,,,,,,,,,,,,,,,,,,,"Logan Webb","17995",657277
"Zack Wheeler","PHI",9,6,13,3.47066,21,21,0,0,,129,526,110,54,50,16,35,,6,141,9.84297,2.45036,4.01696,1.13934,0.26913,0.0669986,0.20213186740875244,0.226393,1.12094,0.285586,0.741487,,,3.53858,2.70777,2.90304,110.48999786376953,,,,,,,630.8,4.889922480620155,596,4.62015503875969,,,,,,,,,,,,,,,,,,,"Zack Wheeler","10310",554430
"Framber Valdez","DET",10,7,13,3.62536,23,23,0,0,,142,593,132,63,57,12,47,,6,129,8.16214,2.96794,2.7501,0.771391,0.217523,0.0790965,0.13842670619487762,0.244445,1.25718,0.300464,0.718629,,,3.56146,2.68469,2.46738,81.13999938964844,,,,,,,659,4.640845070422535,653,4.598591549295775,,,,,,,,,,,,,,,,,,,"Framber Valdez","17295",664285
"Dylan Cease","TOR",9,6,14,3.37815,23,23,0,0,,126,530,102,52,47,15,49,,6,151,10.7778,3.47827,3.09861,1.05225,0.28497,0.0919672,0.19300279021263123,0.215192,1.19735,0.282822,0.761743,,,3.56244,2.53983,2.54563,74.7699966430664,,,,,,,619.7,4.9182539682539685,572,4.5396825396825395,,,,,,,,,,,,,,,,,,,"Dylan Cease","18525",656302
"Yoshinobu Yamamoto","LAD",9,5,12,3.344,19,19,0,0,,114,459,93,46,42,13,35,,5,123,9.71422,2.75523,3.52574,1.00845,0.266827,0.0756796,0.19114719331264496,0.222645,1.12888,0.283834,0.743881,,,3.48264,2.49194,2.64717,26.639999389648438,,,,,,,567.8999999999999,4.98157894736842,527,4.62280701754386,,,,,,,,,,,,,,,,,,,"Yoshinobu Yamamoto","33825",808967
"Bryan Woo","SEA",10,7,14,3.23761,22,22,0,0,,137,552,114,54,49,18,29,,6,139,9.13083,1.89955,4.80685,1.16498,0.251059,0.0522295,0.19882972165942192,0.221146,1.04907,0.267847,0.756078,,,3.54364,2.48809,2.68833,34.77000045776367,,,,,,,669.0000000000002,4.883211678832119,624,4.554744525547445,,,,,,,,,,,,,,,,,,,"Bryan Woo","30279",693433
"José Soriano","LAA",8,7,13,3.58753,22,22,0,0,,127,548,116,55,51,10,53,,6,126,8.90956,3.78275,2.35531,0.731759,0.229857,0.0975907,0.13226603716611862,0.237135,1.33016,0.29959,0.735643,,,3.62211,2.42826,2.47405,321.80999755859375,,,,,,,590.2000000000002,4.64724409448819,580,4.566929133858268,,,,,,,,,,,,,,,,,,,"Jose Soriano","22100",667755
"Drew Rasmussen","TBR",7,7,13,3.49299,23,23,0,0,,118,482,105,50,46,13,31,,5,113,8.64116,2.34826,3.67981,0.99878,0.234178,0.0636386,0.17053931206464767,0.23515,1.15364,0.286849,0.731002,,,3.56837,2.397,2.35073,132.36000061035156,,,,,,,558.3000000000001,4.731355932203391,539,4.567796610169491,,,,,,,,,,,,,,,,,,,"Drew Rasmussen","25385",656876
"Logan Gilbert","SEA",9,6,13,3.10891,21,21,0,0,,119,484,98,45,41,15,27,,5,130,9.83427,2.07,4.75086,1.10767,0.269455,0.0567171,0.21273771673440933,0.217469,1.05289,0.272496,0.767217,,,3.36359,2.39,2.56158,37.150001525878906,,,,,,,605.3,5.086554621848739,564,4.739495798319328,,,,,,,,,,,,,,,,,,,"Logan Gilbert","22250",669302
"Blake Snell","LAD",9,5,12,3.04986,19,19,0,0,,105,440,78,39,35,11,46,,5,134,11.5483,3.92479,2.94241,0.956306,0.305181,0.103718,0.2014630138874054,0.199911,1.17958,0.273525,0.785255,,,3.40642,2.38846,2.81852,178.41000366210938,,,,,,,553.9000000000001,5.275238095238096,497,4.733333333333333,,,,,,,,,,,,,,,,,,,"Blake Snell","13543",605483
"George Kirby","SEA",9,7,13,3.26703,22,22,0,0,,125,514,111,50,45,14,26,,5,120,8.64817,1.85695,4.65718,1.02822,0.233807,0.0502036,0.18360374867916107,0.230518,1.09671,0.278447,0.747502,,,3.44042,2.37407,2.36266,64.58000183105469,,,,,,,611.1999999999999,4.8896,590,4.72,,,,,,,,,,,,,,,,,,,"George Kirby","25436",669923
"Max Fried","NYY",9,6,12,3.42848,20,20,0,0,,122,504,107,51,47,12,38,,5,114,8.38126,2.7647,3.03152,0.883471,0.225939,0.0745298,0.15140917152166367,0.231613,1.1804,0.28279,0.732836,,,3.6035,2.36534,2.3638,50.04999923706055,,,,,,,576.0000000000002,4.721311475409838,553,4.532786885245901,,,,,,,,,,,,,,,,,,,"Max Fried","13743",608331
"Sonny Gray","BOS",8,7,12,3.87562,22,22,0,0,,124,520,119,58,53,15,33,,5,125,9.06523,2.4136,3.75589,1.11207,0.240335,0.0639889,0.17634627223014832,0.247984,1.23015,0.305058,0.71873,,,3.66253,2.34187,2.11026,138.08999633789062,,,,,,,559.6999999999999,4.513709677419354,561,4.524193548387097,,,,,,,,,,,,,,,,,,,"Sonny Gray","12768",543243
"Jacob Misiorowski","MIL",8,4,14,2.98239,27,21,0,0,,116,497,82,42,38,12,57,,6,157,12.1998,4.46208,2.7341,0.971554,0.316057,0.115598,0.20045897364616394,0.190424,1.20818,0.265384,0.800573,,,3.47078,2.28401,3.03788,114.13999938964844,,,,,,,622.6000000000001,5.367241379310346,549,4.732758620689655,,,,,,,,,,,,,,,,,,,"Jacob Misiorowski","31623",694819
"Nathan Eovaldi","TEX",8,6,11,3.69732,20,20,0,0,,121,499,112,54,50,14,31,,5,114,8.49427,2.3304,3.64498,1.05626,0.228362,0.062651,0.1657109409570694,0.241913,1.18573,0.29222,0.721575,,,3.67871,2.26151,2.01547,132.50999450683594,,,,,,,552,4.56198347107438,543,4.487603305785124,,,,,,,,,,,,,,,,,,,"Nathan Eovaldi","9132",543135
"Joe Ryan","MIN",8,6,12,3.64809,21,21,0,0,,123,506,108,55,50,18,30,,5,131,9.55181,2.20467,4.33254,1.29227,0.258743,0.0597209,0.19902241602540016,0.230101,1.12272,0.281317,0.737763,,,3.74053,2.25777,2.15392,78.52999877929688,,,,,,,565,4.59349593495935,538,4.373983739837398,,,,,,,,,,,,,,,,,,,"Joe Ryan","21390",657746
"Shohei Ohtani","LAD",8,4,11,2.99171,18,18,0,0,,90,366,70,33,30,10,28,,4,107,10.6884,2.7796,3.84531,1.0029,0.292488,0.0760637,0.21642474085092545,0.20824,1.08091,0.274289,0.776128,,,3.26689,2.20831,2.45787,1.2699999809265137,,,,,,,479,5.322222222222222,438,4.866666666666666,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Shane McClanahan","TBR",7,6,12,3.54669,20,20,0,0,,118,480,97,51,47,14,41,,5,120,9.1339,3.11005,2.93689,1.02921,0.249678,0.0850143,0.16466368734836578,0.224206,1.1693,0.278759,0.732146,,,3.76425,2.15116,2.24653,182.99000549316406,,,,,,,550.8,4.667796610169491,510,4.322033898305085,,,,,,,,,,,,,,,,,,,"Shane McClanahan","21483",663556
"Cole Ragans","KCR",7,5,11,3.66476,20,20,0,0,,114,470,95,51,46,14,43,,5,132,10.4327,3.41981,3.05066,1.08526,0.280338,0.0918941,0.18844379484653473,0.224564,1.21268,0.293256,0.735668,,,3.665,2.14041,2.13866,48.15999984741211,,,,,,,544.3999999999999,4.7754385964912265,508,4.456140350877193,,,,,,,,,,,,,,,,,,,"Cole Ragans","21846",666142
"Chase Burns","CIN",7,3,11,3.31632,24,18,0,0,,99,410,80,40,36,12,33,,5,119,10.8227,3.0378,3.56267,1.12811,0.289797,0.0813426,0.20845438539981842,0.213849,1.14297,0.278896,0.765396,,,3.50905,2.10547,2.43403,109.72000122070312,,,,,,,501,5.0606060606060606,463,4.6767676767676765,,,,,,,,,,,,,,,,,,,"Chase Burns","35333",695505
"Nick Lodolo","CIN",7,6,11,3.72442,20,20,0,0,,111,467,101,50,46,15,31,,5,114,9.27146,2.50942,3.69467,1.23187,0.243986,0.0660373,0.17794855684041977,0.234083,1.19154,0.283976,0.739617,,,3.82353,2.10421,2.25213,127.94999694824219,,,,,,,494.30000000000007,4.453153153153154,480,4.324324324324325,,,,,,,,,,,,,,,,,,,"Nick Lodolo","26378",666157
"Ranger Suarez","BOS",8,7,11,4.14852,22,22,0,0,,126,531,127,63,58,14,36,,6,111,7.95672,2.58134,3.0824,1.02759,0.20955,0.0679828,0.14156756550073624,0.260288,1.29871,0.3107,0.69829,,,3.8453,2.10204,1.73038,183.97999572753906,,,,,,,526,4.174603174603175,544,4.317460317460317,,,,,,,,,,,,,,,,,,,"Ranger Suarez","17277",624133
"Kevin Gausman","TOR",9,7,12,3.93798,23,23,0,0,,133,556,123,63,58,18,39,,6,127,8.60873,2.61774,3.28861,1.22728,0.228162,0.0693794,0.15878267586231232,0.240132,1.21705,0.285742,0.720318,,,4.00072,2.0506,1.81136,112.94999694824219,,,,,,,562,4.225563909774436,550,4.135338345864661,,,,,,,,,,,,,,,,,,,"Kevin Gausman","14107",592332
"Nolan McLean","NYM",9,6,13,3.47197,22,22,0,0,,120,518,104,51,46,12,48,,6,128,9.53673,3.60404,2.64612,0.92897,0.24623,0.0930531,0.15317652374505997,0.224724,1.26654,0.283473,0.753268,,,3.70599,2.04485,2.28742,87.29000091552734,,,,,,,564,4.7,538,4.483333333333333,,,,,,,,,,,,,,,,,,,"Nolan McLean","33703",690997
"Tanner Bibee","CLE",7,7,12,3.81722,22,22,0,0,,131,548,119,60,55,17,39,,6,126,8.69378,2.70683,3.2118,1.16426,0.230115,0.0716467,0.15846794098615646,0.237106,1.21414,0.284386,0.726882,,,3.9216,1.99332,1.99317,188.6300048828125,,,,,,,567.9000000000001,4.335114503816794,551,4.206106870229007,,,,,,,,,,,,,,,,,,,"Tanner Bibee","30134",676440
"Tyler Glasnow","LAD",8,5,10,3.30569,17,17,0,0,,92,379,72,37,34,11,34,,4,110,10.7386,3.30472,3.24948,1.05031,0.290646,0.0894439,0.20120200514793396,0.212385,1.15128,0.280186,0.7593,,,3.50617,1.9915,2.14764,113.73999786376953,,,,,,,464.3,5.046739130434783,423,4.5978260869565215,,,,,,,,,,,,,,,,,,,"Tyler Glasnow","14374",607192
"Braxton Ashcraft","PIT",8,3,11,3.63063,29,19,0,0,,115,492,108,51,47,12,37,,5,114,8.86748,2.9075,3.04987,0.932591,0.231191,0.0758035,0.15538717806339264,0.240041,1.25744,0.296309,0.734321,,,3.61906,1.98866,2.13429,239.36000061035156,,,,,,,524.5999999999999,4.561739130434781,521,4.530434782608696,,,,,,,,,,,,,,,,,,,"Braxton Ashcraft","23793",677952
"Aaron Nola","PHI",9,7,12,4.02613,23,23,0,0,,131,548,122,64,59,19,38,,6,128,8.76231,2.59321,3.37894,1.28667,0.23304,0.0689684,0.16407165676355362,0.241112,1.21531,0.287377,0.715856,,,4.04357,1.98621,1.97763,205.52999877929688,,,,,,,542.5,4.141221374045801,532,4.061068702290076,,,,,,,,,,,,,,,,,,,"Aaron Nola","16149",605400
"MacKenzie Gore","TEX",8,7,12,3.81269,23,23,0,0,,125,528,107,58,53,16,49,,6,137,9.88332,3.50251,2.82179,1.17614,0.259533,0.0919745,0.16755803674459457,0.226471,1.24842,0.284014,0.737445,,,3.94923,1.98437,1.84039,164.82000732421875,,,,,,,559,4.472,526,4.208,,,,,,,,,,,,,,,,,,,"MacKenzie Gore","22201",669022
"Hunter Brown","HOU",6,4,9,3.35686,15,15,0,0,,91,376,77,37,34,9,31,,4,99,9.81701,3.05869,3.20955,0.915833,0.262994,0.0819411,0.18105295300483704,0.226079,1.19036,0.291403,0.747193,,,3.43306,1.90311,1.95132,36.189998626708984,,,,,,,455.49999999999994,5.005494505494505,431,4.736263736263736,,,,,,,,,,,,,,,,,,,"Hunter Brown","25880",686613
"Gavin Williams","CLE",7,7,12,3.67641,22,22,0,0,,120,513,103,54,49,14,51,,6,130,9.74265,3.78374,2.57487,1.01081,0.253998,0.098645,0.15535330027341843,0.22609,1.2778,0.286854,0.742162,,,3.83927,1.89218,1.92715,144.74000549316406,,,,,,,537,4.475,507,4.225,,,,,,,,,,,,,,,,,,,"Gavin Williams","30122",668909
"Spencer Strider","ATL",8,6,11,3.75287,20,20,0,0,,115,480,96,52,48,15,44,,5,135,10.5916,3.42588,3.09163,1.19934,0.28138,0.0910135,0.1903666853904724,0.222999,1.21789,0.288004,0.739291,,,3.79774,1.85253,2.08252,124.86000061035156,,,,,,,539.9,4.694782608695652,503,4.373913043478261,,,,,,,,,,,,,,,,,,,"Spencer Strider","27498",675911
"Kyle Bradish","BAL",7,6,11,3.6892,20,20,0,0,,106,442,93,47,43,12,38,,5,112,9.50012,3.20539,2.9638,1.02503,0.252379,0.0851539,0.16722477227449417,0.232671,1.23561,0.293279,0.732138,,,3.71259,1.85238,1.78016,72.95999908447266,,,,,,,490.00000000000006,4.622641509433963,469,4.4245283018867925,,,,,,,,,,,,,,,,,,,"Kyle Bradish","24586",680694
"Sandy Alcantara","MIA",8,8,12,4.21285,23,23,0,0,,137,576,134,70,64,16,44,,6,113,7.41603,2.91702,2.54233,1.04171,0.196092,0.0771309,0.11896104365587234,0.255168,1.30202,0.298052,0.693663,,,4.10101,1.8232,1.69987,144.57000732421875,,,,,,,544.6000000000003,3.9751824817518266,553,4.036496350364963,,,,,,,,,,,,,,,,,,,"Sandy Alcantara","18684",645261
"Reid Detmers","LAA",7,4,11,3.75942,26,19,0,0,,113,480,99,52,47,16,39,,5,124,9.87178,3.12138,3.16263,1.23867,0.259454,0.0820374,0.17741671949625015,0.226625,1.21574,0.281299,0.742389,,,3.91079,1.78976,1.85346,350.4599914550781,,,,,,,498.0000000000001,4.4070796460177,473,4.185840707964601,,,,,,,,,,,,,,,,,,,"Reid Detmers","27468",672282
"Shane Bieber","TOR",6,5,9,3.68236,24,15,0,0,,101,417,96,45,41,12,23,,3,92,8.23581,2.09855,3.92453,1.10867,0.220573,0.0562036,0.16436903178691864,0.246606,1.19226,0.29321,0.733391,,,3.68507,1.78555,1.58786,474.0400085449219,,,,,,,456.20000000000005,4.516831683168317,455,4.5049504950495045,,,,,,,,,,,,,,,,,,,"Shane Bieber","19427",669456
"Mason Miller","SDP",4,3,0,1.90146,50,0,24,1,,50,198,28,12,11,4,19,,2,80,14.2502,3.48141,4.09323,0.699683,0.403481,0.0985727,0.3049078583717346,0.161982,0.95247,0.266477,0.855486,,,2.27567,1.78393,2.20314,27.860000610351562,,,,,,,468.99999999999994,9.379999999999999,419,8.38,,,,,,,,,,,,,,,,,,,"Mason Miller","31757",695243
"Kris Bubic","KCR",7,4,10,4.14483,26,20,0,0,,120,507,116,60,55,14,42,,6,112,8.43942,3.1877,2.6475,1.0213,0.221447,0.0836439,0.1378031000494957,0.252407,1.32177,0.306985,0.70407,,,3.93812,1.77083,1.51712,190.69000244140625,,,,,,,494.19999999999993,4.118333333333333,498,4.15,,,,,,,,,,,,,,,,,,,"Kris Bubic","21455",663460
"Mitch Keller","PIT",8,8,12,4.20372,23,23,0,0,,128,548,129,65,60,16,38,,6,112,7.86536,2.69646,2.91692,1.13555,0.203645,0.0698151,0.1338299959897995,0.256039,1.31,0.300127,0.705733,,,4.06299,1.75999,1.67385,518.6300048828125,,,,,,,507.0000000000001,3.960937500000001,524,4.09375,,,,,,,,,,,,,,,,,,,"Mitch Keller","17594",656605
"Freddy Peralta","NYM",9,7,12,3.85196,23,23,0,0,,127,535,109,60,55,17,48,,6,134,9.49516,3.36669,2.82033,1.21577,0.251342,0.0891182,0.16222422569990158,0.226729,1.23026,0.278832,0.732654,,,4.04512,1.75317,1.76548,56.36000061035156,,,,,,,553.3000000000002,4.356692913385828,520,4.094488188976378,,,,,,,,,,,,,,,,,,,"Freddy Peralta","18679",642547
"Grant Taylor","CHW",5,3,3,2.80182,61,2,4,10,,71,296,54,24,22,6,28,,3,90,11.5283,3.54536,3.25167,0.769973,0.305142,0.0938418,0.21130070090293884,0.204983,1.16384,0.286403,0.789048,,,3.0109,1.72884,1.93657,506.67999267578125,,,,,,,458.20000000000005,6.453521126760564,424,5.971830985915493,,,,,,,,,,,,,,,,,,,"Grant Taylor","33927",691799
"Jack Flaherty","DET",8,7,11,3.97664,21,21,0,0,,118,505,107,57,52,16,44,,6,126,9.59471,3.35301,2.86152,1.22687,0.249375,0.0871478,0.16222744435071945,0.233809,1.2738,0.28841,0.7306,,,4.03625,1.68078,1.55135,209,,,,,,,500.2000000000001,4.238983050847459,484,4.101694915254237,,,,,,,,,,,,,,,,,,,"Jack Flaherty","17479",656427
"Clay Holmes","NYM",8,7,11,3.73477,20,20,0,0,,111,483,105,51,46,10,43,,5,99,7.99017,3.50204,2.28158,0.819417,0.204876,0.0897958,0.11508035659790039,0.240754,1.32694,0.290339,0.7284,,,3.85704,1.6767,1.69623,330.6300048828125,,,,,,,479.4000000000001,4.31891891891892,479,4.315315315315315,,,,,,,,,,,,,,,,,,,"Clay Holmes","13649",605280
"Cam Schlittler","NYY",7,5,10,3.42076,18,18,0,0,,93,396,77,39,35,10,37,,5,101,9.79946,3.57834,2.73855,1.00309,0.255822,0.0934152,0.16240661591291428,0.21817,1.22885,0.275803,0.758486,,,3.74463,1.66254,1.78578,116.62999725341797,,,,,,,441.00000000000006,4.741935483870968,411,4.419354838709677,,,,,,,,,,,,,,,,,,,"Cam Schlittler","32095",693645
"Gerrit Cole","NYY",8,6,10,3.85318,19,19,0,0,,112,463,99,52,48,16,33,,5,107,8.60292,2.65704,3.23778,1.26033,0.230496,0.0711894,0.15930654853582382,0.232843,1.18181,0.275304,0.724515,,,4.06215,1.65297,1.60404,232.89999389648438,,,,,,,474.60000000000025,4.2375000000000025,452,4.035714285714286,,,,,,,,,,,,,,,,,,,"Gerrit Cole","13125",543037
"Carlos Rodón","NYY",9,7,12,3.87691,22,22,0,0,,124,524,106,58,53,18,47,,6,128,9.30033,3.39102,2.74263,1.28982,0.244538,0.0891618,0.15537620335817337,0.223721,1.22725,0.269414,0.737142,,,4.20446,1.6454,1.72779,202.3000030517578,,,,,,,517.5999999999999,4.174193548387096,483,3.8951612903225805,,,,,,,,,,,,,,,,,,,"Carlos Rodon","16137",607074
"Griffin Jax","TBR",6,2,9,3.12726,34,14,0,1,,85,355,71,32,30,8,29,,4,98,10.3473,3.09849,3.33948,0.865153,0.276551,0.0828125,0.19373807311058044,0.218923,1.16898,0.288971,0.76321,,,3.25595,1.63557,1.71334,149.2100067138672,,,,,,,447,5.258823529411765,422,4.964705882352941,,,,,,,,,,,,,,,,,,,"Griffin Jax","20253",643377
"Jared Jones","PIT",6,4,10,3.64055,23,17,0,0,,95,403,86,42,38,11,31,,4,99,9.44473,2.91937,3.23519,1.06815,0.246636,0.0762356,0.17040085047483444,0.23396,1.23318,0.290876,0.741664,,,3.69051,1.62882,1.80551,714.77001953125,,,,,,,437.1,4.6010526315789475,425,4.473684210526316,,,,,,,,,,,,,,,,,,,"Jared Jones","27863",683003
"Eury Pérez","MIA",6,6,11,3.63767,20,20,0,0,,98,405,79,43,39,13,37,,5,110,10.1535,3.38903,2.996,1.1941,0.271485,0.0906157,0.18086890131235123,0.21801,1.19018,0.275553,0.74542,,,3.87417,1.61438,1.94574,78.6500015258789,,,,,,,453.9000000000001,4.631632653061225,415,4.23469387755102,,,,,,,,,,,,,,,,,,,"Eury Perez","27768",691587
"Luis Severino","ATH",7,7,11,4.29465,22,22,0,0,,127,548,123,66,61,17,47,,6,113,7.96503,3.31943,2.39952,1.1725,0.205619,0.0856919,0.11992720514535904,0.248819,1.33607,0.291417,0.706331,,,4.30903,1.58939,1.4299,642.52001953125,,,,,,,477.90000000000015,3.762992125984253,481,3.7874015748031495,,,,,,,,,,,,,,,,,,,"Luis Severino","15890",622663
"Nick Martinez","TBR",7,3,11,4.1136,26,20,0,1,,123,526,121,62,56,17,32,,5,100,7.28101,2.35514,3.09154,1.24413,0.189973,0.0614493,0.1285237818956375,0.248857,1.24536,0.281293,0.709378,,,4.23134,1.58417,1.40209,738.3400268554688,,,,,,,479.5,3.8983739837398375,487,3.959349593495935,,,,,,,,,,,,,,,,,,,"Nick Martinez","12730",607259
"Edward Cabrera","CHC",7,7,11,3.84407,20,20,0,0,,108,454,95,50,46,13,42,,5,111,9.26335,3.51351,2.63649,1.04734,0.245399,0.0930776,0.15232093632221222,0.233215,1.26637,0.290985,0.724875,,,3.90381,1.5834,1.72241,174.72000122070312,,,,,,,473.30000000000007,4.382407407407408,452,4.185185185185185,,,,,,,,,,,,,,,,,,,"Edward Cabrera","21690",665795
"Emmet Sheehan","LAD",7,3,9,3.65184,30,15,0,1,,95,396,80,42,39,14,30,,4,110,10.4088,2.82955,3.67862,1.29116,0.278426,0.0756876,0.20273829251527786,0.222355,1.15814,0.280722,0.746858,,,3.76494,1.57809,1.53277,111.20999908447266,,,,,,,444.79999999999995,4.6821052631578945,415,4.368421052631579,,,,,,,,,,,,,,,,,,,"Emmet Sheehan","29839",686218
"Max Meyer","MIA",6,4,10,4.08656,20,20,0,0,,107,458,103,53,49,13,36,,5,103,8.64556,3.02768,2.85551,1.11844,0.224581,0.0786485,0.14593271911144257,0.248217,1.30304,0.299834,0.714848,,,3.97859,1.56538,1.49559,281.45001220703125,,,,,,,447.1000000000001,4.178504672897197,449,4.196261682242991,,,,,,,,,,,,,,,,,,,"Max Meyer","27474",676974
"Michael King","SDP",7,7,11,4.00234,22,22,0,0,,120,507,107,58,53,16,44,,6,122,9.12361,3.33888,2.73254,1.2164,0.239664,0.0877075,0.15195652097463608,0.233908,1.26251,0.284078,0.723751,,,4.11983,1.56445,1.53253,129.55999755859375,,,,,,,507.00000000000006,4.2250000000000005,486,4.05,,,,,,,,,,,,,,,,,,,"Michael King","19853",650633
"Parker Messick","CLE",6,7,11,3.89549,20,20,0,0,,105,447,98,49,45,13,36,,5,101,8.67662,3.07287,2.82362,1.08193,0.225633,0.0799092,0.14572392404079437,0.240992,1.27757,0.291376,0.725543,,,3.93441,1.55338,1.5004,294.17999267578125,,,,,,,441.3,4.202857142857143,435,4.142857142857143,,,,,,,,,,,,,,,,,,,"Parker Messick","31986",800048
"Davis Martin","CHW",5,7,10,4.26246,20,20,0,0,,109,472,109,57,52,14,36,,5,95,7.80148,2.97884,2.61897,1.14848,0.200655,0.0766161,0.12403922528028488,0.253947,1.33209,0.296328,0.706418,,,4.1938,1.55079,1.0391,999,,,,,,,418.0000000000001,3.834862385321102,430,3.944954128440367,,,,,,,,,,,,,,,,,,,"Davis Martin","21448",663436
"Grayson Rodriguez","LAA",5,4,8,3.44628,14,14,0,0,,76,323,66,32,29,9,25,,4,86,10.1068,2.99829,3.37087,1.09019,0.264921,0.0785912,0.18632939457893372,0.22359,1.19611,0.283633,0.757777,,,3.60198,1.52833,1.57739,397.1099853515625,,,,,,,365.0999999999999,4.803947368421052,348,4.578947368421052,,,,,,,,,,,,,,,,,,,"Grayson Rodriguez","24492",680570
"Landen Roupp","SFG",7,4,11,3.74204,20,20,0,0,,104,448,95,47,43,10,43,,5,107,9.25512,3.70411,2.49861,0.883933,0.238457,0.0954361,0.1430211067199707,0.237678,1.32699,0.299897,0.733815,,,3.73819,1.5167,1.65093,690.0999755859375,,,,,,,469.6,4.515384615384615,460,4.423076923076923,,,,,,,,,,,,,,,,,,,"Landen Roupp","30076",694738
"Will Warren","NYY",7,3,10,3.66277,28,18,0,1,,103,441,91,46,42,14,36,,5,108,9.48791,3.10846,3.05228,1.18285,0.245859,0.0805491,0.16530963778495789,0.226459,1.22755,0.277042,0.750366,,,3.91253,1.51525,1.55723,285.04998779296875,,,,,,,450.4,4.3728155339805825,430,4.174757281553398,,,,,,,,,,,,,,,,,,,"Will Warren","30182",701542
"Taj Bradley","MIN",6,4,10,3.85402,18,18,0,0,,97,413,87,46,42,13,34,,5,101,9.32367,3.13228,2.97664,1.18828,0.244266,0.0820609,0.16220466792583466,0.232913,1.2439,0.285188,0.732904,,,3.96389,1.49838,1.41972,492.4599914550781,,,,,,,416.7000000000001,4.2958762886597945,401,4.134020618556701,,,,,,,,,,,,,,,,,,,"Taj Bradley","22543",671737
