Name,Org,Savant_Level,Player_Type,Pos,Age,PA,Pitches,PS Score,xwOBA,wOBA,Evidence_Score,Confidence,Confidence_Label,Pipeline_Rank,Composite_Rank,MLBAMID,Composite_MLBAMID,Prior_Value,Prospect_Update,Updated_Prospect_Value,Avg_Salary,Last10_Salary,Roster%,Match_Status,Savant_File
César Prieto,STL,AAA,hitter,2B/3B/DH,27,113,373,0.431,0.298,0.807,0.391,0.663,High,,1071.000,,693409,0.500,-0.578,0.000,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Buddy Kennedy,SFG,AAA,hitter,2B/3B,27,147,576,0.307,0.670,0.854,0.416,0.862,High,,,,,0.000,-0.579,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Cooper Kinney,TBR,AAA,hitter,2B,23,27,108,0.178,0.053,0.017,0.140,0.202,Low,,,,,0.000,-0.580,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Eric Silva,DET,AAA,pitcher,RP,23,31,115,0.276,0.366,0.425,0.218,0.258,Medium,,,,,0.000,-0.581,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Tanner Gordon,COL,AAA,pitcher,SP,28,62,242,0.344,0.333,0.245,0.314,0.397,Medium,,,,,0.000,-0.589,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Ethan Bosacker,KCR,AAA,pitcher,SP,25,74,306,0.437,0.330,0.387,0.380,0.612,High,,,,,0.000,-0.589,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Michael Turner,CHW,AAA,hitter,C,27,53,218,0.081,0.682,0.935,0.262,0.311,Medium,,,,,0.000,-0.593,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Omar Cruz,SDP,AAA,pitcher,RP,27,27,117,0.206,0.462,0.559,0.134,0.206,Low,,,,,0.000,-0.603,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
John McMillon,PHI,AAA,pitcher,RP,28,33,157,0.151,0.324,0.353,0.203,0.257,Medium,,,,,0.000,-0.612,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Hunter Dobbins,STL,AAA,pitcher,SP,26,116,443,0.372,0.286,0.317,0.407,0.833,High,,,,,0.000,-0.619,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Trent Harris,SFG,AAA,pitcher,RP,27,54,228,0.384,0.356,0.393,0.304,0.401,Medium,,,,,0.000,-0.629,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Sawyer Gipson-Long,DET,AAA,pitcher,SP,28,87,304,0.379,0.330,0.355,0.342,0.499,Medium,,,,,0.000,-0.630,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Je'Von Ward,TOR,AAA,hitter,OF,26,36,139,0.196,0.039,0.021,0.149,0.226,Low,,,,,0.000,-0.634,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Elih Marrero,KCR,AAA,hitter,C,28,33,130,0.048,0.081,0.191,0.058,0.180,Low,,,,,0.000,-0.638,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Tanner Burns,CLE,AAA,pitcher,RP,27,80,327,0.394,0.324,0.288,0.361,0.576,High,,,,,0.000,-0.638,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Ethan Roberts,CHC,AAA,pitcher,RP,28,41,183,0.111,0.288,0.319,0.234,0.300,Medium,,,,,0.000,-0.638,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Carlos Colmenarez,TBR,AAA,hitter,3B/SS,22,63,261,0.458,0.060,0.066,0.339,0.496,Medium,,,,,0.000,-0.640,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Mason Morris,CIN,A,pitcher,SP,22,50,218,0.157,0.364,0.427,0.144,0.225,Low,,1003.000,,702568,0.500,-0.643,0.000,0.000,0.000,0.000,name_org,A_pitchers_YTD_5_14.csv
Dru Baker,CHW,AAA,hitter,OF,26,91,350,0.389,0.286,0.541,0.358,0.570,High,,,,,0.000,-0.649,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Logan Davidson,TBR,AAA,hitter,1B,28,147,581,0.277,0.682,0.437,0.399,0.804,High,,,,,0.000,-0.652,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Michel Otañez,TEX,AAA,pitcher,RP,28,63,264,0.281,0.309,0.315,0.312,0.433,Medium,,,,,0.000,-0.652,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Tyler Mattison,DET,AAA,pitcher,RP,26,71,306,0.364,0.314,0.344,0.358,0.575,High,,,,,0.000,-0.655,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Jack Weisenburger,NYM,AAA,pitcher,SP,28,37,130,0.148,0.378,0.368,0.115,0.213,Low,,,,,0.000,-0.656,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Mitch Spence,KCR,AAA,pitcher,SP,28,85,313,0.271,0.287,0.259,0.340,0.513,Medium,,,,,0.000,-0.656,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Antwone Kelly,PIT,AAA,pitcher,SP,22,165,596,0.623,0.382,0.386,0.418,1.000,High,,316.000,,699008,0.500,-0.658,0.000,0.000,0.000,0.000,name_org,AAA_pitchers_YTD_5_14.csv
Allan Castro,BOS,AAA,hitter,OF,22,141,613,0.566,0.071,0.104,0.418,1.000,High,,565.000,,691369,0.500,-0.659,0.000,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Isaiah Campbell,ARI,AAA,pitcher,RP,28,68,271,0.234,0.288,0.363,0.314,0.444,Medium,,,,,0.000,-0.661,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Colin Peluse,PHI,AAA,pitcher,RP,27,25,103,0.040,0.386,0.436,0.032,0.181,Low,,,,,0.000,-0.678,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Lucas Braun,ATL,AAA,pitcher,SP,24,131,515,0.465,0.319,0.322,0.415,1.000,High,,419.000,,814351,0.500,-0.679,0.000,0.000,0.000,0.000,name_org,AAA_pitchers_YTD_5_14.csv
Gerardo Carrillo,ARI,AAA,pitcher,RP,27,81,315,0.505,0.379,0.385,0.346,0.554,High,,,,,0.000,-0.684,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Blaine Crim,COL,AAA,hitter,1B,28,147,548,0.274,0.670,0.468,0.393,0.804,High,,,,,0.000,-0.688,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Jordyn Adams,MIL,AAA,hitter,OF,26,42,152,0.217,0.053,0.196,0.168,0.263,Medium,,,,,0.000,-0.700,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Michael Mercado,PHI,AAA,pitcher,RP,27,28,108,0.060,0.407,0.376,0.039,0.190,Low,,,,,0.000,-0.701,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Anthony Maldonado,HOU,AAA,pitcher,RP,28,73,305,0.224,0.278,0.289,0.324,0.500,Medium,,,,,0.000,-0.706,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Dylan Phillips,LAA,AAA,pitcher,RP,26,40,156,0.118,0.314,0.366,0.198,0.293,Medium,,,,,0.000,-0.709,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Chris Roycroft,STL,AAA,pitcher,RP,28,67,221,0.156,0.296,0.380,0.251,0.362,Medium,,,,,0.000,-0.723,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Sammy Peralta,COL,AAA,pitcher,RP,28,83,285,0.211,0.284,0.284,0.306,0.467,Medium,,,,,0.000,-0.726,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Connor Gillispie,PHI,AAA,pitcher,SP,28,65,261,0.289,0.328,0.274,0.286,0.428,Medium,,,,,0.000,-0.731,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Tyler Samaniego,BOS,AAA,pitcher,RP,27,30,121,0.108,0.442,0.399,0.070,0.213,Low,,,,,0.000,-0.732,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Will Wilson,SEA,AAA,hitter,2B/3B,27,47,189,0.105,0.312,0.587,0.167,0.276,Medium,,,,,0.000,-0.734,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Andre Granillo,WSN,AAA,pitcher,RP,26,42,163,0.254,0.368,0.483,0.200,0.306,Medium,,,,,0.000,-0.736,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Ben Rortvedt,NYM,AAA,hitter,C,28,45,168,0.102,0.164,0.030,0.121,0.246,Low,,,,,0.000,-0.746,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Will Robertson,BAL,AAA,hitter,OF,28,36,133,0.018,0.039,0.009,0.024,0.197,Low,,,,,0.000,-0.749,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Carson Coleman,NYY,AAA,pitcher,RP,28,68,267,0.219,0.300,0.277,0.285,0.438,Medium,,,,,0.000,-0.752,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Trei Cruz,DET,AAA,hitter,SS,27,79,325,0.232,0.443,0.236,0.295,0.463,Medium,,995.000,,669360,0.500,-0.759,0.000,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Ryan McCarty,TOR,AAA,hitter,2B/3B,27,34,125,0.015,0.033,0.012,0.020,0.199,Low,,,,,0.000,-0.765,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Turner Hill,SFG,AAA,hitter,OF,27,63,243,0.262,0.187,0.502,0.239,0.370,Medium,,,,,0.000,-0.770,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Luke Little,CHC,AAA,pitcher,RP,25,61,246,0.407,0.366,0.361,0.303,0.492,Medium,,,,,0.000,-0.776,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Tanner Schobel,MIN,AAA,hitter,2B/3B,24,88,371,0.392,0.232,0.294,0.344,0.622,High,,,,,0.000,-0.778,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Brandon Eisert,CHW,AAA,pitcher,SP,28,62,261,0.221,0.309,0.407,0.273,0.428,Medium,,,,,0.000,-0.779,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Ivan Melendez,FA,AAA,hitter,1B/3B,26,50,197,0.193,0.181,0.217,0.189,0.313,Medium,,,,,0.000,-0.779,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Eduardo Salazar,MIN,AAA,pitcher,RP,28,37,144,0.025,0.346,0.327,0.086,0.236,Low,,,,,0.000,-0.782,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Hayden Cantrelle,CHC,AAA,hitter,2B,27,42,165,0.136,0.027,0.396,0.103,0.246,Low,,,,,0.000,-0.783,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Shinnosuke Ogasawara,WSN,AAA,pitcher,SP,28,55,211,0.146,0.313,0.405,0.217,0.346,Medium,,,,,0.000,-0.783,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Diego Castillo,TEX,AAA,hitter,2B/SS,28,45,182,0.042,0.241,0.336,0.102,0.246,Low,,,,,0.000,-0.784,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Andy Yerzy,STL,AAA,hitter,C/1B,27,41,164,0.127,0.012,0.006,0.092,0.241,Low,,,,,0.000,-0.785,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Gerald Ogando,BAL,AAA,pitcher,RP,25,45,201,0.261,0.337,0.306,0.254,0.402,Medium,,,,,0.000,-0.791,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Ben Cowles,CHC,AAA,hitter,2B/SS,26,92,351,0.346,0.286,0.364,0.328,0.577,High,,,,,0.000,-0.792,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Shane Drohan,MIL,AAA,pitcher,SP,27,63,250,0.284,0.334,0.358,0.274,0.440,Medium,,690.000,,675660,0.500,-0.797,0.000,0.000,0.000,0.000,name_org,AAA_pitchers_YTD_5_14.csv
Rikuu Nishida,CHW,AAA,hitter,2B/OF,25,105,433,0.355,0.361,0.822,0.357,0.700,High,,,,,0.000,-0.800,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Omar Martinez,LAA,AAA,hitter,C,24,75,284,0.295,0.348,0.373,0.311,0.530,Medium,,,,,0.000,-0.801,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Luca Tresh,KCR,AAA,hitter,C,26,111,427,0.322,0.432,0.744,0.355,0.696,High,,,,,0.000,-0.805,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Marcos Castañon,SDP,AAA,hitter,2B/3B,27,103,382,0.343,0.307,0.410,0.333,0.604,High,,,,,0.000,-0.810,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Matt O'Neill,ARI,AAA,hitter,C,28,69,268,0.181,0.348,0.280,0.231,0.377,Medium,,,,,0.000,-0.812,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Blake Holub,MIL,AAA,pitcher,RP,27,84,319,0.352,0.334,0.346,0.318,0.561,High,,,,,0.000,-0.819,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Zach Penrod,WSN,AAA,pitcher,SP,28,76,301,0.332,0.342,0.388,0.292,0.494,Medium,,,,,0.000,-0.822,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Bryan Torres,STL,AAA,hitter,2B/OF,28,141,606,0.220,0.709,0.873,0.367,0.771,High,,,,,0.000,-0.822,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Quinn Priester,MIL,AAA,pitcher,SP,25,31,135,0.183,0.409,0.484,0.119,0.270,Medium,,,,,0.000,-0.822,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Andrew Walling,PHI,AAA,pitcher,SP,26,57,242,0.415,0.389,0.440,0.271,0.455,Medium,,,,,0.000,-0.833,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Dayan Frias,CLE,AAA,hitter,3B,23,124,486,0.494,0.133,0.074,0.386,0.926,High,,,,,0.000,-0.848,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Tommy Henry,ARI,AAA,pitcher,SP,28,35,133,0.020,0.448,0.529,0.013,0.218,Low,,,,,0.000,-0.850,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Sam Carlson,HOU,AAA,pitcher,RP,27,60,257,0.153,0.287,0.308,0.263,0.452,Medium,,,,,0.000,-0.856,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Juan Burgos,ARI,AAA,pitcher,RP,26,63,266,0.249,0.312,0.367,0.286,0.500,Medium,,,,,0.000,-0.857,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
James Nelson,HOU,AAA,hitter,3B,28,125,515,0.157,0.779,0.761,0.343,0.683,High,,,,,0.000,-0.857,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Jackson Rutledge,PHI,AAA,pitcher,RP,27,58,222,0.231,0.345,0.317,0.222,0.391,Medium,,,,,0.000,-0.869,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Ramon Mendoza,STL,AAA,hitter,2B/3B,25,115,456,0.325,0.432,0.807,0.357,0.767,High,,879.000,,680636,0.500,-0.875,0.000,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Colin Davis,SEA,AAA,hitter,OF,27,39,149,0.024,0.006,0.048,0.019,0.229,Low,,,,,0.000,-0.881,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Matt Koperniak,STL,AAA,hitter,OF,28,72,274,0.223,0.208,0.402,0.218,0.394,Medium,,,,,0.000,-0.887,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Adam Laskey,COL,AAA,pitcher,SP,28,34,137,0.010,0.415,0.398,0.007,0.225,Low,,,,,0.000,-0.887,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Carson Skipper,COL,AAA,pitcher,RP,26,32,120,0.013,0.464,0.485,0.008,0.226,Low,,,,,0.000,-0.888,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Alek Jacob,SDP,AAA,pitcher,RP,27,76,288,0.246,0.314,0.321,0.281,0.507,Medium,,,,,0.000,-0.888,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Cole Waites,DET,AAA,pitcher,RP,27,32,132,0.033,0.397,0.510,0.021,0.232,Low,,,,,0.000,-0.890,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
T.J. Sikkema,BOS,AAA,pitcher,SP,27,26,127,0.003,0.450,0.564,0.002,0.224,Low,,,,,0.000,-0.891,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Matt Pushard,STL,AAA,pitcher,RP,28,49,200,0.158,0.356,0.290,0.157,0.328,Medium,,,,,0.000,-0.900,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Alex Carrillo,NYM,AAA,pitcher,RP,28,65,289,0.327,0.360,0.370,0.260,0.474,Medium,,,,,0.000,-0.910,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Chase Lee,TOR,AAA,pitcher,RP,27,76,305,0.163,0.277,0.286,0.286,0.537,Medium,,,,,0.000,-0.919,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Dylan Carlson,PHI,AAA,hitter,OF,27,51,200,0.051,0.264,0.130,0.115,0.299,Medium,,,,,0.000,-0.922,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Nick Zwack,SFG,AAA,pitcher,RP,27,64,266,0.359,0.378,0.428,0.253,0.468,Medium,,,,,0.000,-0.926,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Euribiel Angeles,ATH,AAA,hitter,2B/SS,24,84,294,0.416,0.039,0.042,0.303,0.594,High,,986.000,,683494,0.500,-0.937,0.000,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Will Banfield,CIN,AAA,hitter,C,26,106,413,0.298,0.380,0.420,0.323,0.664,High,,,,,0.000,-0.943,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Ben Sears,KCR,AAA,pitcher,SP,25,77,277,0.304,0.334,0.336,0.287,0.554,High,,,,,0.000,-0.945,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Payton Henry,NYY,AAA,hitter,C,28,84,331,0.139,0.483,0.628,0.242,0.459,Medium,,,,,0.000,-0.948,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Parker Chavers,FA,AAA,hitter,OF,27,41,193,0.009,0.003,0.003,0.007,0.241,Low,,,,,0.000,-0.948,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Carlos Rodríguez,SDP,AAA,hitter,OF,25,120,456,0.361,0.328,0.303,0.352,0.800,High,,,,,0.000,-0.950,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Seth Shuman,WSN,AAA,pitcher,RP,28,83,329,0.244,0.314,0.300,0.279,0.540,Medium,,,,,0.000,-0.953,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Samad Taylor,SDP,AAA,hitter,2B/OF,27,148,635,0.289,0.532,0.878,0.362,0.868,High,,,,,0.000,-0.959,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Francisco Urbaez,CIN,AAA,hitter,2B,28,108,410,0.172,0.589,0.468,0.297,0.590,High,,,,,0.000,-0.960,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Lenny Torres Jr.,PHI,AAA,pitcher,RP,25,34,146,0.131,0.409,0.480,0.085,0.292,Medium,,,,,0.000,-0.970,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Yu-Min Lin,ARI,AAA,pitcher,SP,22,135,534,0.462,0.341,0.356,0.378,1.000,High,,898.000,,801179,0.500,-0.972,0.000,0.000,0.000,0.000,name_org,AAA_pitchers_YTD_5_14.csv
Jack Anderson,FA,AAA,pitcher,SP,26,91,309,0.349,0.350,0.389,0.291,0.581,High,,,,,0.000,-0.973,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Garrett McDaniels,LAD,AAA,pitcher,SP,26,67,271,0.256,0.332,0.313,0.259,0.509,Medium,,,,,0.000,-0.983,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Jake Holton,SFG,AAA,hitter,1B,28,113,475,0.211,0.506,0.443,0.299,0.618,High,,,,,0.000,-0.991,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
CJ Van Eyk,TOR,AAA,pitcher,SP,27,140,560,0.397,0.327,0.338,0.358,0.880,High,,,,,0.000,-0.998,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Mason Black,KCR,AAA,pitcher,RP,26,69,284,0.226,0.316,0.304,0.265,0.534,Medium,,,,,0.000,-1.005,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Harrison Cohen,NYY,AAA,pitcher,RP,26,63,258,0.369,0.411,0.301,0.240,0.485,Medium,,,,,0.000,-1.009,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Austin Gauthier,LAD,AAA,hitter,2B,27,131,543,0.268,0.492,0.437,0.335,0.769,High,,,,,0.000,-1.012,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Nick Pratto,TEX,AAA,hitter,1B,27,55,212,0.075,0.181,0.035,0.107,0.323,Medium,,,,,0.000,-1.015,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Dan Hammer,NYM,AAA,pitcher,RP,28,49,208,0.126,0.362,0.341,0.126,0.341,Medium,,,,,0.000,-1.020,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Aidan Anderson,TEX,AAA,pitcher,RP,28,50,202,0.023,0.332,0.354,0.107,0.331,Medium,,,,,0.000,-1.042,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Trey Lipscomb,WSN,AAA,hitter,3B,25,125,460,0.404,0.200,0.343,0.343,0.833,High,,,,,0.000,-1.049,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Trent Baker,MIN,AAA,pitcher,SP,27,89,358,0.367,0.357,0.385,0.291,0.630,High,,,,,0.000,-1.054,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Drew Romo,CHW,AAA,hitter,C,24,62,247,0.166,0.276,0.834,0.199,0.438,Medium,,983.000,,691011,0.500,-1.056,0.000,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Jean Walters,ARI,AAA,hitter,2B,24,66,272,0.244,0.151,0.351,0.216,0.466,Medium,,,,,0.000,-1.060,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Tyler Tolbert,KCR,AAA,hitter,OF,28,60,259,0.066,0.164,0.252,0.096,0.328,Medium,,,,,0.000,-1.061,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Jake Miller,CLE,AAA,pitcher,RP,25,78,317,0.236,0.308,0.335,0.284,0.634,High,,,,,0.000,-1.096,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Fernando Peguero,BAL,AAA,hitter,2B/OF,21,55,235,0.256,0.053,0.217,0.195,0.455,Medium,,,,,0.000,-1.109,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Shane Murphy,CHW,AAA,pitcher,SP,25,44,160,0.090,0.415,0.382,0.059,0.320,Medium,,787.000,,690294,0.500,-1.129,0.000,0.000,0.000,0.000,name_org,AAA_pitchers_YTD_5_14.csv
Brett Wisely,ATL,AAA,hitter,2B,27,114,462,0.241,0.401,0.690,0.289,0.669,High,,,,,0.000,-1.130,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Enmanuel Valdez,PIT,AAA,hitter,2B,27,82,325,0.163,0.304,0.428,0.205,0.481,Medium,,,,,0.000,-1.135,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Andrés Chaparro,WSN,AAA,hitter,1B/DH,27,127,493,0.313,0.298,0.367,0.309,0.745,High,,,,,0.000,-1.140,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Will Brennan,SFG,AAA,hitter,OF,28,80,277,0.133,0.264,0.628,0.172,0.437,Medium,,,,,0.000,-1.148,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Brock Rodden,SEA,AAA,hitter,2B,25,167,676,0.358,0.348,0.492,0.355,1.000,High,,696.000,,801126,0.500,-1.158,0.000,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Nate Peterson,CIN,AAA,pitcher,SP,26,38,155,0.005,0.438,0.497,0.003,0.291,Medium,,,,,0.000,-1.158,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
George Valera,CLE,AAA,hitter,DH/OF,25,86,327,0.304,0.105,0.119,0.245,0.573,High,,575.000,,671655,0.500,-1.172,0.000,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Gilberto Celestino,TEX,AAA,hitter,OF,27,56,230,0.057,0.045,0.119,0.054,0.329,Medium,,,,,0.000,-1.173,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Jack Sinclair,WSN,AAA,pitcher,RP,27,82,336,0.319,0.362,0.340,0.252,0.591,High,,,,,0.000,-1.173,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Riley Gowens,CHW,AAA,pitcher,RP,26,64,250,0.123,0.323,0.325,0.187,0.470,Medium,,,,,0.000,-1.178,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Evan Reifert,TBR,AAA,pitcher,SP,27,74,308,0.342,0.393,0.299,0.222,0.542,Medium,,,,,0.000,-1.205,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
