Name,Org,Pos,Age,PA,AB,Pitches,xwOBA,wOBA,PS Score,Agg,Power,Discipline,xBA,xSLG,Barrels,BB%,Chase%,EV,Max EV,50th% EV,90th% EV,Hard Hit%,K%,L°,Whiff%,Swing%,Z-Swing%,Z-Contact%,SwStr%,Speed,wBsR/PA,Pull,Pull Air,Spd,wBsR,wBsR/PA,xBA,xSLG,Barrels,BB%,Chase%,EV,Max EV,50th% EV,90th% EV,Hard Hit%,K%,L°,Whiff%,Swing%,Z-Swing%,Z-Contact%,SwStr%,PullAir%,BA,OBP,SLG,BABIP,PA/Barrels,Barrels,BB,2B,3B,Hits,HR,K,Swings,Whiffs
Andy Pages,LAD,OF,24,114,101,422,0.9932885906040269,0.9899328859060402,0.9776286353467561,0.7968400447427293,0.8633109619686801,0.6780121444550975,0.9910514541387024,1,0.9105145413870246,0.33221476510067116,0.4161073825503356,0.8635346756152126,0.7158836689038032,0.9463087248322147,0.8691275167785235,0.8266219239373602,0.7885906040268457,0.9172259507829977,0.8299776286353467,0.7951388888888888,0.814317673378076,0.9071588366890381,0.6577181208053692,0.785234899328859,0.4988814317673378,0.232662192393736,0.628668171557562,6.53271,"'-0.10085","'-0.0008846491228070175",.310,.592,12.3,8.8,29.30232558139535,90.5,110.3,94.5,106,44.4,18.4,20,21.4,0.509479,0.715,0.909091,0.101896,18.5,.356,.421,.663,.384,8.8,10,10,5,1,36,8,21,215,46
Kyle Manzardo,CLE,1B/DH,25,362,292,1483,0.9507829977628636,0.9026845637583892,0.9753914988814317,0.7718819910514542,0.8514541387024609,0.725790987535954,0.7505592841163311,0.9496644295302014,0.9138702460850112,0.9272930648769575,0.8187919463087249,0.703579418344519,0.8400447427293065,0.8355704697986577,0.7416107382550335,0.8501118568232662,0.7829977628635347,0.9172259507829977,0.8131991051454138,0.1111111111111111,0.10738255033557047,0.7404921700223713,0.8903803131991052,0.39373601789709173,0.32662192393736017,0.5906040268456376,0.881489841986456,4.13238,"'-0.656852","'-0.0018145082872928176",.251,.485,12.6,16.3,22.318125770653516,89.2,111.6,92.9,104.6,45.2,18.5,20,21.8,0.38907600000000003,0.578869,0.876607,0.0768712,24.3,.267,.395,.548,.276,8,29,59,20,1,78,20,67,578,126
Dalton Rushing,LAD,C,24,169,139,673,0.9664429530201343,0.8624161073825504,0.9731543624161074,0.7355984340044743,0.7923937360178971,0.736816874400767,0.9038031319910514,0.9530201342281879,0.831096196868009,0.8859060402684564,0.930648769574944,0.8937360178970917,0.6196868008948546,0.8355704697986577,0.8277404921700223,0.6644295302013423,0.6923937360178971,0.5536912751677853,0.7181208053691275,0.22106481481481485,0.5145413870246085,0.6465324384787472,0.7695749440715883,0.22595078299776286,0.24161073825503357,0.44854586129753915,0.6862302483069977,2.9380900000000003,"'-0.40355100000000005","'-0.0023878757396449705",.270,.491,10.4,15.4,19.3029490616622,90.8,109.7,92.9,105.4,40.6,20.1,13,23.7,0.414562,0.661238,0.8620690000000001,0.0906389,19.8,.273,.396,.511,.299,6.5,11,26,6,0,38,9,34,279,66
Leo Jiménez,TOR,2B/SS,24,225,180,860,0.9787472035794184,0.8266219239373602,0.970917225950783,0.7170721476510067,0.6821029082774049,0.782678171939917,0.9552572706935123,0.9194630872483222,0.6096196868008948,0.7762863534675615,0.9082774049217002,0.5760626398210291,0.5044742729306487,0.6935123042505593,0.46420581655480986,0.8008948545861297,0.9060402684563759,0.24049217002237136,0.8859060402684564,0.14467592592592593,0.2080536912751678,0.8926174496644296,0.901565995525727,0.40939597315436244,0.28635346756152125,0.5436241610738255,0.3227990970654628,4.24394,"'-0.47951099999999997","'-0.00213116",.290,.457,7.5,13.3,19.911504424778762,88.3,109,91.8,102.7,43.8,15.1,8,19.8,0.399535,0.605769,0.9047620000000001,0.07549360000000001,13.6,.272,.418,.433,.302,4.9,11,30,8,0,49,7,34,343,68
Jett Williams,NYM,SS,21,30,22,112,0.970917225950783,0.9977628635346756,0.9686800894854586,0.615072706935123,0.5268456375838926,0.5564077980185362,0.860178970917226,0.6152125279642058,0.04697986577181208,1,0.9955257270693513,0.7639821029082774,0.3187919463087248,0.4261744966442953,0.6152125279642058,0.889261744966443,0.5268456375838926,0.8076062639821029,0.32550335570469796,0.027777777777777776,0.025727069351230425,0.31767337807606266,0.703579418344519,0.6733780760626398,0.8210290827740492,0.2684563758389262,0.5214446952595937,5.79024,0.107474,0.0035824666666666666,.263,.372,0,26.7,12.5,89.6,107.5,89.6,103.8,46.7,23.3,17,30.6,0.321429,0.5,0.814815,0.0982143,16.7,.364,.533,.545,.533,0,0,8,4,0,8,0,7,36,11
Coby Mayo,BAL,1B,23,388,345,1504,0.8959731543624161,0.8624161073825504,0.9664429530201343,0.6585570469798658,0.8865771812080536,0.4354426334292106,0.79082774049217,0.9351230425055929,0.9440715883668904,0.4250559284116331,0.5659955257270693,0.8870246085011185,0.9675615212527964,0.7651006711409396,0.9228187919463087,0.6991051454138703,0.4228187919463087,0.8926174496644296,0.4373601789709172,0.40046296296296297,0.40268456375838924,0.3624161073825503,0.4317673378076063,0.47651006711409394,0.10514541387024609,0.5659955257270693,0.9503386004514672,4.63778,"'-1.7909","'-0.004615721649484536",.255,.475,13.7,9.8,26.42947903430749,90.7,114.9,92.3,106.7,41.4,25,19,28.7,0.44747299999999995,0.644414,0.8202959999999999,0.12367,28,.287,.361,.562,.338,8.8,34,38,23,3,99,22,97,673,193
Iván Herrera,STL,C/DH,25,112,93,460,0.8769574944071589,0.8322147651006712,0.9642058165548099,0.7166526845637584,0.7429530201342281,0.7168424416746565,0.6812080536912751,0.761744966442953,0.5715883668903803,0.9552572706935123,0.6823266219239373,0.9261744966442953,0.6051454138702461,0.7818791946308725,0.814317673378076,0.8501118568232662,0.8154362416107382,0.4217002237136465,0.6845637583892618,0.3773148148148148,0.48322147651006714,0.6901565995525727,0.7069351230425056,0.7539149888143176,0.7874720357941835,0.5682326621923938,0.7291196388261851,6.29286,0.307002,0.002741089285714285,.245,.405,6.8,17,24.8,91.2,109.6,92.4,105.3,45.2,17.9,11,24.5,0.443478,0.6570050000000001,0.867647,0.09782610000000001,20.5,.280,.402,.473,.309,4.5,5,19,1,1,26,5,20,204,50
Owen Caissie,CHC,OF,23,545,471,2168,0.7024608501118568,0.7203579418344519,0.9619686800894854,0.5910234899328859,0.7863534675615211,0.43144774688398846,0.639821029082774,0.7114093959731543,0.7237136465324385,0.7058165548098434,0.5257270693512305,0.7472035794183445,0.9821029082774049,0.7069351230425056,0.9161073825503355,0.767337807606264,0.2494407158836689,0.62751677852349,0.24161073825503357,0.6064814814814815,0.6375838926174496,0.3713646532438479,0.28859060402684567,0.5346756152125279,0.6174496644295302,0.18791946308724833,0.36343115124153497,4.92218,0.0872409,0.00016007504587155962,.241,.393,8.6,12.5,27.280858676207515,89.5,115.5,91.9,106.5,42.9,28.6,14,32.1,0.47763900000000004,0.679337,0.822095,0.139235,14.2,.276,.371,.471,.372,5,27,68,29,3,130,19,156,1038,333
Jordan Walker,STL,OF,23,377,342,1391,0.5503355704697986,0.4217002237136465,0.959731543624161,0.5645973154362416,0.825503355704698,0.4338446788111218,0.6510067114093959,0.6756152125279642,0.7897091722595079,0.2695749440715884,0.13646532438478748,0.9261744966442953,0.9228187919463087,0.814317673378076,0.9485458612975392,0.8131991051454138,0.7281879194630873,0.2986577181208054,0.5156599552572707,0.7824074074074074,0.5727069351230425,0.4272930648769575,0.3870246085011186,0.3691275167785235,0.17225950782997762,0.4317673378076063,0.26410835214446954,4.03794,"'-1.28967","'-0.003420875331564987",.242,.385,9.6,8.2,34.903047091412745,91.2,113.3,92.7,107.3,44.1,19.4,9,27.4,0.50683,0.6733520000000001,0.831915,0.128684,12.5,.263,.326,.427,.309,6.9,26,31,23,3,90,9,73,705,193
Marco Luciano,SFG,SS,24,383,316,1613,0.7662192393736018,0.5380313199105146,0.9574944071588367,0.5645274049217002,0.7476510067114095,0.5046340683924576,0.5436241610738255,0.6230425055928411,0.7114093959731543,0.9429530201342282,0.9351230425055929,0.7941834451901566,0.6923937360178971,0.912751677852349,0.9082774049217002,0.9172259507829977,0.3400447427293065,0.13646532438478748,0.29642058165548096,0.18981481481481485,0.34451901565995524,0.21252796420581654,0.4608501118568233,0.31543624161073824,0.14988814317673377,0.4541387024608501,0.2765237020316027,3.6508300000000005,"'-1.4337799999999998","'-0.00374355091383812",.233,.373,8.5,16.7,19.153936545240885,89.8,110.1,93.7,106.4,47.9,26.9,6,31.1,0.407316,0.635188,0.796334,0.120273,12.6,.250,.379,.380,.338,4.7,18,64,9,1,79,10,103,657,204
Jordan Beck,COL,OF,24,189,163,691,0.889261744966443,0.9272930648769575,0.9552572706935123,0.6434563758389262,0.7843400447427293,0.4600511345477788,0.8467561521252797,0.901565995525727,0.8478747203579419,0.6722595078299777,0.4809843400447427,0.8378076062639821,0.4519015659955257,0.9217002237136466,0.7046979865771812,0.8825503355704698,0.5268456375838926,0.5536912751677853,0.2897091722595078,0.5787037037037037,0.6756152125279642,0.2930648769574944,0.28187919463087246,0.8635346756152126,0.7337807606263982,0.47874720357941836,0.35214446952595935,7.045210000000001,0.379332,0.0020070476190476192,.262,.450,10.7,12.2,28.10810810810811,90.2,108.6,93.8,104.4,46.3,23.3,13,31.2,0.47254300000000005,0.684543,0.81106,0.140173,14,.319,.402,.558,.389,6.9,13,23,11,2,52,8,44,327,102
Jonatan Clase,TOR,OF,23,417,361,1702,0.7975391498881432,0.48322147651006714,0.9530201342281879,0.6466722595078299,0.6407158836689038,0.5455417066155321,0.8691275167785235,0.8288590604026845,0.6890380313199105,0.6196868008948546,0.4519015659955257,0.5257270693512305,0.6733780760626398,0.4563758389261745,0.3814317673378076,0.4865771812080537,0.35570469798657717,0.7024608501118568,0.5995525727069351,0.34953703703703703,0.2751677852348993,0.854586129753915,0.6621923937360179,0.9552572706935123,0.6420581655480985,0.25727069351230425,0.5485327313769752,8.29243,0.18751600000000002,0.00044967865707434053,.264,.422,8.2,11.8,28.555555555555557,88,110,89.9,102.1,36.6,26.4,15,25.6,0.43836800000000004,0.618596,0.895706,0.101562,17.2,.255,.338,.435,.325,5,21,49,21,4,92,12,110,784,201
Chase Meidroth,CHW,2B/SS,24,558,437,2462,0.8210290827740492,0.8042505592841164,0.9507829977628636,0.6243708053691275,0.38277404921700225,0.8366890380313199,0.7404921700223713,0.36129753914988816,0.15883668903803133,0.9731543624161074,0.9686800894854586,0.6196868008948546,0.38814317673378074,0.6375838926174496,0.3098434004474273,0.3859060402684564,0.9552572706935123,0.10738255033557047,0.9888143176733781,0.02199074074074074,0.017897091722595078,0.9686800894854586,0.9843400447427293,0.5503355704697986,0.1789709172259508,0.10961968680089486,0.22460496613995484,5.0248800000000005,"'-1.8723400000000001","'-0.003355448028673835",.250,.329,2.2,18.8,17.26094003241491,88.6,108.1,91.2,101.6,34.3,12.7,5,11.6,0.30747399999999997,0.43170699999999995,0.9359700000000001,0.0324939,11.6,.293,.437,.400,.332,1.4,8,105,20,3,128,7,71,757,88
Zach Dezenzo,HOU,1B/OF,25,112,96,413,0.9753914988814317,0.9552572706935123,0.9485458612975392,0.7068652125279642,0.883668903803132,0.6172898689677213,0.9675615212527964,0.9664429530201343,0.9653243847874721,0.7058165548098434,0.6465324384787472,0.8467561521252797,0.6733780760626398,0.9686800894854586,0.8624161073825504,0.9664429530201343,0.5816554809843401,0.24049217002237136,0.6174496644295302,0.33796296296296297,0.4272930648769575,0.610738255033557,0.7315436241610739,0.3870246085011186,0.07829977628635347,0.7595078299776287,0.5993227990970654,4.0955,"'-0.613416","'-0.005476928571428571",.295,.500,14.5,12.5,25.23809523809524,90.3,110,95.6,105.9,53.6,22.3,8,25.4,0.437198,0.64878,0.857143,0.0942029,18.1,.333,.420,.573,.403,8.9,10,14,8,0,32,5,25,181,46
Matt Shaw,CHC,3B,23,151,130,584,0.9105145413870246,0.912751677852349,0.9463087248322147,0.6211549217002238,0.6715883668903804,0.5019175455417065,0.883668903803132,0.8769574944071589,0.5906040268456376,0.569351230425056,0.32662192393736017,0.7214765100671141,0.5917225950782998,0.7248322147651006,0.8624161073825504,0.5771812080536913,0.7460850111856824,0.7024608501118568,0.48210290827740493,0.2986111111111111,0.17002237136465326,0.6644295302013423,0.5548098434004475,0.5704697986577181,0.15659955257270694,0.09395973154362416,0.2945823927765237,5.10951,"'-0.550413","'-0.0036451192052980134",.266,.443,7.1,11.3,31.003039513677805,89.3,109.5,92,105.9,38.4,19.2,15,28,0.43321899999999997,0.596899,0.8636360000000001,0.111301,12.9,.300,.397,.538,.340,4.6,7,17,8,1,39,7,29,254,71
Lawrence Butler,ATH,OF,25,125,109,486,0.5190156599552572,0.529082774049217,0.9440715883668904,0.6530341163310962,0.6979865771812082,0.699264940875679,0.5637583892617449,0.441834451901566,0.4988814317673378,0.7315436241610739,0.7002237136465325,0.941834451901566,0.8400447427293065,0.8355704697986577,0.9586129753914989,0.767337807606264,0.7460850111856824,0.24049217002237136,0.8758389261744967,0.2175925925925926,0.09395973154362416,0.8366890380313199,0.9105145413870246,0.7404921700223713,0.883668903803132,0.09060402684563758,0.1162528216704289,6.26091,0.69915,0.0055931999999999996,.234,.342,6,12.8,24.354243542435427,91.6,111.6,92.9,107.5,42.9,19.2,8,19.9,0.41358,0.575893,0.891473,0.0740741,9.4,.257,.352,.422,.296,4,5,16,6,0,28,4,24,201,40
Nacho Alvarez Jr.,ATL,3B,22,288,246,1161,0.8769574944071589,0.7986577181208053,0.941834451901566,0.6327600671140939,0.445413870246085,0.7567913071268776,0.860178970917226,0.7807606263982103,0.5346756152125279,0.7058165548098434,0.7427293064876958,0.26174496644295303,0.23378076062639822,0.5246085011185683,0.2930648769574944,0.4161073825503356,0.8970917225950783,0.24049217002237136,0.9653243847874721,0.2638888888888889,0.174496644295302,0.8590604026845637,0.9530201342281879,0.6219239373601789,0.6935123042505593,0.15883668903803133,0.20993227990970656,5.46436,0.334448,0.0011612777777777778,.263,.410,6.4,12.5,23.64864864864865,86.3,106.7,90.3,101.5,35.1,15.6,8,16.1,0.42205,0.597884,0.896755,0.0585702,11.4,.297,.396,.463,.328,4.5,13,36,9,1,73,10,45,490,79
Orelvis Martinez,WSN,2B,23,317,281,1198,0.9384787472035794,0.7516778523489933,0.9395973154362416,0.6147231543624161,0.8944071588366891,0.36257590284435925,0.8467561521252797,0.9798657718120806,0.9261744966442953,0.2348993288590604,0.38926174496644295,0.7214765100671141,0.9720357941834452,0.8970917225950783,0.9440715883668904,0.87248322147651,0.48210290827740493,0.8076062639821029,0.15212527964205816,0.7696759259259259,0.9373601789709173,0.2505592841163311,0.09172259507829977,0.232662192393736,0.34451901565995524,0.6778523489932886,0.9334085778781038,2.98845,"'-0.547443","'-0.0017269495268138805",.262,.513,13,7.9,29.721362229102173,89.3,115.2,93.5,107.2,45.9,24,17,34.7,0.505008,0.751361,0.801932,0.170284,27.5,.267,.342,.523,.305,8.5,27,25,19,1,75,17,76,605,210
Tyler Locklear,ARI,1B,24,317,265,1171,0.8064876957494407,0.6152125279642058,0.9373601789709173,0.6171700223713646,0.7787472035794185,0.5020773410035155,0.5782997762863534,0.7583892617449665,0.8008948545861297,0.6420581655480985,0.43847874720357943,0.7472035794183445,0.9228187919463087,0.6252796420581656,0.9395973154362416,0.6644295302013423,0.48210290827740493,0.24049217002237136,0.31208053691275167,0.7025462962962963,0.8612975391498882,0.5055928411633109,0.27293064876957496,0.8411633109619687,0.7069351230425056,0.5861297539149888,0.6467268623024831,6.852410000000001,0.48079099999999997,0.001516690851735016,.235,.404,9.9,12,28.81619937694704,89.5,113.3,91.1,107.1,40.6,24,8,30.8,0.492741,0.725953,0.8425,0.140905,18.7,.260,.369,.430,.330,6,19,38,15,3,69,8,76,577,178
Addison Barger,TOR,3B/OF,25,249,204,1062,0.959731543624161,0.7885906040268457,0.9351230425055929,0.7320329977628636,0.8331096196868009,0.6951102588686481,0.9328859060402684,0.8959731543624161,0.7114093959731543,0.9149888143176734,0.6241610738255033,0.8378076062639821,0.9194630872483222,0.912751677852349,0.9161073825503355,0.8008948545861297,0.7360178970917226,0.4217002237136465,0.7919463087248322,0.16319444444444445,0.11409395973154363,0.8344519015659956,0.8501118568232662,0.3668903803131991,0.49217002237136465,0.7639821029082774,0.6399548532731377,4.03487,"'-0.233248","'-0.0009367389558232931",.281,.449,8.5,16.1,25.506756756756754,90.2,113.2,93.7,106.5,43.8,19.3,11,22.1,0.40113000000000004,0.579832,0.8913040000000001,0.0809793,18.6,.260,.391,.466,.299,5.2,13,40,15,0,53,9,48,426,94
Kevin Alcántara,CHC,OF,23,148,130,579,0.5044742729306487,0.7516778523489933,0.9328859060402684,0.49776286353467564,0.710738255033557,0.3755193352508789,0.5906040268456376,0.4519015659955257,0.4809843400447427,0.5861297539149888,0.41834451901565994,0.9082774049217002,0.772930648769575,0.9384787472035794,0.685682326621924,0.9395973154362416,0.2214765100671141,0.10738255033557047,0.26174496644295303,0.3912037037037037,0.203579418344519,0.5145413870246085,0.4228187919463087,0.5794183445190156,0.8411633109619687,0.796420581655481,0.48081264108352145,5.16245,0.598066,0.0040409864864864855,.236,.343,5.8,11.5,29.29936305732484,91,110.9,94.3,104.3,48.8,29.1,5,31.8,0.445596,0.605634,0.843023,0.124352,16.1,.292,.378,.469,.402,3.4,5,17,8,0,38,5,43,258,82
Pete Crow-Armstrong,CHC,OF,23,111,105,429,0.5044742729306487,0.5234899328859061,0.930648769574944,0.5852908277404921,0.8281879194630873,0.33541067433684885,0.5637583892617449,0.8389261744966443,0.6890380313199105,0.03803131991051454,0.017897091722595078,0.9362416107382551,0.7595078299776287,0.8668903803131991,0.8411633109619687,0.9172259507829977,0.2360178970917226,0.8076062639821029,0.5413870246085011,0.976851851851852,0.9865771812080537,0.348993288590604,0.1789709172259508,1,0.9888143176733781,0.8993288590604027,0.9717832957110609,10,1.8612099999999998,0.01676765765765766,.234,.429,8.2,4.5,43.88185654008439,91.5,110.8,93.2,105.6,47.9,28.8,17,27.1,0.601382,0.792553,0.818792,0.154378,29.5,.248,.288,.514,.309,5.4,6,5,9,2,26,5,32,258,70
Agustín Ramírez,MIA,C/DH,24,287,248,1107,0.5044742729306487,0.4753914988814318,0.9284116331096197,0.5717281879194631,0.6178970917225951,0.6276765739852987,0.4563758389261745,0.441834451901566,0.5346756152125279,0.5861297539149888,0.5413870246085011,0.5592841163310962,0.901565995525727,0.5704697986577181,0.8747203579418344,0.6521252796420581,0.6644295302013423,0.24049217002237136,0.6577181208053692,0.5902777777777778,0.8344519015659956,0.5391498881431768,0.5704697986577181,0.46308724832214765,0.6756152125279642,0.8791946308724832,0.6173814898419865,4.5554,0.26746,0.0009319163763066203,.227,.342,6.4,11.5,26.910299003322255,88.2,112.6,90.6,106.1,40.4,20.6,8,25,0.474542,0.7212390000000001,0.846626,0.10998,18.4,.246,.345,.411,.287,4.2,12,33,12,1,61,9,59,509,127
