Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,PlayerId,MLBAMID
"Mike Burrows","HOU",2,4,0,8,8,44.2,8.462687048993867,2.820895682997956,1.6119403902845462,0.34375,0.75704225,0.377777777,0.142857142,95.07844566231343,5.037313719639207,3.7797625842329414,4.628686306932828,4.061869411376484,0.33160164952278137,"Mike Burrows",24728,681347
"Garrett Crochet","BOS",3,3,0,6,6,30,11.1,3.3,1.5,0.345679012345679,0.6097561,0.364705882,0.15625,96.07792178468208,6.3,4.820856011635039,4.306298160552979,3.638339686393738,0.30138900876045227,"Garrett Crochet",27463,676979
"Jake Irvin","WSN",1,4,0,9,9,42.2,9.492188065778498,4.21875025145711,1.265625075437133,0.3076923076923077,0.62080537,0.406504065,0.117647058,92.69732116409952,5.9062503520399545,5.7410059251113585,4.653173252753919,4.504508840477079,0.2868991792201996,"Jake Irvin",21504,663623
"Luis Castillo","SEA",0,4,0,8,8,38.1,8.686956809896612,3.0521740142879987,1.4086956989021533,0.3644067796610169,0.59027778,0.341463414,0.12,95.05740897147147,6.573913261543382,5.739236016835888,4.541080816842209,4.3389576759754105,0.28352445363998413,"Luis Castillo",15689,622491
"Colin Rea","CHC",4,2,1,9,6,42.1,7.653543709393043,2.763779672836377,1.275590618232174,0.3153846153846154,0.72243346,0.503703703,0.142857142,93.92007882254464,4.677165600184638,5.340330236264552,4.2401564878704665,3.791612411064049,0.2760949581861496,"Colin Rea",12317,607067
"Martín Pérez","ATL",2,2,0,8,5,35,6.685714467885548,2.8285715056438856,1.0285714565977766,0.20212765957446807,0.88815789,0.463157894,0.129032258,90.45739397321428,2.314285777344997,4.211263282523461,4.22058390520057,3.9793326656197685,0.2570573342964053,"Martin Perez",6902,527048
"Michael Lorenzen","COL",2,5,0,10,9,44,6.340909090909091,2.8636363636363638,1.4318181818181819,0.38461538461538464,0.63342318,0.478527607,0.14893617,94.21079279413287,6.545454545454546,5.7853037107263905,4.924479978734796,4.357135199924762,0.24365319684147835,"Michael Lorenzen",14843,547179
"Eury Pérez","MIA",2,5,0,9,9,47.1,10.077465059454074,4.56338040428109,1.5211268014270298,0.2796610169491525,0.67474048,0.352,0.137931034,98.17350817542787,4.9436621046378475,4.8920593572591375,4.838692573289318,4.363176883774004,0.2432176172733307,"Eury Perez",27768,691587
"Steven Matz","TBR",4,1,0,7,7,37.1,6.7500002299036375,3.133928678169546,1.4464286206936365,0.21782178217821782,0.77380952,0.373831775,0.139534883,,3.8571429885163644,4.726020911345246,4.820583933226919,4.349601971036858,0.2117965668439865,"Steven Matz",13361,571927
"Chris Bassitt","BAL",3,2,0,8,7,38,6.157895045927702,4.263158108719178,0.7105263514531964,0.35714285714285715,0.72271386,0.464566929,0.076923076,91.42950439453125,5.21052657732344,5.026299793418953,4.658929817432186,5.074627687996226,0.1966691929847002,"Chris Bassitt",12304,605135
"Andrew Painter","PHI",1,4,0,8,7,37.2,8.123894353808806,2.8672568307560495,1.6725664846076955,0.3504273504273504,0.68965517,0.393442622,0.145833333,96.70104449728261,6.21238979997144,4.96960218589153,4.831961993878378,4.206524836504889,0.19314900785684586,"Andrew Painter",30091,691725
"Andre Pallante","STL",4,3,0,8,8,42.1,7.015748242227997,4.039370200070665,1.0629921579133328,0.2698412698412698,0.72222222,0.546153846,0.121951219,95.01780183094714,4.464567063235998,4.300045301845799,4.641731277538904,4.467083937241942,0.16691206395626068,"Andre Pallante",26108,669467
"Jack Flaherty","DET",0,4,0,9,9,37.2,10.513275046105514,6.929204007660453,1.194690346148354,0.31313131313131315,0.65079365,0.316831683,0.1,92.8064009464752,5.734513661512099,5.199763817057573,5.203643434902311,5.343075652912401,0.1557140350341797,"Jack Flaherty",17479,656427
"Ryne Nelson","ARI",1,3,0,9,9,45,8.600000729031095,2.800000237358961,1.8000001525879035,0.232,0.4950495,0.255639097,0.121621621,96.31890589162845,5.400000457763711,4.471451941650181,4.795187192610765,4.50569563151921,0.1307542771100998,"Ryne Nelson",26253,669194
"Zac Gallen","ARI",1,4,0,9,9,43,6.069767441860465,2.9302325581395348,1.255813953488372,0.323943661971831,0.67114094,0.496598639,0.12,93.67242726293104,5.651162790697675,5.334679430057764,4.687693509390187,4.507506219245666,0.12531448900699615,"Zac Gallen",19291,668678
"Lance McCullers Jr.","HOU",2,3,0,8,8,39.1,9.83898336892155,5.033898467820328,1.6016949670337408,0.3163265306122449,0.57471264,0.428571428,0.189189189,91.596435546875,6.864407001573174,4.368842247070317,5.063925342483106,4.072055151797678,0.10695228725671768,"Lance McCullers Jr.",14120,621121
"Slade Cecconi","CLE",2,4,0,9,9,45,7.6,3.4,1.6,0.33093525179856115,0.70063694,0.427586206,0.148148148,93.4617892387218,5.6,5.177025261224269,5.061853716108534,4.436789321568277,0.08210377395153046,"Slade Cecconi",27500,677944
"Grant Holmes","ATL",2,1,0,8,8,41.1,7.403226034202146,4.572580785830738,1.5241935952769123,0.22608695652173913,0.74660633,0.446280991,0.152173913,94.73593244881465,4.354838843648321,4.412868824510145,5.186943385851621,4.549002821110477,0.03685932606458664,"Grant Holmes",16944,656550
"Kyle Freeland","COL",1,4,0,6,6,30,8.4,2.4,2.1,0.3258426966292135,0.70680628,0.4375,0.189189189,91.69127887228261,6,5.176304003028013,5.472964827219645,4.172512841473023,0.024308161810040474,"Kyle Freeland",16256,607536
"Robbie Ray","SFG",3,5,0,9,9,50.1,8.761589625316637,3.576159030741484,1.788079515370742,0.23387096774193547,0.91111111,0.272727272,0.142857142,93.5260322312802,3.0397351761302613,4.580413765196374,4.934112776265293,4.305358955082472,0.023693019524216652,"Robbie Ray",11486,592662
"Jose Quintana","COL",1,2,0,7,7,34,4.235294117647059,4.235294117647059,1.3235294117647058,0.25,0.73809524,0.327272727,0.092592592,89.91923217773437,3.9705882352941178,4.686574679000178,5.5768863958470964,5.89665410895558,0.022816017270088196,"Jose Quintana",11423,500779
"Chris Paddack","MIA",0,5,0,7,6,30.2,7.923913700594173,2.9347828520719155,1.7608697112431495,0.3431372549019608,0.5733945,0.392523364,0.136363636,93.11572136450066,7.630435415386981,4.32265938800005,4.964993966865192,4.437441084233506,0.007246203720569611,"Chris Paddack",20099,663978
"Kyle Leahy","STL",4,3,0,8,8,39.2,7.260504667170207,3.857143104434172,1.3613446250944137,0.32786885245901637,0.81597222,0.488188976,0.171428571,93.92665030103211,4.31092464613231,5.997686661962516,4.971844498645323,4.245198130209003,-0.0132944630458951,"Kyle Leahy",24763,681517
"Tyler Mahle","SFG",1,4,0,8,8,41.2,9.072000553710971,4.320000263671891,1.7280001054687564,0.30357142857142855,0.7480315,0.470588235,0.19047619,92.5197248542274,5.184000316406269,4.408136142325187,5.026298277740485,3.9465774537590743,-0.06513175368309021,"Tyler Mahle",16358,641816
"Tomoyuki Sugano","COL",3,3,0,8,8,42,5.142857142857143,2.5714285714285716,1.9285714285714286,0.2265625,0.82887701,0.445255474,0.155172413,92.30253405448718,4.071428571428571,6.643045523567591,5.606298160552979,4.760875731209914,-0.07176408171653748,"Tomoyuki Sugano",35321,608372
"Brandon Pfaadt","ARI",0,1,0,8,3,32.1,7.51546421308475,3.896907369747648,1.3917526320527316,0.2717391304347826,0.65789474,0.505154639,0.147058823,93.53282928466797,5.2886600018003795,4.514319688034443,4.838256991551933,4.3054113098599505,-0.07552748313173652,"Brandon Pfaadt",27782,694297
"Bubba Chandler","PIT",1,4,0,8,8,39,7.846153846153846,6.230769230769231,1.3846153846153846,0.22857142857142856,0.74596774,0.321100917,0.111111111,98.6809412301061,4.615384615384615,4.694358175991223,5.516554570809388,5.461993089929605,-0.07830243557691574,"Bubba Chandler",29868,696149
"Anthony Kay","CHW",2,1,0,8,6,35,6.428571954065482,4.371428928764528,1.5428572689757158,0.2909090909090909,0.75581395,0.421052631,0.146341463,96.01538337628865,4.885714685089766,6.671524564795297,5.792012665807002,5.209343936734877,-0.09989255107939243,"Anthony Kay",20387,641743
"Matthew Liberatore","STL",2,2,0,9,9,47,6.51063829787234,3.4468085106382977,1.7234042553191489,0.30985915492957744,0.82191781,0.366666666,0.152542372,94.49508666992188,4.404255319148936,5.807978022421032,5.297787522255106,4.572198094554404,-0.1532611846923828,"Matthew Liberatore",22294,669461
"Brayan Bello","BOS",2,4,0,8,6,39,6.692308183252495,3.923077210872152,1.846153981586895,0.3359375,0.66901408,0.5,0.205128205,94.47913992745536,6.461538935554133,6.287765816973559,5.59347783019088,4.331850001447458,-0.20250624418258667,"Brayan Bello",23920,678394
"Brady Singer","CIN",2,3,0,9,9,42,6,2.357142857142857,2.357142857142857,0.3356643356643357,0.78125,0.411764705,0.2,90.42812712296195,5.785714285714286,6.034724458139833,6.177726731981551,4.612896759985459,-0.2132866233587265,"Brady Singer",25377,663903
"Jameson Taillon","CHC",2,2,0,8,8,45.2,7.883212117840404,3.153284847136162,2.1678833324061113,0.21367521367521367,0.85492228,0.346456692,0.171875,91.66051136363636,3.941606058920202,4.217942220952112,5.6683420988511095,4.506060827200265,-0.22620956599712372,"Jameson Taillon",11674,592791
"Brandon Sproat","MIL",1,2,0,8,6,36,9.000000953674418,5.000000529819121,2.0000002119276483,0.30337078651685395,0.73660714,0.4,0.195121951,97.33972742417279,5.750000609291989,4.816149775756875,5.745187329068626,4.456481529998673,-0.2585803270339966,"Brandon Sproat",33850,687075
"Jacob Lopez","ATH",3,2,0,8,7,35.1,7.132075728365186,6.11320776717016,2.0377359223900533,0.2803738317757009,0.7480315,0.315789473,0.133333333,90.80309198552912,6.11320776717016,3.3467778209392947,6.502524697869735,5.945043616350928,-0.2591458186507225,"Jacob Lopez",25098,682052
"Adrian Houser","SFG",1,4,0,8,8,42,4.928571876214516,3.0000002724784007,1.7142858699876575,0.28169014084507044,0.625,0.465753424,0.170212765,95.80888946963029,5.7857148112083445,5.501501816159292,5.630107913590363,4.726222825121565,-0.27181631326675415,"Adrian Houser",12718,605288
"Cole Ragans","KCR",1,4,0,8,8,35.1,11.46226456344405,5.858490776871403,2.5471699029875667,0.2328767123287671,0.83333333,0.341463414,0.227272727,95.17006372206704,4.8396228156763765,4.824194636164783,6.1912039319490315,4.26162970045896,-0.2989668548107147,"Cole Ragans",21846,666142
"Erick Fedde","CHW",0,4,0,8,6,43,5.441860706500595,2.930232688115705,2.093023348654075,0.208,0.81578947,0.395522388,0.166666666,93.006298828125,3.767442027577335,4.159502768642194,6.036530848668683,4.97379442544854,-0.30833552524563856,"Erick Fedde",17425,607200
"Roki Sasaki","LAD",1,3,0,7,7,33.2,8.287129338869102,4.277228045867924,2.405940775800707,0.30927835051546393,0.79741379,0.4,0.195652173,97.32505479991008,5.881188563068394,5.663707363643691,6.522140002739167,4.966648522919267,-0.3358495235443115,"Roki Sasaki",35323,808963
"Simeon Woods Richardson","MIN",0,6,0,9,9,42,4.285714285714286,4.285714285714286,1.9285714285714286,0.3333333333333333,0.57863501,0.366013071,0.130434782,93.12427438080495,7.714285714285714,6.24701101615051,6.511060065314883,6.0336240225249815,-0.46495112776756287,"Simeon Woods Richardson",24494,680573
"Miles Mikolas","WSN",1,3,0,9,6,36,6.000000158945723,3.2500000860956004,2.2500000596046466,0.28448275862068967,0.56603774,0.532258064,0.236842105,93.22072109854294,7.000000185436678,5.101747319249161,6.10629824002584,4.339394842054359,-0.5005074292421341,"Miles Mikolas",9803,571945
"Eric Lauer","TOR",1,5,0,8,6,36.1,6.440367197872029,3.963302890998172,2.724770737561243,0.24770642201834864,0.69948187,0.247863247,0.171875,90.47659801136363,6.6880736285594145,5.825705000079469,6.931986367835936,5.471137460300526,-0.5976609289646149,"Eric Lauer",19316,641778
"Zack Littell","WSN",1,4,0,8,5,36.1,4.211009321685557,3.2201835989360146,3.4678900296234003,0.25,0.59895833,0.375,0.222222222,91.50064193618881,6.935780059246801,7.6023135466881095,8.253087331501993,5.680173093382916,-1.0608476400375366,"Zack Littell",15823,641793
