Name,Org,Pos,Age,PA,AB,Pitches,xwOBA,wOBA,PS Score,Agg,Power,Discipline,xBA,xSLG,Barrels,BB%,Chase%,EV,Max EV,50th% EV,90th% EV,Hard Hit%,K%,L°,Whiff%,Swing%,Z-Swing%,Z-Contact%,SwStr%,Speed,wBsR/PA,Pull,Pull Air,Spd,wBsR,wBsR/PA,xBA,xSLG,Barrels,BB%,Chase%,EV,Max EV,50th% EV,90th% EV,Hard Hit%,K%,L°,Whiff%,Swing%,Z-Swing%,Z-Contact%,SwStr%,PullAir%,BA,OBP,SLG,BABIP,PA/Barrels,Barrels,BB,2B,3B,Hits,HR,K,Swings,Whiffs
JP Smith II,MIN,1B,21,88,73,357,0.7733812949640287,0.5863309352517986,0.8345323741007195,0.6827787769784173,0.7625899280575539,0.6767728674203495,0.6007194244604317,0.8129496402877698,0.6654676258992805,0.8093525179856115,0.60431654676259,0.8992805755395683,0.5503597122302158,0.9136690647482014,0.7302158273381295,0.8848920863309353,0.7446043165467626,0.7985611510791367,0.697841726618705,0.6390374331550802,0.9424460431654677,0.36330935251798563,0.5755395683453237,0.2014388489208633,0.18705035971223022,0.5797101449275363,0.7446043165467626,2.80753,"'-0.576755","'-0.00655403409090909",.217,.366,7.4,17,23.958333333333336,91.8,107.4,94.9,104.2,50,20.5,16.8,25.9,47.61904761904761,75.15151515151514,75.80645161290323,12.324929971988794,20,.233,.364,.329,.296,4.545454545454546,4,15,4,0,17,1,18,170,44
Richard Ramirez,PIT,C,20,56,48,196,0.8561151079136691,0.8812949640287769,0.8273381294964028,0.5694694244604317,0.8827338129496403,0.29907502569373073,0.8273381294964028,0.9172661870503597,0.8165467625899281,0.28776978417266186,0.1510791366906475,0.9460431654676259,0.7877697841726619,0.9280575539568345,0.9172661870503597,0.9460431654676259,0.2805755395683453,0.7985611510791367,0.20863309352517986,0.8663101604278075,0.8992805755395683,0.15827338129496402,0.1079136690647482,0.1223021582733813,0.4244604316546763,0.18115942028985507,0.7266187050359713,1.9484099999999998,"'-0.115292","'-0.0020587857142857144",.241,.416,9.7,8.9,34.34343434343434,92.9,109.5,95.1,106.4,54.8,32.1,16.8,38.1,53.57142857142857,73.1958762886598,70.4225352112676,20.40816326530612,19.4,.292,.375,.500,.433,5.357142857142857,3,5,7,0,14,1,18,105,40
Jack Gurevitch,STL,1B,22,123,102,496,0.9496402877697842,0.9424460431654677,0.8201438848920863,0.6414118705035972,0.9661870503597122,0.4922918807810894,0.7482014388489209,0.9640287769784173,0.9028776978417267,0.7050359712230215,0.4460431654676259,0.9928057553956835,0.9856115107913669,1,0.9928057553956835,0.9856115107913669,0.35251798561151076,0.1223021582733813,0.381294964028777,0.7540106951871658,0.9280575539568345,0.381294964028777,0.2517985611510791,0.16546762589928057,0.07194244604316546,0.5072463768115942,0.6438848920863309,2.34136,"'-1.7626700000000002","'-0.014330650406504062",.231,.462,12.3,15.4,26.720647773279357,94.9,115,101.3,109.9,61.5,30.1,1.8,33.6,50.403225806451616,73.89558232931726,76.08695652173914,16.93548387096774,16.9,.275,.398,.549,.373,6.504065040650407,8,19,10,0,28,6,37,250,84
Jonathan Mejía,STL,2B/SS,21,126,103,526,0.9064748201438849,0.6618705035971223,0.8129496402877698,0.6276978417266188,0.660431654676259,0.5318602261048304,0.6654676258992805,0.8884892086330936,0.8453237410071942,0.737410071942446,0.6115107913669064,0.37050359712230213,0.6294964028776978,0.5035971223021583,0.4172661870503597,0.5683453237410072,0.43884892086330934,0.9064748201438849,0.4460431654676259,0.5614973262032086,0.6474820143884892,0.4244604316546763,0.4172661870503597,0.539568345323741,0.05755395683453238,0.6521739130434783,0.920863309352518,5.73097,"'-1.90425","'-0.015113095238095238",.223,.404,10.3,15.9,23.809523809523807,85.9,108,89.1,101.3,36.8,28.6,19.1,30.5,46.768060836501895,67.88321167883211,77.4193548387097,14.258555133079849,26.1,.194,.333,.427,.238,5.5555555555555545,7,20,5,2,20,5,36,246,75
Aldo Gaxiola,TOR,1B/3B,19,106,94,382,0.1906474820143885,0.41007194244604317,0.8057553956834532,0.4638039568345324,0.5654676258992806,0.45889003083247687,0.19424460431654678,0.3237410071942446,0.60431654676259,0.07553956834532374,0.16546762589928057,0.46402877697841727,0.9424460431654677,0.2697841726618705,0.9028776978417267,0.49280575539568344,0.45323741007194246,0.6870503597122302,0.49640287769784175,0.7647058823529411,0.7266187050359713,0.9136690647482014,0.381294964028777,0.30935251798561153,0.539568345323741,0.6014492753623188,0.6690647482014388,4.35445,"'-0.012846600000000001","'-0.00012119433962264153",.171,.266,6.3,5.7,33.99014778325123,86.5,112.5,86.3,106.2,34.9,28.3,14.1,29.5,50.523560209424076,69.27374301675978,88.70967741935482,14.921465968586386,17.2,.213,.302,.362,.279,3.7735849056603774,4,6,5,0,20,3,30,193,57
Julio Henriquez,MIA,1B,21,57,49,200,0.6546762589928058,0.7338129496402878,0.7985611510791367,0.6267985611510791,0.5755395683453238,0.6428571428571429,0.9424460431654677,0.6007194244604317,0.11870503597122302,0.4028776978417266,0.2841726618705036,0.8237410071942446,0.5503597122302158,0.8057553956834532,0.7446043165467626,0.7841726618705036,0.9424460431654677,0.14028776978417265,0.841726618705036,0.5828877005347594,0.49640287769784175,0.7266187050359713,0.8057553956834532,0.9136690647482014,0.2446043165467626,0.08695652173913043,0.007194244604316547,8.396,"'-0.318948","'-0.005595578947368421",.269,.324,0,10.5,29.411764705882355,90.2,107.4,93,104.3,45.2,12.3,1.9,20.2,47,65.3061224489796,84.375,9.5,2.3,.286,.368,.408,.326,0,0,6,4,1,14,0,7,94,19
Eduardo Beltre,MIN,OF,19,67,62,277,0.2589928057553957,0.45323741007194246,0.7913669064748201,0.5236061151079137,0.5705035971223021,0.5303186022610483,0.381294964028777,0.7014388489208633,0.6258992805755396,0.17985611510791366,0.33093525179856115,0.44244604316546765,0.7122302158273381,0.5323741007194245,0.7122302158273381,0.37050359712230213,0.539568345323741,0.9280575539568345,0.7769784172661871,0.6737967914438503,0.6258992805755396,0.6258992805755396,0.6330935251798561,0.2446043165467626,0.5251798561151079,0.2898550724637681,0.7769784172661871,3.6976199999999997,"'-0.0348573","'-0.0005202582089552238",.198,.337,6.8,7.5,28.35820895522388,86.4,109,89.5,104.1,31.8,26.9,19.9,23.9,48.375451263537904,67.13286713286713,82.29166666666666,11.552346570397113,20.5,.242,.299,.387,.293,4.477611940298506,3,5,0,0,15,3,18,134,32
Enmanuel Tejeda,NYY,2B/3B,21,144,112,556,0.7230215827338129,0.7985611510791367,0.7841726618705036,0.6070143884892086,0.4330935251798561,0.7009249743062692,0.5287769784172662,0.4568345323741007,0.3237410071942446,0.9136690647482014,0.9424460431654677,0.5359712230215827,0.31654676258992803,0.6187050359712231,0.3669064748201439,0.5323741007194245,0.7338129496402878,0.6115107913669064,0.6223021582733813,0.2192513368983957,0.4748201438848921,0.49640287769784175,0.7230215827338129,0.7769784172661871,0.5971223021582733,0.2318840579710145,0.34532374100719426,7.200660000000001,0.0734176,0.0005098444444444443,.211,.296,2.4,19.4,14.94661921708185,87.6,105,90.6,100.7,35.4,20.8,12.4,27.1,39.74820143884892,65.0909090909091,79.3296089385475,10.791366906474819,10.8,.232,.392,.384,.296,1.3888888888888888,2,28,9,1,26,2,30,221,60
Brando Mayea,NYY,OF,20,122,109,456,0.539568345323741,0.3057553956834532,0.7769784172661871,0.4840377697841727,0.7258992805755395,0.2836587872559096,0.7482014388489209,0.7697841726618705,0.7086330935251799,0.22302158273381295,0.19424460431654678,0.6654676258992805,0.6690647482014388,0.7230215827338129,0.9424460431654677,0.8165467625899281,0.381294964028777,0.30935251798561153,0.28776978417266186,0.5454545454545454,0.31654676258992803,0.31654676258992803,0.26618705035971224,0.5323741007194245,0.7913669064748201,0.15942028985507245,0.39928057553956836,5.72339,0.7428100000000001,0.006088606557377049,.231,.352,8.2,8.2,31.877729257641924,88.7,108.6,91.9,107,46.6,29.5,6.1,36.3,46.49122807017544,61.23348017621145,74.10071942446042,16.885964912280702,12.3,.211,.295,.312,.296,4.918032786885246,6,10,5,0,23,2,36,212,77
Griffin Burkholder,PHI,OF,20,66,55,257,0.3489208633093525,0.18705035971223022,0.7697841726618705,0.4865107913669065,0.4661870503597122,0.501027749229188,0.17985611510791366,0.35251798561151076,0.37410071942446044,0.4244604316546763,0.7338129496402878,0.24100719424460432,0.7877697841726619,0.02158273381294964,0.8561151079136691,0.5755395683453237,0.4316546762589928,0.48201438848920863,0.5107913669064749,0.4224598930481284,0.45323741007194246,0.4136690647482014,0.539568345323741,0.935251798561151,0.60431654676259,0.3115942028985507,0.48201438848920863,8.635010000000001,0.0367088,0.0005561939393939393,.167,.270,2.9,10.6,21.487603305785125,84.4,109.5,79.6,105.8,37.1,28.8,9.9,28.9,44.3579766536965,64.70588235294117,77.27272727272727,12.840466926070038,13.5,.164,.303,.218,.250,1.5151515151515151,1,7,1,1,9,0,19,114,33
Matthew Ferrara,PHI,2B/SS,18,107,97,394,0.21942446043165467,0.37410071942446044,0.762589928057554,0.4404226618705036,0.5107913669064749,0.27081192189105857,0.5071942446043165,0.4064748201438849,0.5,0.06115107913669065,0.07913669064748201,0.25539568345323743,0.8597122302158273,0.4244604316546763,0.6474820143884892,0.5323741007194245,0.3381294964028777,0.9712230215827338,0.3381294964028777,0.7593582887700535,0.41007194244604317,0.45323741007194246,0.2158273381294964,0.8992805755395683,0.7769784172661871,0.8478260869565217,0.8920863309352518,8.30889,0.569416,0.005321644859813085,.210,.286,4.6,5.6,37.5,84.5,110.7,87.9,103.6,35.4,30.8,21.2,35.2,50.50761421319797,63.91752577319587,78.2258064516129,17.76649746192893,24.6,.206,.271,.402,.274,2.803738317757009,3,6,4,3,20,3,33,199,70
Ryan Sprock,MIN,C/3B,21,82,64,348,0.8273381294964028,0.7482014388489209,0.7553956834532374,0.6411870503597122,0.39999999999999997,0.8108941418293937,0.7050359712230215,0.4316546762589928,0.26258992805755393,0.8237410071942446,0.8057553956834532,0.737410071942446,0.1223021582733813,0.6438848920863309,0.2302158273381295,0.4460431654676259,0.9136690647482014,0.5035971223021583,0.9280575539568345,0.25133689839572193,0.37410071942446044,0.8884892086330936,0.9424460431654677,0.5467625899280576,0.8776978417266187,0.07246376811594203,0.1079136690647482,5.73688,0.862993,0.01052430487804878,.228,.294,1.9,17.1,19.672131147540984,89.1,103,90.8,99.7,33.3,14.6,10.9,17.9,40.22988505747128,63.03030303030302,87.5,7.183908045977012,5.6,.281,.415,.328,.333,1.2195121951219512,1,14,3,0,18,0,12,140,25
Arnaldo Lantigua,CIN,OF,20,51,46,189,0.24100719424460432,0.38848920863309355,0.7482014388489209,0.4049010791366906,0.6942446043165468,0.2646454265159301,0.31654676258992803,0.5251798561151079,0.8453237410071942,0.34532374100719426,0.38489208633093525,0.7877697841726619,0.4064748201438849,0.9064748201438849,0.6942446043165468,0.9064748201438849,0.2517985611510791,0.18705035971223022,0.18705035971223022,0.39572192513368987,0.20863309352517986,0.2158273381294964,0.2589928057553957,0.41007194244604317,0.15827338129496402,0.2536231884057971,0.3237410071942446,4.8899,"'-0.403361","'-0.007909039215686276",.189,.308,10.3,9.8,27.27272727272727,89.8,105.9,94.7,104,51.7,33.3,2.6,38.6,43.915343915343904,58.41584158415842,71.18644067796609,16.93121693121693,10.3,.217,.294,.370,.321,5.882352941176469,3,5,2,1,10,1,17,83,32
Carson Rucker,DET,3B,21,126,101,534,0.6726618705035972,0.7805755395683454,0.7410071942446043,0.5474370503597122,0.797841726618705,0.3083247687564234,0.4136690647482014,0.7266187050359713,0.8453237410071942,0.7841726618705036,0.3597122302158273,0.7194244604316546,0.8812949640287769,0.7086330935251799,0.7697841726618705,0.8165467625899281,0.16546762589928057,0.6762589928057554,0.07913669064748201,0.5026737967914439,0.4028776978417266,0.23741007194244604,0.12949640287769784,0.8489208633093526,0.8273381294964028,0.7971014492753623,0.8453237410071942,8.07805,0.8807299999999999,0.006989920634920635,.201,.340,10.3,16.7,28.14814814814815,89,111.2,91.7,104.7,46.6,36.5,13.9,42.6,45.69288389513109,63.63636363636363,71.42857142857143,19.475655430711612,22.4,.238,.365,.436,.370,4.761904761904762,6,21,4,2,24,4,46,244,104
PJ Morlando,MIA,OF,20,118,94,513,0.6330935251798561,0.5719424460431655,0.7338129496402878,0.5051708633093525,0.4920863309352518,0.5226104830421378,0.4136690647482014,0.4712230215827338,0.697841726618705,0.7985611510791367,0.7410071942446043,0.27697841726618705,0.539568345323741,0.19424460431654678,0.4172661870503597,0.4748201438848921,0.5611510791366906,0.6870503597122302,0.4136690647482014,0.19786096256684493,0.2014388489208633,0.38848920863309355,0.5539568345323741,0.2302158273381295,0.5035971223021583,0.8188405797101449,0.7589928057553957,3.43393,"'-0.163613","'-0.0013865508474576274",.201,.299,7.8,16.9,21.26865671641791,84.7,107.2,85.5,101.3,34.4,26.3,14.1,32.5,38.98635477582846,58.36734693877551,76.22377622377621,12.670565302144249,20.3,.202,.356,.330,.262,4.23728813559322,5,20,3,0,19,3,31,200,65
Murf Gray,PIT,3B,22,147,126,595,0.9712230215827338,0.9640287769784173,0.7266187050359713,0.695818345323741,0.8525179856115107,0.5734840698869476,0.9856115107913669,0.9712230215827338,0.8920863309352518,0.22302158273381295,0.2446043165467626,0.6510791366906474,0.9712230215827338,0.6906474820143885,0.8812949640287769,0.7769784172661871,0.8201438848920863,0.7841726618705036,0.7769784172661871,0.5401069518716578,0.38848920863309355,0.8705035971223022,0.6906474820143885,0.11510791366906475,0.3597122302158273,0.21014492753623187,0.4352517985611511,1.8462900000000002,"'-0.407956","'-0.002775210884353741",.292,.493,11.8,8.2,30.132450331125828,88.6,114.3,91.4,106,45.1,18.4,16.7,23.9,46.386554621848745,63.13993174061433,87.02702702702703,11.092436974789916,12.9,.349,.425,.571,.400,8.16326530612245,12,12,10,0,44,6,27,276,66
Nolan Beltran,PHI,SS,21,78,61,311,0.8776978417266187,0.8633093525179856,0.7194244604316546,0.5296762589928058,0.30791366906474815,0.6634121274409044,0.8669064748201439,0.4856115107913669,0.11870503597122302,0.9496402877697842,0.4748201438848921,0.44244604316546765,0.3776978417266187,0.4136690647482014,0.09352517985611511,0.11510791366906475,0.8776978417266187,0.1223021582733813,0.8057553956834532,0.2834224598930481,0.06474820143884892,0.658273381294964,0.8129496402877698,0.4244604316546763,0.35251798561151076,0.47101449275362317,0.38848920863309355,4.96477,"'-0.221098","'-0.0028345897435897434",.249,.304,0,21.8,26.277372262773728,86.4,105.7,87.7,98,22.9,16.7,1.8,22.7,41.15755627009647,52.87356321839081,82.6086956521739,9.32475884244373,11.8,.279,.436,.377,.340,0,0,17,3,0,17,1,13,128,29
Edian Espinal,DET,C,21,76,67,264,0.4892086330935252,0.5575539568345323,0.7122302158273381,0.5764388489208633,0.5654676258992806,0.63103802672148,0.8273381294964028,0.564748201438849,0.2517985611510791,0.4028776978417266,0.6474820143884892,0.7769784172661871,0.6798561151079137,0.7841726618705036,0.5215827338129496,0.5539568345323741,0.8992805755395683,0.3597122302158273,0.7338129496402878,0.446524064171123,0.3237410071942446,0.697841726618705,0.7122302158273381,0.302158273381295,0.2014388489208633,0.8369565217391305,0.7446043165467626,4.28,"'-0.496938","'-0.006538657894736843",.241,.315,1.8,10.5,23.27586206896552,89.6,108.7,92.4,102.2,36.4,15.8,7.5,24.6,44.6969696969697,61.48648648648649,83.51648351648352,10.984848484848484,20,.269,.355,.343,.327,1.3157894736842104,1,8,1,2,18,0,12,118,29
Enmanuel Bonilla,TOR,OF,20,48,45,166,0.3597122302158273,0.7158273381294964,0.7050359712230215,0.4680755395683453,0.7244604316546763,0.32168550873586843,0.7841726618705036,0.7338129496402878,0.6438848920863309,0.10431654676258993,0.03597122302158273,0.7589928057553957,0.762589928057554,0.39928057553956836,0.841726618705036,0.7230215827338129,0.2517985611510791,0.34172661870503596,0.19424460431654678,0.9518716577540108,1,0.6438848920863309,0.02158273381294964,0.12949640287769784,0.02158273381294964,0.9021739130434783,0.7913669064748201,2.11512,"'-1.0834700000000002","'-0.022572291666666664",.234,.346,7.1,6.3,40.44943820224719,89.4,109.2,87.6,105.6,42.9,33.3,7.2,38.4,59.63855421686747,81.81818181818183,82.53968253968253,22.891566265060238,20.7,.289,.333,.444,.407,4.166666666666666,2,3,1,0,13,2,16,99,38
Dariel Ramon,TOR,2B/OF,20,104,87,372,0.38848920863309355,0.539568345323741,0.697841726618705,0.47099820143884896,0.17985611510791366,0.6598150051387461,0.46402877697841727,0.2949640287769784,0.11870503597122302,0.4244604316546763,0.5323741007194245,0.14028776978417265,0.2517985611510791,0.1474820143884892,0.11510791366906475,0.09352517985611511,0.8705035971223022,0.2158273381294964,0.8201438848920863,0.3582887700534759,0.3381294964028777,0.7697841726618705,0.8633093525179856,0.9496402877697842,0.8633093525179856,0.717391304347826,0.8633093525179856,8.6821,0.983497,0.009456701923076922,.207,.260,0,10.6,25.26315789473684,83.1,104.5,83.7,98.4,20.6,17.3,3.7,20.5,43.27956989247311,62.087912087912095,84.95575221238937,8.870967741935484,23.6,.195,.327,.368,.212,0,0,11,4,1,17,3,18,161,33
Ryan Mitchell,STL,OF,19,130,106,583,0.33093525179856115,0.5575539568345323,0.6906474820143885,0.3776978417266187,0.33525179856115106,0.4295991778006166,0.14388489208633093,0.2697841726618705,0.5431654676258992,0.8633093525179856,0.8561151079136691,0.24100719424460432,0.21223021582733814,0.564748201438849,0.26258992805755393,0.41007194244604317,0.17266187050359713,0.2805755395683453,0.3237410071942446,0.0427807486631016,0.014388489208633094,0.17985611510791366,0.5971223021582733,0.60431654676259,0.5467625899280576,0.9130434782608695,0.12949640287769784,6.04461,"'-0.00701708","'-0.00005397753846153846",.155,.254,5.1,17.7,17.938931297709924,84.4,104.2,90.2,99.9,32.2,36.2,5.5,35.4,33.9622641509434,47.0404984423676,70.86092715231787,12.006861063464838,6.8,.198,.346,.340,.309,2.307692307692308,3,23,3,0,21,4,47,198,70
Blaine Bullard,TOR,OF,19,129,110,522,0.37410071942446044,0.5863309352517986,0.6834532374100719,0.4345773381294964,0.43597122302158275,0.40596094552929085,0.36330935251798563,0.5539568345323741,0.6546762589928058,0.31654676258992803,0.45323741007194246,0.3381294964028777,0.34532374100719426,0.2697841726618705,0.4892086330935252,0.28776978417266186,0.2517985611510791,0.2014388489208633,0.4136690647482014,0.606951871657754,0.6402877697841727,0.4136690647482014,0.35251798561151076,0.9928057553956835,0.9568345323741008,0.6992753623188406,0.4352517985611511,9.81213,2.4321099999999998,0.01885356589147287,.197,.314,7.2,9.3,26.7175572519084,85.5,105.2,86.3,101.8,29,33.3,3,32.5,47.12643678160919,67.69230769230771,77.27272727272727,15.32567049808429,12.9,.227,.320,.409,.323,3.875968992248062,5,12,4,2,25,4,43,246,80
Estuar Suero,PIT,OF,20,48,46,188,0.13309352517985612,0.31654676258992803,0.6762589928057554,0.36375899280575535,0.8388489208633093,0.14594039054470706,0.27697841726618705,0.5251798561151079,0.9172661870503597,0.02158273381294964,0.20863309352517986,0.8669064748201439,0.920863309352518,0.9640287769784173,0.841726618705036,0.9640287769784173,0.02877697841726619,0.08633093525179857,0.03597122302158273,0.5347593582887701,0.33093525179856115,0.35251798561151076,0.04316546762589928,0.1079136690647482,0.09352517985611511,0.9637681159420289,0.9064748201438849,1.60714,"'-0.563908","'-0.01174808333333333",.184,.308,12.5,4.2,31.25,91.2,111.9,96.4,105.6,58.3,45.8,1,47.1,46.276595744680854,61.95652173913043,75.43859649122807,21.80851063829788,25,.239,.271,.370,.435,6.25,3,2,3,0,11,1,22,87,41
Dameury Pena,MIN,2B,20,110,96,386,0.38848920863309355,0.8309352517985612,0.6690647482014388,0.5571043165467626,0.2589928057553957,0.8201438848920863,0.841726618705036,0.4064748201438849,0.11870503597122302,0.3669064748201439,0.6690647482014388,0.39928057553956836,0.19784172661870503,0.5539568345323741,0.1223021582733813,0.17266187050359713,0.9712230215827338,0.09352517985611511,0.9712230215827338,0.5668449197860963,0.8848920863309353,0.9424460431654677,0.935251798561151,0.5539568345323741,0.11510791366906475,0.17391304347826086,0.381294964028777,5.75514,"'-1.22841","'-0.011167363636363637",.243,.286,0,10,23,86.1,104.1,89.8,98.6,25.6,10,1.1,15.5,46.89119170984456,72.5806451612903,90.37037037037035,7.253886010362692,11.6,.333,.413,.385,.376,0,0,11,3,1,32,0,11,181,28
Eddie Rynders,PIT,3B/SS,20,102,91,425,0.09712230215827339,0.11870503597122302,0.6618705035971223,0.37859712230215825,0.6323741007194245,0.16135662898252826,0.08633093525179857,0.24100719424460432,0.8776978417266187,0.34532374100719426,0.3381294964028777,0.7697841726618705,0.4748201438848921,0.841726618705036,0.6079136690647482,0.7985611510791367,0.007194244604316547,0.7050359712230215,0.02877697841726619,0.46524064171123,0.2949640287769784,0.06474820143884892,0.050359712230215826,0.8776978417266187,0.6834532374100719,0.13043478260869565,0.35251798561151076,8.19033,0.249234,0.0024434705882352943,.138,.252,11.4,9.8,28.292682926829265,89.5,106.4,93.9,103.2,45.7,54.9,14.5,47.6,44.941176470588225,60.45454545454545,64.66165413533834,21.41176470588235,11.1,.143,.235,.264,.353,3.92156862745098,4,10,4,2,13,1,56,191,91
Jack Goodman,DET,2B/SS,22,113,96,487,0.8165467625899281,0.20863309352517986,0.6546762589928058,0.6164568345323741,0.7683453237410072,0.48252826310380265,0.8992805755395683,0.8273381294964028,0.48201438848920863,0.6258992805755396,0.5755395683453237,0.8489208633093526,0.762589928057554,0.920863309352518,0.8057553956834532,0.920863309352518,0.579136690647482,0.43884892086330934,0.5035971223021583,0.2887700534759358,0.16546762589928057,0.34532374100719426,0.5827338129496403,0.4892086330935252,0.6690647482014388,0.5289855072463768,0.20503597122302158,5.4258,0.24985100000000002,0.0022110707964601768,.254,.369,4.5,14.2,24.45414847161572,90.9,109.2,95,105,52.2,25.7,9.1,29.4,41.27310061601643,56.2015503875969,75.17241379310343,12.114989733059547,8.8,.188,.301,.250,.254,2.6548672566371683,3,16,3,0,18,1,29,201,59
Eric Snow,TOR,2B/3B/SS,22,102,87,396,0.6007194244604317,0.3597122302158273,0.6474820143884892,0.5845323741007195,0.5294964028776978,0.6485097636176773,0.8848920863309353,0.5467625899280576,0.11870503597122302,0.5467625899280576,0.4892086330935252,0.5251798561151079,0.7338129496402878,0.7086330935251799,0.5359712230215827,0.7230215827338129,0.8345323741007195,0.15467625899280577,0.7194244604316546,0.446524064171123,0.5971223021582733,0.6690647482014388,0.6834532374100719,0.5251798561151079,0.43884892086330934,0.07971014492753623,0.1906474820143885,5.60724,"'-0.193553","'-0.0018975784313725488",.251,.313,0,12.7,26.046511627906977,87.5,109.1,91.7,102.4,42.9,17.6,2,24.9,44.6969696969697,66.85082872928176,82.64462809917356,11.111111111111109,8.6,.230,.333,.287,.286,0,0,13,5,0,20,0,18,177,44
Andrew Salas,MIA,SS/OF,18,112,96,460,0.20863309352517986,0.23381294964028776,0.6402877697841727,0.4357014388489209,0.23165467625899278,0.5493319630010277,0.27697841726618705,0.20503597122302158,0.37410071942446044,0.5359712230215827,0.5539568345323741,0.27697841726618705,0.1223021582733813,0.37410071942446044,0.10071942446043165,0.17985611510791366,0.6223021582733813,0.8920863309352518,0.5467625899280576,0.4919786096256685,0.460431654676259,0.579136690647482,0.5467625899280576,0.5899280575539568,0.20863309352517986,0.9492753623188406,0.8776978417266187,5.98999,"'-0.718331","'-0.006413669642857144",.184,.240,2.9,12.5,24.663677130044842,84.7,103,87.3,98.1,26.1,25,18.9,28.2,45.43478260869565,64.9789029535865,81.16883116883116,12.82608695652174,23.9,.177,.286,.292,.224,1.7857142857142856,2,14,3,1,17,2,28,209,59
Yordalin Peña,STL,OF,21,100,90,415,0.6151079136690647,0.3057553956834532,0.6330935251798561,0.5431654676258992,0.8122302158273381,0.289825282631038,0.8489208633093526,0.8884892086330936,0.8848920863309353,0.02877697841726619,0.2589928057553957,0.7194244604316546,0.762589928057554,0.8705035971223022,0.8165467625899281,0.8057553956834532,0.33093525179856115,0.4316546762589928,0.28776978417266186,0.7914438502673797,0.7769784172661871,0.17266187050359713,0.17266187050359713,0.7050359712230215,0.8345323741007195,0.4057971014492754,0.37050359712230213,6.64916,0.804891,0.00804891,.244,.404,11.5,5,30.102040816326532,89,109.2,94.1,105.2,45.9,31,9,36.3,51.08433734939759,69.86301369863014,70.58823529411767,18.55421686746988,11.5,.233,.290,.333,.333,7.000000000000001,7,5,6,0,21,1,31,212,77
Zach MacDonald,DET,OF,22,139,120,578,0.9640287769784173,0.8920863309352518,0.6258992805755396,0.6742356115107913,0.9352517985611511,0.3520041109969167,0.7985611510791367,1,1,0.2589928057553957,0.7266187050359713,0.8561151079136691,0.9640287769784173,0.8992805755395683,0.960431654676259,0.8561151079136691,0.1906474820143885,0.9136690647482014,0.33093525179856115,0.5561497326203209,0.5251798561151079,0.1223021582733813,0.30935251798561153,0.9712230215827338,0.8201438848920863,0.6086956521739131,0.8705035971223022,9.212769999999999,0.960548,0.00691041726618705,.235,.580,24,8.6,21.73913043478261,91,114.2,94.5,107.6,48,34.5,19.3,35.3,46.53979238754326,65.84615384615384,69.1588785046729,16.43598615916955,23.7,.250,.331,.583,.318,12.949640287769785,18,12,7,3,30,9,48,269,95
Jackson Lovich,NYY,1B/3B/SS,22,116,102,452,0.8776978417266187,0.8992805755395683,0.6187050359712231,0.6025179856115107,0.8726618705035971,0.31397738951695786,0.8273381294964028,0.9568345323741008,0.9460431654676259,0.38848920863309355,0.2733812949640288,0.7194244604316546,0.9496402877697842,0.7410071942446043,0.960431654676259,0.7913669064748201,0.34532374100719426,0.5539568345323741,0.1510791366906475,0.7112299465240641,0.8489208633093526,0.050359712230215826,0.14028776978417265,0.8201438848920863,0.5323741007194245,0.10144927536231885,0.14388489208633093,7.5290300000000006,"'-0.0253715","'-0.0002187198275862069",.241,.442,13.6,10.3,29.46058091286307,89,113.6,92.1,107.6,45.5,30.2,11.5,39.6,49.11504424778761,71.56398104265402,62.91390728476821,19.469026548672566,7.5,.284,.371,.520,.397,7.758620689655173,9,12,8,2,29,4,35,222,88
Byron Chourio,MIN,OF,20,72,56,293,0.697841726618705,0.45323741007194246,0.6115107913669064,0.4775179856115108,0.3877697841726619,0.47533401849948614,0.46402877697841727,0.4172661870503597,0.37410071942446044,0.7841726618705036,0.2302158273381295,0.5503597122302158,0.17266187050359713,0.5971223021582733,0.2302158273381295,0.4244604316546763,0.2949640287769784,0.6438848920863309,0.6223021582733813,0.4010695187165775,0.26618705035971224,0.5251798561151079,0.60431654676259,0.5683453237410072,0.9928057553956835,0.27898550724637683,0.1906474820143885,5.85656,1.6896,0.02346666666666667,.207,.289,2.9,16.7,30.57324840764331,87.8,103.5,90.4,99.7,32.4,31.9,12.8,27.1,44.027303754266214,59.558823529411754,80.24691358024691,11.945392491467574,8.6,.196,.361,.268,.303,1.3888888888888888,1,12,1,0,11,1,23,129,35
Yorman Licourt,TOR,OF,22,102,81,442,0.5683453237410072,0.8057553956834532,0.60431654676259,0.4617805755395683,0.8323741007194245,0.210688591983556,0.16906474820143885,0.5827338129496403,0.9712230215827338,0.8561151079136691,0.302158273381295,0.7877697841726619,0.8920863309352518,0.9424460431654677,0.9712230215827338,0.9280575539568345,0.050359712230215826,0.5755395683453237,0.007194244604316547,0.3155080213903743,0.2158273381294964,0.007194244604316547,0.03597122302158273,0.43884892086330934,0.6258992805755396,0.4855072463768116,0.16546762589928057,4.99789,0.160548,0.001574,.166,.318,16.7,17.6,29.31726907630522,89.8,111.4,95.4,108.2,52.8,45.1,11.7,52.7,42.081447963800905,58.54922279792746,57.522123893805315,22.171945701357465,8.3,.198,.353,.457,.333,5.882352941176469,6,18,3,0,16,6,46,186,98
