Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Max Muncy","ATH",26,104,2,15,7,2,0.057692307,0.35576923,0.163043479,0.363636363,0.239130434,0.307692307,0.402173913,0.314712476844971,0.3031567610227145,94.80728167306259,-0.2399885579943657,-0.8725670356913583,-1.0501954108476639,0.17547226937840205,"Max Muncy",29779,691777
"Jo Adell","LAA",44,184,6,16,25,2,0.027173913,0.222826086,0.134502924,0.317460317,0.269005847,0.309782608,0.403508771,0.3176403712967168,0.3273580582415471,98.40750014153183,-0.10625377297401428,-0.4494824232295833,-4.266136646270752,0.17519806449895375,"Jo Adell",20220,666176
"Hunter Feduccia","TBR",23,54,0,6,4,0,0.129629629,0.333333333,0.022727272,0.423076923,0.25,0.365384615,0.272727272,0.3070183453651575,0.2812654644835229,91.54561610151892,-0.06791732460260391,-0.6026811623407038,0.41879233717918396,0.17495783727986236,"Hunter Feduccia",23372,676439
"Josh Naylor","SEA",41,178,5,12,20,8,0.078651685,0.15730337,0.11728395,0.269230769,0.24691358,0.308988764,0.36419753,0.3018289306069498,0.3338569598009357,95.40297466085437,-0.5983864516019821,-1.5568667866580292,-2.9718765914440155,0.17289320206013503,"Josh Naylor",18839,647304
"Dustin Harris","- - -",17,52,0,6,5,4,0.115384615,0.134615384,0.069767442,0.27027027,0.232558139,0.333333333,0.302325581,0.2957094206529505,0.3349153294282801,84.68525880149218,0.6187416082248092,-0.31408153600581723,0.16452503204345703,0.1713111906332465,"Dustin Harris",25705,687957
"Michael Massey","KCR",29,81,3,10,12,1,0.037037037,0.222222222,0.210526316,0.245614035,0.22368421,0.24691358,0.434210526,0.29220811820324555,0.29216754583664883,79.45186255133075,0.7185132950544357,-1.2310789470948433,0.010364800691604614,0.16516394206756746,"Michael Massey",27684,686681
"Kyle Stowers","MIA",21,87,1,10,3,1,0.103448275,0.218390804,0.092105263,0.285714285,0.22368421,0.32183908,0.315789473,0.29238382882850117,0.33237135687539743,82.59010991726457,0.20963291823863983,-1.543789667806367,0.27747464179992676,0.1537504264640836,"Kyle Stowers",26151,669065
"Jeremiah Jackson","BAL",40,135,6,10,24,1,0.022222222,0.222222222,0.161538462,0.263157894,0.238461538,0.259259259,0.4,0.2894343027362117,0.2758515770755597,82.00797774952127,-0.6953866332769394,-3.5405031381779892,0.09603914618492126,0.13012386373102622,"Jeremiah Jackson",22239,669236
"Mitch Garver","SEA",20,61,0,7,1,0,0.213114754,0.295081967,0.020833334,0.266666666,0.166666666,0.344262295,0.1875,0.2746504584296805,0.3036252631515753,77.09457826311595,-0.17357486113905907,-1.810219659394015,0.9327971935272217,0.1286942295273914,"Mitch Garver",15161,641598
"Jung Hoo Lee","SFG",43,175,2,17,14,0,0.057142857,0.125714285,0.111111111,0.292857142,0.265432098,0.308571428,0.376543209,0.30540377616882325,0.31185777936662945,95.23345101019432,-0.8472401350736618,-1.8128760815326659,-2.6143550872802734,0.11572271089071187,"Jung Hoo Lee",33824,808982
"Freddy Fermin","SDP",32,82,0,11,3,0,0.097560975,0.207317073,0.057142857,0.218181818,0.171428571,0.268292682,0.228571428,0.2371736212474544,0.26582848153463223,50.08429106911709,-0.033630698919296265,-4.771929133109071,3.2653310894966125,0.11268558100786466,"Freddy Fermin",21840,666023
"Spencer Torkelson","DET",42,165,6,14,16,0,0.145454545,0.321212121,0.18705036,0.271604938,0.201438848,0.321212121,0.388489208,0.32165295788736054,0.3476592040643459,102.03032220079255,-0.6421544342301786,-0.24974881778184044,-4.423688650131226,0.1113204529545716,"Spencer Torkelson",27465,679529
"Gavin Sheets","SDP",38,124,6,15,16,2,0.064516129,0.209677419,0.234782609,0.240963855,0.226086956,0.282258064,0.460869565,0.32558580608137194,0.3175596421764743,110.34751793036553,0.4262661635875702,1.9116174866797904,-4.803630352020264,0.10721951776687716,"Gavin Sheets",19901,657757
"Javier Sanoja","MIA",32,92,0,3,10,2,0.086956521,0.119565217,0.047619048,0.301369863,0.261904761,0.326086956,0.309523809,0.2933487153571585,0.26207451198412024,83.24779274549769,-0.24156183749437332,-2.0257110776271277,0.07926597446203232,0.10006135022124436,"Javier Sanoja",28253,691594
"Mike Yastrzemski","ATL",40,128,1,17,10,1,0.0625,0.2421875,0.084745762,0.290697674,0.220338983,0.28125,0.305084745,0.26843137154355645,0.2768510580062866,67.14182130907014,0.37929460406303406,-4.489537193791199,1.3398290872573853,0.09375323379990164,"Mike Yastrzemski",14854,573262
"Dane Myers","CIN",34,65,1,12,4,2,0.153846153,0.23076923,0.055555555,0.289473684,0.222222222,0.353846153,0.277777777,0.30447583473645723,0.39473191518632195,87.2606136314053,0.48017124831676483,-0.4784193841183806,-0.7024945318698883,0.09069731632561026,"Dane Myers",22054,667472
"Jose Fernandez","ARI",35,114,3,19,12,3,0.043859649,0.245614035,0.111111111,0.337662337,0.268518518,0.307017543,0.379629629,0.30798096719541046,0.2967265279669511,93.58145800297703,0.14131763577461243,-0.7057392030361636,-2.0357584189623594,0.09005785739852312,"Jose Fernandez",28020,699912
"Masataka Yoshida","BOS",27,86,0,8,5,1,0.127906976,0.093023255,0.054794521,0.307692307,0.273972602,0.38372093,0.328767123,0.33457148560257843,0.2937733406244322,106.81961441126538,-0.15134723484516144,0.5356335315170948,-2.69307678937912,0.08668298738447455,"Masataka Yoshida",31837,807799
"Danny Jansen","TEX",28,99,2,6,9,0,0.08080808,0.282828282,0.137931035,0.263157894,0.195402298,0.285714285,0.333333333,0.28361464398247854,0.2432395584729253,78.04899877990869,-0.6217988580465317,-3.167314883650432,0.5552481710910797,0.08655769241806065,"Danny Jansen",16535,643376
"Luis García Jr.","WSN",38,130,3,18,22,2,0.03076923,0.153846153,0.16,0.300970873,0.272,0.292307692,0.432,0.316464914725377,0.3189167713555764,100.37781299346706,-0.19047224521636963,-0.13361424815575146,-3.1841745376586914,0.08298115952427301,"Luis Garcia Jr.",20391,671277
"Giancarlo Stanton","NYY",24,96,3,8,14,1,0.0625,0.302083333,0.166666667,0.344827586,0.255555555,0.302083333,0.422222222,0.3209477663040161,0.32595980167388916,102.92301763457168,-0.4395652860403061,-0.11087340593340822,-2.484567880630493,0.07749764010599408,"Giancarlo Stanton",4949,519317
"Agustín Ramírez","MIA",31,129,2,14,14,3,0.100775193,0.217054263,0.115044248,0.285714285,0.230088495,0.317829457,0.345132743,0.29975744616240263,0.2825965881347656,87.61609106472366,0.33164770901203156,-1.5177008562242955,-1.8370484225451946,0.07591050359407625,"Agustin Ramirez",26546,682663
"Lane Thomas","KCR",34,94,1,8,7,3,0.180851063,0.202127659,0.053333333,0.25,0.2,0.351063829,0.253333333,0.29584045866702463,0.30806498831891,81.89873773359473,0.0897597074508667,-1.9033124465714053,-0.6701672747731209,0.07257745916251303,"Lane Thomas",16939,657041
"Henry Davis","PIT",32,100,2,10,8,1,0.11,0.18,0.104651163,0.166666666,0.15116279,0.262626262,0.255813953,0.2471163844821429,0.28366167858393504,51.187585832502016,0.26680363714694977,-5.3838879224086424,2.913427598774433,0.07224088992506375,"Henry Davis",29617,680779
"Brady House","WSN",39,158,6,19,21,1,0.075949367,0.284810126,0.164383561,0.284210526,0.226027397,0.284810126,0.390410958,0.3014176054091393,0.31915370120277886,90.12131478929719,-0.7381376922130585,-2.5450103590301496,-1.8142981231212616,0.06719863578492472,"Brady House",29993,691781
"Joey Ortiz","MIL",33,101,1,14,11,4,0.07920792,0.207920792,0.04494382,0.246376811,0.202247191,0.262626262,0.247191011,0.23669321368439028,0.2645743013632418,46.74536214814735,-0.5612427890300751,-6.787830699635748,4.230872869491577,0.0666018944161741,"Joey Ortiz",25493,687401
"Jorge Soler","LAA",40,170,8,20,28,0,0.105882352,0.323529411,0.213793103,0.282352941,0.220689655,0.317647058,0.434482758,0.3332871089963352,0.31789757223690257,108.94770542855443,-1.8228485733270645,-0.041098003018873897,-5.342214107513428,0.056193523436668336,"Jorge Soler",14221,624585
"Matt McLain","CIN",43,175,3,15,14,5,0.12,0.228571428,0.105960265,0.259259259,0.205298013,0.310344827,0.311258278,0.2899279169652654,0.31276923383591493,77.34450907352097,-1.1376861780881882,-5.727370763324291,0.7178374379873276,0.05577635282789338,"Matt McLain",29695,680574
"Garrett Mitchell","MIL",37,137,1,17,22,5,0.160583941,0.379562043,0.098214286,0.366666666,0.205357142,0.338235294,0.303571428,0.2997195252665767,0.31801138983832467,89.70515236529782,0.40020790696144104,-1.232512440741183,-2.6222373098134995,0.050562293670431635,"Garrett Mitchell",27555,669003
"Davis Schneider","TOR",31,73,1,13,8,1,0.219178082,0.328767123,0.105263158,0.21875,0.140350877,0.328767123,0.245614035,0.2851911538267789,0.3020782470703125,78.31579890114256,0.38546325266361237,-1.468719740864603,-0.6082009077072144,0.048295659687343256,"Davis Schneider",23565,676914
"Dylan Beavers","BAL",33,119,2,16,12,3,0.117647058,0.235294117,0.126213592,0.31081081,0.242718446,0.330508474,0.368932038,0.3173077460062706,0.30850846888655326,100.78453167166987,0.7542405277490616,0.8635968130234105,-4.562011003494263,0.046531914788674855,"Dylan Beavers",31695,687637
"Javier Báez","DET",24,82,2,10,6,1,0.024390243,0.195121951,0.141025641,0.295081967,0.256410256,0.280487804,0.397435897,0.2982160092853918,0.294040161886333,86.2423506562723,-0.4282781779766083,-1.7497088872706692,-0.8466343283653259,0.02713735581455288,"Javier Baez",12979,595879
"Vinnie Pasquantino","KCR",41,176,5,16,21,1,0.102272727,0.193181818,0.150326798,0.228813559,0.209150326,0.289772727,0.359477124,0.29080918871543626,0.31491457332264294,78.50949333247826,-0.11926528811454773,-4.549692741577317,-1.3919508457183838,0.02025806465303992,"Vinnie Pasquantino",27676,686469
"Trea Turner","PHI",42,185,4,24,13,5,0.07027027,0.205405405,0.111111111,0.276923076,0.233918128,0.286486486,0.345029239,0.2845268339724154,0.2824710330447635,76.96270850925863,0.6066994518041611,-4.327020114899853,-1.3659780025482178,0.01807236634608772,"Trea Turner",16252,607208
"Nathan Lukes","TOR",20,56,0,5,8,0,0.017857142,0.125,0.076923076,0.282608695,0.25,0.285714285,0.326923076,0.2752773378576551,0.28137387548174175,71.63749589010172,-0.5162027664482594,-2.376656635283626,0.5920405387878418,0.017348559495231876,"Nathan Lukes",18123,664770
"Alek Thomas","ARI",28,100,2,12,10,4,0.03,0.23,0.159574468,0.217391304,0.180851063,0.222222222,0.340425531,0.24961639955790357,0.29233661140363243,53.799190583560865,0.8346346393227577,-4.513728646260066,1.4453556537628174,0.010687473822472787,"Alek Thomas",23792,677950
"Willi Castro","COL",34,124,2,18,13,3,0.072580645,0.322580645,0.096491228,0.347222222,0.236842105,0.298387096,0.333333333,0.2878770871508506,0.26875203655612084,67.0931467346392,0.0260116308927536,-4.697656244382782,0.7386605739593506,-0.002623340556342328,"Willi Castro",17338,650489
"David Hamilton","MIL",33,114,0,17,7,7,0.105263157,0.201754385,0.020833334,0.301369863,0.229166666,0.321100917,0.25,0.27324453187645026,0.2687483716894079,71.65935318256828,0.507377915084362,-3.232745420427162,-0.44922178983688354,-0.00676082351087956,"David Hamilton",27531,666152
"Ryan McMahon","NYY",42,124,3,11,13,1,0.096774193,0.314516129,0.107142857,0.271428571,0.196428571,0.274193548,0.303571428,0.26611484827533843,0.27724422947052985,65.98559185265664,0.07388228178024292,-4.866617800019508,0.47593728452920914,-0.0067822882952036645,"Ryan McMahon",15112,641857
"Bo Bichette","NYM",42,184,2,17,18,1,0.065217391,0.16847826,0.064705883,0.258992805,0.223529411,0.27173913,0.288235294,0.25537503834651865,0.3205993693807851,62.0490666073367,-0.4596812427043915,-8.543407517837627,2.617782711982727,-0.009141570322342238,"Bo Bichette",19612,666182
"Jake Mangum","PIT",30,82,0,13,3,5,0.085365853,0.219512195,0.02739726,0.345454545,0.260273972,0.333333333,0.287671232,0.28563293591141703,0.2854010425036467,77.44111277627724,1.1994965821504593,-0.9419282778517961,-1.7663976550102234,-0.011028902161934792,"Jake Mangum",26202,663968
"Steven Kwan","CLE",41,182,1,18,9,2,0.12087912,0.115384615,0.058064517,0.231343283,0.206451612,0.311111111,0.264516129,0.27144096417134034,0.28207468582411943,69.62931461234304,-0.05070681869983673,-6.52529705433489,0.06808337569236755,-0.011275230592767596,"Steven Kwan",24610,680757
"Nick Yorke","PIT",26,83,1,6,6,0,0.084337349,0.192771084,0.08219178,0.245614035,0.205479452,0.289156626,0.287671232,0.2681610785334943,0.3160973284617964,65.53200198084753,0.15091317892074585,-3.1608972264201896,0.33696578443050385,-0.019664484112870993,"Nick Yorke",27504,694377
"Richie Palacios","TBR",28,76,1,9,9,4,0.131578947,0.22368421,0.064516129,0.288888888,0.225806451,0.355263157,0.29032258,0.3085104242751473,0.3382728422010267,92.55073412149525,-0.753849983215332,-1.417002427444896,-1.5256905853748322,-0.030061560696759398,"Richie Palacios",24589,680700
"Will Benson","CIN",34,82,2,9,4,1,0.170731707,0.292682926,0.151515152,0.25,0.181818181,0.333333333,0.333333333,0.3072322681546211,0.3454244291627562,89.13944484362769,0.2791741192340851,-0.751774906515041,-2.1989250779151917,-0.035980624421003415,"Will Benson",21853,666181
"Nick Loftin","KCR",18,56,0,9,13,0,0.142857142,0.089285714,0.133333334,0.285714285,0.266666666,0.375,0.4,0.3477159376655306,0.3427213600703648,116.84392621337724,0.0097593292593956,1.1146458219551756,-3.520037144422531,-0.04655849211996099,"Nick Loftin",27630,679845
"Sal Frelick","MIL",39,147,3,19,12,1,0.108843537,0.108843537,0.088,0.231481481,0.224,0.3125,0.312,0.2858525122795905,0.29077898038850797,80.25316391944689,-0.12939026951789856,-3.4897530860456927,-1.6274029985070229,-0.04674208511382316,"Sal Frelick",29622,686217
"Jonathan India","KCR",17,58,2,8,8,0,0.137931034,0.224137931,0.145833334,0.181818181,0.166666666,0.310344827,0.3125,0.2945360880473564,0.28529200060614224,81.02006676935922,0.33133552968502045,-0.9581277551837482,-1.6655869036912918,-0.06185319946707142,"Jonathan India",21523,663697
"Isaac Collins","KCR",37,136,3,16,13,2,0.125,0.279411764,0.121739131,0.32,0.234782608,0.345588235,0.356521739,0.32352209003532634,0.3054131620070514,100.5460802597432,-1.0923656672239304,-1.00537319104102,-4.388081789016724,-0.06692870843118694,"Isaac Collins",25477,686555
"Eli White","ATL",26,62,2,8,10,1,0.032258064,0.193548387,0.152542373,0.260869565,0.237288135,0.258064516,0.389830508,0.2824355210027387,0.2732534408569336,76.68728427260695,0.2174910008907318,-1.4557398832490787,-1.1696341931819916,-0.06780280033258204,"Eli White",19346,642201
"Matt Vierling","DET",35,113,2,9,17,1,0.097345132,0.159292035,0.15,0.219512195,0.2,0.274336283,0.35,0.2794838616278319,0.3218073844909668,73.62370224738915,-0.17518304288387299,-3.666414059700709,-1.0229343920946121,-0.07702514698483237,"Matt Vierling",21558,663837
"Jonah Heim","- - -",16,55,1,4,8,0,0.09090909,0.145454545,0.142857143,0.195121951,0.183673469,0.254545454,0.326530612,0.260854878208854,0.24238699349490078,64.85492013615806,-0.03312169946730137,-2.4996403231056843,-0.23828748799860477,-0.09900110248282117,"Jonah Heim",16930,641680
"Edouard Julien","COL",37,123,2,15,12,3,0.121951219,0.276422764,0.102803738,0.352112676,0.252336448,0.349593495,0.355140186,0.3242917128694736,0.3410682368084667,91.91396588836936,-0.260021910071373,-1.4113841843104433,-3.5178936421871185,-0.10577681874346405,"Edouard Julien",27534,666397
"Jake Burger","TEX",41,168,7,15,27,0,0.041666666,0.267857142,0.163522012,0.268518518,0.226415094,0.261904761,0.389937106,0.28779896774462294,0.2883246285574777,80.86770976535868,-0.2556145265698433,-4.0205934489666095,-2.873700350522995,-0.10653882456696717,"Jake Burger",22275,669394
"Logan O'Hoppe","LAA",26,93,1,9,8,0,0.118279569,0.247311827,0.051282051,0.272727272,0.205128205,0.322580645,0.256410256,0.27907778691220025,0.28949119733727496,72.4303563040116,-0.9813475012779236,-3.9846592084491164,-0.42208990454673767,-0.11974296423949918,"Logan O'Hoppe",24729,681351
"Luis Rengifo","MIL",34,128,0,12,11,2,0.0859375,0.109375,0.070175439,0.237623762,0.210526315,0.283464566,0.280701754,0.2576008893194653,0.2976278577532087,60.996384247700334,0.41270868480205536,-5.366736560545803,0.11839133501052856,-0.122295514723655,"Luis Rengifo",19858,650859
"Colton Cowser","BAL",35,88,0,8,7,0,0.113636363,0.329545454,0.02631579,0.270833333,0.171052631,0.264367816,0.197368421,0.2244341092548151,0.2557996552566002,38.22150953213571,-0.16905774176120758,-6.537104908744945,2.2261136174201965,-0.1278376223947605,"Colton Cowser",29591,681297
"Jarren Duran","BOS",37,158,4,19,18,9,0.063291139,0.265822784,0.122448979,0.227722772,0.183673469,0.240506329,0.306122448,0.2478635013103485,0.28455198728121245,48.40999753078776,2.775098577141762,-6.772825186040029,0.004646420478820801,-0.12946094841653472,"Jarren Duran",24617,680776
"Patrick Bailey","- - -",32,94,1,5,6,2,0.074468085,0.244680851,0.034482759,0.174603174,0.137931034,0.202127659,0.172413793,0.18021083385386366,0.27595698513010497,10.587869035919693,0.1962352767586708,-9.624537883994279,5.325796104967594,-0.1339453101751851,"Patrick Bailey",27478,672275
"Brett Sullivan","COL",23,72,0,3,7,0,0.055555555,0.236111111,0.090909091,0.285714285,0.212121212,0.267605633,0.303030303,0.259933095582774,0.2448164442895164,48.04605377523322,0.71806700527668,-3.6122765334706655,-0.04027894139289856,-0.14089143810552307,"Brett Sullivan",18217,664954
"Blaze Alexander","BAL",36,100,0,10,5,4,0.06,0.3,0.044444444,0.366666666,0.244444444,0.298969072,0.288888888,0.2708957557825698,0.3058111643053822,69.51974573811236,0.9915840923786163,-2.5787174090639318,-2.359669327735901,-0.14933983550580912,"Blaze Alexander",23789,677942
"Leo Rivas","SEA",36,115,0,8,7,2,0.12173913,0.304347826,0.042105263,0.213114754,0.136842105,0.265486725,0.178947368,0.22369195929670757,0.2381116647635941,42.76710040214316,1.0159555226564407,-6.693609871779572,1.224816381931305,-0.1500857445433714,"Leo Rivas",21009,660844
"Tyler Freeman","COL",27,101,2,8,12,4,0.02970297,0.128712871,0.091954023,0.277777777,0.252873563,0.329896907,0.344827586,0.31175053304003686,0.324232816696167,83.36568754202176,-0.9403148293495178,-2.885216025377114,-1.7997673749923706,-0.15247231193926333,"Tyler Freeman",22532,671289
"Tyler O'Neill","BAL",24,75,1,11,6,0,0.146666666,0.24,0.064516129,0.232558139,0.177419354,0.32,0.241935483,0.27614975452423096,0.2884867604573568,73.05902826319857,-0.48114123940467834,-2.8479372399180893,-1.2743272483348846,-0.1550856347525008,"Tyler O'Neill",15711,641933
"Tyler Stephenson","CIN",35,123,3,7,11,0,0.121951219,0.276422764,0.121495327,0.239436619,0.186915887,0.284552845,0.308411214,0.27390589268226934,0.33292379379272463,66.42362881299593,-0.8787384033203125,-5.659644167118567,0.22934436798095703,-0.1573556120429885,"Tyler Stephenson",17988,663886
"Joc Pederson","TEX",39,118,3,13,9,0,0.13559322,0.237288135,0.122448979,0.257142857,0.214285714,0.322033898,0.336734693,0.3021433600934885,0.3366292533227953,90.53060838213088,0.09189918637275696,-1.216952364806515,-4.430903941392899,-0.15774816158154603,"Joc Pederson",11899,592626
"Eugenio Suárez","CIN",25,100,3,10,11,0,0.09,0.3,0.131868132,0.310344827,0.23076923,0.3,0.362637362,0.29982377886772155,0.2726671474496114,84.08969438859444,0.21217000484466553,-1.6296612416045755,-3.0770310163497925,-0.15797285519737064,"Eugenio Suarez",12552,553993
"Rhys Hoskins","CLE",35,122,3,17,14,0,0.204918032,0.270491803,0.159574468,0.25,0.191489361,0.360655737,0.351063829,0.33142085935248705,0.3110406906878362,110.03392932757556,-2.2007522135972977,-0.7668577908117526,-5.121137857437134,-0.16810770303885547,"Rhys Hoskins",16472,656555
"Royce Lewis","MIN",27,104,3,10,12,3,0.10576923,0.298076923,0.133333334,0.210526315,0.166666666,0.269230769,0.3,0.26401362396203554,0.2945529497586764,62.699365409816444,0.6256589144468307,-3.9183153896834817,-1.3983445167541504,-0.17391986334879084,"Royce Lewis",20437,668904
"Kerry Carpenter","DET",37,117,6,11,17,0,0.094017094,0.341880341,0.235294118,0.275862068,0.215686274,0.299145299,0.450980392,0.3282217770560175,0.30155609393941946,106.45531505618264,-0.41553859412670135,0.46914833735485817,-6.239705324172974,-0.17397038013621746,"Kerry Carpenter",25961,681481
"Mark Vientos","NYM",34,125,5,13,17,0,0.056,0.216,0.172413793,0.270588235,0.24137931,0.288,0.413793103,0.3100741353034973,0.36184429931640627,99.33288778216706,-1.0789149105548859,-1.1754488928132125,-4.485915184020996,-0.17461166941987627,"Mark Vientos",22184,668901
"Graham Pauley","MIA",28,81,1,8,9,1,0.061728395,0.234567901,0.12,0.218181818,0.173333333,0.225,0.293333333,0.2339072994887829,0.197191059589386,42.73152752528201,-0.0028978288173675537,-5.372868735689143,1.0801944136619568,-0.17739876014558703,"Graham Pauley",31363,688363
"Brent Rooker","ATH",26,111,5,9,18,2,0.117117117,0.315315315,0.166666666,0.224137931,0.1875,0.279279279,0.354166666,0.28193904703313655,0.3008277393947138,72.72992057657108,0.38769638538360596,-3.157952190492962,-2.4739663545042276,-0.18124113082176974,"Brent Rooker",19627,667670
"Caleb Durbin","BOS",40,147,1,14,14,4,0.074829931,0.156462585,0.07518797,0.19266055,0.165413533,0.244897959,0.240601503,0.22886514379864648,0.26190444214703285,35.61202058927673,0.6106259226799011,-10.476230881629414,3.53982150554657,-0.18627565378651356,"Caleb Durbin",29646,702332
"Andrew McCutchen","TEX",27,62,1,6,5,0,0.096774193,0.306451612,0.090909091,0.305555555,0.218181818,0.29032258,0.309090909,0.27411866284185843,0.2547764778137207,71.65216433778264,-0.26524464786052704,-2.323967583760991,-1.6968035399913788,-0.19131408258527727,"Andrew McCutchen",9847,457705
"Drew Gilbert","SFG",25,77,2,8,8,0,0.064935064,0.194805194,0.1,0.264150943,0.228571428,0.289473684,0.328571428,0.27649953762690227,0.2625400955612595,75.53183762086887,-0.1688312515616417,-2.349870062355679,-2.0472771525382996,-0.20121665999979216,"Drew Gilbert",31545,687551
"Adrian Del Castillo","ARI",26,93,3,7,16,0,0.064516129,0.322580645,0.151162791,0.259259259,0.197674418,0.247311827,0.348837209,0.2649767193742978,0.25806675786557404,64.26904199030477,-0.15784280747175217,-4.00463675208335,-0.9387349188327789,-0.20519807544896154,"Adrian Del Castillo",29554,680728
"Brett Baty","NYM",39,135,1,16,13,2,0.081481481,0.274074074,0.091666667,0.297619047,0.216666666,0.283582089,0.308333333,0.2695331649104161,0.28557438636893656,71.69948294591251,0.4051394462585449,-4.017682473689616,-2.280455708503723,-0.20750898191829703,"Brett Baty",26123,683146
"Alec Bohm","PHI",39,156,3,10,20,0,0.07051282,0.147435897,0.092857143,0.196581196,0.185714285,0.25,0.278571428,0.2419989246588487,0.2748742380449849,47.974972806171735,-0.5369080603122711,-9.932155638603057,2.9333012104034424,-0.2110665004374319,"Alec Bohm",21618,664761
"Marcus Semien","NYM",42,165,2,13,13,5,0.066666666,0.2,0.079470199,0.264957264,0.218543046,0.274390243,0.298013245,0.26155137506926934,0.29849360901632427,66.25896122529886,0.5037602484226227,-5.941103017200486,-1.3642114400863647,-0.21322459200474458,"Marcus Semien",12533,543760
"Kyle Higashioka","TEX",20,70,1,5,5,0,0.085714285,0.314285714,0.0625,0.292682926,0.203125,0.271428571,0.265625,0.250235025371824,0.26950204031808034,55.56328710549365,-0.5268895179033279,-4.170452428576419,-0.37630510330200195,-0.21673864625428912,"Kyle Higashioka",5517,543309
"Rafael Devers","SFG",43,176,5,16,18,0,0.068181818,0.306818181,0.148148148,0.333333333,0.24691358,0.295454545,0.395061728,0.3015724077992056,0.26962756559338874,92.62192612048582,-0.9789606928825378,-2.482196049988379,-5.209955811500549,-0.2171259510402398,"Rafael Devers",17350,646240
"Ramón Urías","STL",25,68,2,9,5,0,0.088235294,0.176470588,0.157894737,0.159090909,0.157894736,0.279411764,0.315789473,0.27659040514160604,0.306695629568661,75.34614776401878,-0.47833925392478704,-2.419068792488415,-1.8736345320940018,-0.21985555785426786,"Ramon Urias",18795,602104
"Yoán Moncada","LAA",38,123,3,9,9,0,0.1300813,0.349593495,0.114285714,0.288135593,0.19047619,0.308943089,0.304761904,0.2882125556953554,0.27448191408251155,78.58386511027794,-0.1755182147026062,-3.2610676727462895,-3.2349024787545204,-0.22710642555263277,"Yoan Moncada",17232,660162
"James McCann","ARI",20,58,0,3,6,0,0.017241379,0.293103448,0.054545454,0.289473684,0.2,0.214285714,0.254545454,0.20999407023191452,0.19624744142804826,26.791946893920077,-0.14029089361429214,-5.0556829757992725,0.9677815437316895,-0.2314285614180955,"James McCann",12859,543510
"Andruw Monasterio","BOS",20,63,1,7,9,1,0.079365079,0.19047619,0.137931034,0.288888888,0.24137931,0.301587301,0.379310344,0.305296486332303,0.33376642257448225,87.09892195703794,-0.5215904712677002,-1.4736253488016358,-3.001983553171158,-0.23454781290650561,"Andruw Monasterio",19455,655316
"Josh Smith","TEX",31,108,0,6,6,2,0.129629629,0.185185185,0.02173913,0.273972602,0.217391304,0.324074074,0.239130434,0.2680927654293096,0.30653028942289806,67.59290310479399,0.20585492253303528,-3.893827257440922,-2.2384620308876038,-0.24352447474685732,"Josh Smith",26396,669701
"George Springer","TOR",25,107,2,9,8,1,0.102803738,0.186915887,0.117021277,0.236111111,0.202127659,0.29245283,0.319148936,0.2820389872451998,0.28746194659538993,76.19238611653724,-0.49281011521816254,-3.4767217317031944,-2.7006170749664307,-0.25175272603602183,"George Springer",12856,543807
"Denzel Clarke","ATH",22,60,0,4,6,2,0.066666666,0.4,0.018867925,0.310344827,0.16981132,0.228070175,0.188679245,0.19844312416879753,0.19325763838631765,16.484063803436673,0.4935321658849716,-5.376046279918399,0.7804011106491089,-0.257676799547192,"Denzel Clarke",29858,672016
"Victor Caratini","MIN",31,118,1,6,13,0,0.084745762,0.194915254,0.04040404,0.240506329,0.202020202,0.296610169,0.242424242,0.25701379169852046,0.33405313653461005,57.98402663130718,-1.3804530948400497,-7.187866510306692,0.5094093978404999,-0.26384559615243935,"Victor Caratini",14968,605170
"Zach McKinstry","DET",21,68,1,2,5,1,0.088235294,0.220588235,0.096774194,0.217391304,0.177419354,0.25,0.274193548,0.24226856494651122,0.2394579719094669,48.55413986518484,-1.2422368228435516,-5.339988648364313,0.34232209250330925,-0.2703395152908547,"Zach McKinstry",19392,656716
"Drew Millas","WSN",28,72,1,8,6,0,0.083333333,0.277777777,0.09375,0.232558139,0.171875,0.242857142,0.265625,0.23534660594803947,0.2415163040161133,45.0862142886906,-0.09885383024811745,-4.675898971619231,-0.2707120180130005,-0.27411078887103424,"Drew Millas",25643,686452
"Trevor Story","BOS",40,172,3,16,19,4,0.046511627,0.319767441,0.099378882,0.295238095,0.211180124,0.25,0.310559006,0.2514631096706834,0.25392672073009404,50.834823190882915,1.0256238728761673,-8.879783912898063,0.13599467277526855,-0.2825770190318065,"Trevor Story",12564,596115
"Jake Cronenworth","SDP",32,114,1,13,4,1,0.122807017,0.201754385,0.051546392,0.178082191,0.144329896,0.271929824,0.195876288,0.23374050698782267,0.30482998228909675,47.744222855019466,0.22281065583229065,-6.673399327456399,0.16947245597839355,-0.297273579465241,"Jake Cronenworth",18036,630105
"Hao-Yu  Lee","DET",18,51,1,4,6,0,0.058823529,0.31372549,0.145833333,0.29032258,0.208333333,0.25490196,0.354166666,0.2705995533980575,0.30048179626464844,67.6389126782964,-0.6676133722066879,-2.6008258450010855,-2.1176699846982956,-0.3026387056687554,"Hao-Yu  Lee",30080,701678
