Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Tyler Heineman","TOR",25,65,0,4,3,0,0.015384615,0.215384615,0,0.204545454,0.155172413,0.196721311,0.155172413,0.1686814691199631,0.20824894905090333,-0.16931526844362674,-0.2844328284263611,-7.911092529443932,2.643464297056198,-0.30890289825608824,"Tyler Heineman",13897,623168
"Jorge Polanco","NYM",14,61,1,3,2,0,0.081967213,0.180327868,0.107142857,0.204545454,0.178571428,0.245901639,0.285714285,0.2437395570708103,0.2701358169805808,54.11812757359367,-0.0497372355312109,-3.289716887096392,-1.7086512744426727,-0.31536149944280667,"Jorge Polanco",13152,593871
"Juan Brito","CLE",15,56,0,7,3,0,0.071428571,0.303571428,0.078431372,0.264705882,0.176470588,0.25,0.25490196,0.23550699331930705,0.25673157828194754,45.42289939471239,-0.0008997619152069092,-3.58091433247241,-1.5578090846538544,-0.3279472910712092,"Juan Brito",26693,682877
"TJ Friedl","CIN",39,160,2,14,7,5,0.075,0.23125,0.085106383,0.235294117,0.184397163,0.267515923,0.269503546,0.25159143414467006,0.2584634580110249,51.21371991114753,1.0404745638370514,-7.9957913393152396,-0.34442662447690964,-0.3360933666031061,"TJ Friedl",19522,670770
"Tim Tawa","ARI",21,55,1,4,6,0,0.127272727,0.2,0.108695652,0.171428571,0.152173913,0.259259259,0.260869565,0.24432873173996253,0.276377336034235,50.1950275841045,-0.540567547082901,-3.711643965445881,-1.3688877820968628,-0.3434140750193774,"Tim Tawa",29571,694374
"Yainer Diaz","HOU",26,106,2,7,14,0,0.028301886,0.150943396,0.108910891,0.258823529,0.237623762,0.254716981,0.346534653,0.2644075436412163,0.2574204858743919,64.28711004636362,-1.022168755531311,-5.45638805496341,-1.6930545568466187,-0.35541859093781814,"Yainer Diaz",23003,673237
"Brenton Doyle","COL",39,110,1,17,3,8,0.09090909,0.327272727,0.06,0.301587301,0.2,0.272727272,0.26,0.2491392970085144,0.24444457080876716,40.68881977635472,0.8531307578086853,-6.699540223792,-0.4168889820575714,-0.3733916716949872,"Brenton Doyle",25479,686668
"Willy Adames","SFG",42,178,3,15,11,1,0.033707865,0.297752808,0.122807017,0.304347826,0.222222222,0.252808988,0.345029239,0.2660005625044362,0.27490832296650064,68.37556022760788,-1.2751931995153427,-7.791689569190972,-1.7591025829315186,-0.4019363500125438,"Willy Adames",15986,642715
"Rafael Marchán","PHI",17,57,1,3,2,0,0.017543859,0.210526315,0.055555555,0.073170731,0.074074074,0.122807017,0.129629629,0.1223406477978355,0.17977082101922287,-33.586114026454105,-0.25092582404613495,-9.065624824905452,3.3261324167251587,-0.40472085331181573,"Rafael Marchan",21646,665561
"Thomas Saggese","STL",21,65,0,5,2,0,0.061538461,0.338461538,0.032786885,0.23076923,0.147540983,0.2,0.180327868,0.17986855231798612,0.24349889021653395,9.418911941270519,-0.3615100160241127,-7.177394233409655,1.1427232921123505,-0.4089832246601455,"Thomas Saggese",27883,695336
"Edgar Quero","CHW",30,99,0,3,7,1,0.09090909,0.232323232,0.012195122,0.209677419,0.158536585,0.257731958,0.170731707,0.21289003079699487,0.248888889948527,28.757322826518337,-0.19097675383090973,-8.452530504100734,0.8681155741214752,-0.4253314759713984,"Edgar Quero",28022,700337
"Jahmai Jones","DET",28,53,2,6,5,0,0.056603773,0.358490566,0.16,0.24137931,0.18,0.226415094,0.34,0.2522116719551806,0.34084096944557046,55.25217437398631,-0.46261486783623695,-3.2406268441295247,-2.7715842723846436,-0.4286419690373603,"Jahmai Jones",18872,663330
"Kyle Manzardo","CLE",39,133,2,10,13,0,0.090225563,0.308270676,0.084745763,0.289473684,0.20338983,0.285714285,0.288135593,0.26664507030544427,0.3163739695693507,66.39862800841601,-1.1912803649902344,-6.426018468844477,-2.423137366771698,-0.4334549185667246,"Kyle Manzardo",29794,700932
"Victor Scott II","STL",40,118,1,13,5,6,0.06779661,0.279661016,0.049504951,0.25,0.178217821,0.243243243,0.227722772,0.22116545997224413,0.24621268185702236,37.567576283313144,0.014550775289535522,-8.513769804449273,0.5300472602248192,-0.43655164214161785,"Victor Scott II",31349,687363
"Coby Mayo","BAL",37,120,4,12,16,1,0.083333333,0.308333333,0.146788991,0.217391304,0.174311926,0.241666666,0.321100917,0.25379297882318497,0.27321306864420575,57.99870003575659,0.2524910122156143,-5.651290617810339,-2.8034689724445343,-0.43952984425127584,"Coby Mayo",28312,691723
"Andrew Benintendi","CHW",38,132,2,13,17,0,0.068181818,0.318181818,0.125,0.316455696,0.225,0.272727272,0.35,0.27579523171439313,0.30370773431908993,71.13252870134755,0.021857932209968567,-4.441574666155116,-4.481245994567871,-0.44462903465517917,"Andrew Benintendi",17901,643217
"Bo Naylor","CLE",28,90,2,4,7,0,0.066666666,0.233333333,0.095238096,0.163934426,0.142857142,0.2,0.238095238,0.20206296576393976,0.295751615004106,22.893799538516195,0.3189699351787567,-7.809674360946783,0.29307472705841064,-0.45066486179308063,"Bo Naylor",21865,666310
"Rob Refsnyder","SEA",26,61,2,5,4,0,0.098360655,0.262295081,0.113207547,0.135135135,0.132075471,0.213114754,0.245283018,0.2117837501353905,0.27095313150374617,34.745302403692236,-0.1777232140302658,-4.840320681542589,-1.754059586673975,-0.4598503870604133,"Rob Refsnyder",13770,608701
"Lenyn Sosa","- - -",31,91,1,8,9,0,0,0.219780219,0.101123595,0.260869565,0.213483146,0.211111111,0.314606741,0.22884504795074462,0.26190000110202366,40.062680034597086,0.11908642947673798,-6.26979781275785,-1.3904896080493927,-0.4618665816179917,"Lenyn Sosa",22896,672820
"Lourdes Gurriel Jr.","ARI",18,74,0,4,6,0,0.094594594,0.175675675,0.04477612,0.24074074,0.19402985,0.27027027,0.23880597,0.24042425042874105,0.28739186879750844,47.53366768811674,0.13716410100460052,-4.357360273518618,-2.549546003341675,-0.46938628187820275,"Lourdes Gurriel Jr.",19238,666971
"Harrison Bader","SFG",17,62,2,5,4,0,0.032258064,0.306451612,0.13559322,0.153846153,0.13559322,0.161290322,0.27118644,0.18969466417066513,0.2663986144527312,16.364181131190538,-0.14444032311439514,-6.14726027716975,-0.39854365587234497,-0.47139995227765286,"Harrison Bader",18030,664056
"Josh Lowe","LAA",38,115,4,7,10,1,0.052173913,0.295652173,0.122641509,0.188405797,0.160377358,0.210526315,0.283018867,0.2230622046872189,0.2496375702975089,34.696245382103704,0.08256705338135362,-8.714183945894018,-0.2699270248413086,-0.5119777245965946,"Josh Lowe",19953,666139
"Blake Perkins","MIL",22,56,0,6,7,1,0.089285714,0.232142857,0.06122449,0.166666666,0.122448979,0.218181818,0.183673469,0.196530422297391,0.22208772139115768,19.369730460248853,0.14709563527139835,-5.079963979172951,-1.7526725232601166,-0.5205226201165069,"Blake Perkins",19921,663368
"Lawrence Butler","ATH",39,137,3,14,12,4,0.124087591,0.270072992,0.1,0.225,0.175,0.277372262,0.275,0.2567380618523149,0.3043287782108082,55.753630544716515,-0.5354777127504349,-7.635905510396437,-2.291980028152466,-0.5301449629739433,"Lawrence Butler",22542,671732
"Marcell Ozuna","PIT",36,153,4,12,14,0,0.091503267,0.25490196,0.124087592,0.234042553,0.189781021,0.274509803,0.313868613,0.2679740378731175,0.31690147399902346,65.40451193216546,-0.34276241064071655,-6.470246713748437,-3.672839403152466,-0.5445532825516085,"Marcell Ozuna",10324,542303
"Josh Bell","MIN",41,166,3,21,22,1,0.084337349,0.228915662,0.106666667,0.263636363,0.213333333,0.28313253,0.32,0.2751699484974505,0.307828535516578,70.21466688092048,-0.49668946862220764,-6.288266761457239,-4.817078709602356,-0.5472357312776602,"Josh Bell",13145,605137
"Luisangel Acuña","CHW",32,89,0,7,3,6,0.06741573,0.15730337,0.0125,0.208955223,0.175,0.238636363,0.1875,0.20413607426665045,0.2709623033350164,22.860342850574042,1.1354594826698303,-6.90635440522486,-1.5483047366142273,-0.5508259627051426,"Luisangel Acuna",26548,682668
"Ezequiel Tovar","COL",42,154,1,12,11,3,0.051948051,0.285714285,0.076923077,0.272727272,0.195804195,0.246753246,0.272727272,0.2375325850852124,0.2867528246594714,32.7774904153505,0.6996039152145386,-11.284532865579624,0.8618127107620239,-0.5700751370487447,"Ezequiel Tovar",24064,678662
"Jordan Beck","COL",29,84,1,7,10,2,0.059523809,0.25,0.115384615,0.228070175,0.179487179,0.226190476,0.294871794,0.2330459136338461,0.2517247316313953,29.719299963056102,0.04191197454929352,-6.792272214619438,-1.42055082321167,-0.5711699359073688,"Jordan Beck",31431,687597
"Tyrone Taylor","NYM",34,80,2,4,11,0,0.025,0.1875,0.106666667,0.206896551,0.186666666,0.207792207,0.293333333,0.2229717428034002,0.24255472653872007,39.96243732614397,-0.08781948685646057,-5.647941917897244,-2.643688976764679,-0.5923456929793938,"Tyrone Taylor",13675,621438
"Heriberto Hernández","MIA",26,86,0,4,11,3,0.127906976,0.174418604,0.027027027,0.20338983,0.162162162,0.279069767,0.189189189,0.2328820034515026,0.32204612465791926,42.03266856358312,0.13171952217817307,-5.639307045862611,-2.89931321144104,-0.598178481377284,"Heriberto Hernandez",24878,681715
"Nick Castellanos","SDP",27,86,2,5,15,1,0.046511627,0.290697674,0.12345679,0.236363636,0.185185185,0.220930232,0.308641975,0.22982787384706385,0.2891831790699678,45.07730653540452,-0.03814861178398132,-5.506061577903656,-3.4638999700546265,-0.6425838457867392,"Nick Castellanos",11737,592206
"Owen Caissie","MIA",36,118,3,13,19,2,0.06779661,0.406779661,0.14423077,0.315789473,0.201923076,0.262711864,0.346153846,0.2702643608642837,0.2892473008897569,67.51310985803313,0.8511354923248291,-3.586600499260551,-6.651255249977112,-0.6686082723894496,"Owen Caissie",27496,683357
"Wenceel Pérez","DET",28,91,2,10,8,3,0.065934065,0.131868131,0.094117647,0.169014084,0.164705882,0.219780219,0.258823529,0.21965112004961287,0.27678177382919816,33.318215491822016,0.6102052181959152,-6.497590100885581,-3.55211478471756,-0.7078503433152534,"Wenceel Perez",22857,672761
"Salvador Perez","KCR",41,172,6,15,18,0,0.03488372,0.220930232,0.142857143,0.210084033,0.192546583,0.232558139,0.335403726,0.2498059680587367,0.2724497387980857,50.88824911866108,-0.6416389048099518,-10.536282860667926,-2.7215349078178406,-0.7472834732931702,"Salvador Perez",7304,521692
"Matt Wallner","MIN",34,135,4,14,10,0,0.074074074,0.392592592,0.125,0.253968253,0.166666666,0.259259259,0.291666666,0.25673298173480563,0.281876062463831,57.794862939743055,-0.4178559333086014,-7.091843457893449,-4.91829514503479,-0.7516880813626876,"Matt Wallner",26466,670242
"Ke'Bryan Hayes","CIN",38,110,2,7,3,0,0.063636363,0.172727272,0.08737864,0.146341463,0.13592233,0.19090909,0.22330097,0.19122988148169084,0.3043237958635603,10.070274031379773,-0.10195257654413581,-11.553581580475552,0.06702050566673279,-0.8232843723543524,"Ke'Bryan Hayes",18577,663647
"Cedric Mullins","TBR",37,141,2,10,13,8,0.042553191,0.184397163,0.078740157,0.17,0.149606299,0.204379562,0.228346456,0.20019496792424335,0.2154426857277199,19.585546897585356,-0.5028183087706566,-13.784086065175106,-0.37659186124801636,-0.9515368291857269,"Cedric Mullins",17929,656775
